season,player,team,runs,balls,strike_rate,fours,sixes,boundary_pct,dot_balls,dot_pct,runs_z,strike_rate_z,boundary_pct_z,dot_pct_z,impact_score,impact_score_pos,phase,name,year,adj_price,ROI,ROI_z
2025,KL Rahul,Delhi Capitals,189,144,131.25,22,6,19.44,57,39.58,0.3890646750300339,0.2835669076954976,0.3259829407744914,0.5305848358936974,0.4405520664521879,0.6389984113578451,powerplay,KL Rahul,2025,146930000.0,0.4348998920287518,0.0038557440891306004
2025,RD Rickelton,Mumbai Indians,268,166,161.45,33,13,27.71,65,39.16,0.5541740894732595,0.4197764667476573,0.4842858516388783,0.5212176382864947,0.7147908467039832,0.9132371916096402,powerplay,RD Rickelton,2025,10495000.000000002,8.701640701378182,0.11282674257064616
2022,N Rana,Kolkata Knight Riders,94,83,113.25,12,4,19.28,46,55.42,0.1803594419797302,0.305629043560959,0.402910309835395,0.7490516270311971,0.2536962266808323,0.4521425715864894,powerplay,N Rana,2022,99502276.064,0.4544042503064661,0.004112847758554948
2016,KK Nair,Delhi Capitals,143,123,116.26,22,1,18.7,58,47.15,0.2990366826831714,0.3287054632244987,0.412496586900472,0.6331381098937473,0.3992641088958747,0.5977104538015319,powerplay,KK Nair,2016,65455455.996,0.9131560459040392,0.010160048508446344
2021,MM Ali,Chennai Super Kings,78,71,109.86,11,3,19.72,39,54.93,0.1274542487753052,0.301384156385466,0.4376184082211347,0.7719770330610243,0.2179906509941805,0.4164369958998376,powerplay,MM Ali,2021,92828160.901,0.4486106283458121,0.004036477060061186
2025,Washington Sundar,Gujarat Titans,30,14,214.29,3,2,35.71,3,21.43,0.056755853555694,0.6580980925859394,0.6374204691618645,0.1257880821538652,0.6235565156142044,0.8220028605198615,powerplay,Washington Sundar,2025,33584000.0,2.447602609932889,0.03038690429780954
2014,KD Karthik,Delhi Capitals,92,76,121.05,11,2,17.11,34,44.74,0.1871168708812308,0.4148272338118414,0.4091013615514683,0.4589763868613458,0.4035098102506624,0.6019561551563195,powerplay,KD Karthik,2014,242127297.9625,0.2486114371331847,0.0014001162421089543
2014,MA Agarwal,Delhi Capitals,71,62,114.52,8,1,14.52,28,45.16,0.12258601654491,0.3738949216840577,0.3319641524827444,0.4680069906860636,0.2939980454893728,0.4924443903950299,powerplay,MA Agarwal,2014,30992294.1392,1.588925260528459,0.01906794192847578
2018,WP Saha,Sunrisers Hyderabad,73,56,130.36,12,0,21.43,21,37.5,0.1301366833442161,0.3728181725150775,0.4372417133509124,0.4149423138232988,0.3627945097938326,0.5612408546994898,powerplay,WP Saha,2018,74617308.14999999,0.752159074904245,0.008037809395481118
2025,JP Inglis,Punjab Kings,141,91,154.95,10,11,23.08,42,46.15,0.2887450308113653,0.3904598397993447,0.39565919174745,0.6771145698920831,0.4011382098674922,0.5995845547731493,powerplay,JP Inglis,2025,27287000.000000004,2.197326766493749,0.027087803819841022
2018,SR Watson,Chennai Super Kings,233,166,140.36,13,19,19.28,76,45.78,0.5239224985875063,0.4206904948590213,0.3914449795072514,0.5874668460852414,0.6293934332522064,0.8278397781578635,powerplay,SR Watson,2018,59693846.52,1.386809238169133,0.016403677344215595
2020,RV Uthappa,Rajasthan Royals,106,78,135.9,13,4,21.79,33,42.31,0.2085446027410128,0.4658040231776176,0.5227869762964522,0.4655408135552044,0.4953295890484612,0.6937759339541183,powerplay,RV Uthappa,2020,41681170.359,1.6644828539568943,0.02006393135026158
