season,player,team,runs,balls,strike_rate,fours,sixes,boundary_pct,dot_balls,dot_pct,runs_z,strike_rate_z,boundary_pct_z,dot_pct_z,impact_score,impact_score_pos,phase,name,year,adj_price,ROI
2016,SV Samson,Delhi Capitals,97,113,85.84,10,0,8.85,52,46.02,0.19010319421387792,0.1590251944178002,0.1534849941107125,0.6082093514630245,0.11820059449091577,0.31664693939657285,powerplay,SV Samson,2016,68728228.7958,0.4607232645808024
2024,TM Head,Sunrisers Hyderabad,395,174,227.01,46,24,40.23,41,23.56,0.8470499054583347,0.6721024982494012,0.6784641206176888,0.12379136499850922,1.2818626182697754,1.4803089631754325,powerplay,TM Head,2024,75398179.0,1.9633219035375278
2022,JM Bairstow,Punjab Kings,148,85,174.12,19,8,31.76,36,42.35,0.3349532493909276,0.6235286839915579,0.6975575863471063,0.45750538412661196,0.7563762401267354,0.9548225850323926,powerplay,JM Bairstow,2022,83955045.429,1.1373022075723573
2022,D Brevis,Mumbai Indians,75,55,136.36,10,3,23.64,27,49.09,0.1259653245572719,0.4263233213718863,0.5058479801551916,0.6078513425946229,0.35921010862321,0.5576564535288671,powerplay,D Brevis,2022,37313353.524000004,1.494522472149767
2022,F du Plessis,Royal Challengers Bengaluru,206,173,119.08,27,3,17.34,73,42.2,0.5009984499436951,0.3360767994950873,0.3571077684545681,0.4541594058224278,0.593287833760327,0.7917341786659842,powerplay,F du Plessis,2022,87064491.55600001,0.9093651895465783
2014,KP Pietersen,Delhi Capitals,176,124,141.94,22,5,21.77,41,33.06,0.4452402882265143,0.5457730225330362,0.5478887724627631,0.20783959478347513,0.8132768110209304,1.0117231559265876,powerplay,KP Pietersen,2014,174331654.533,0.5803439189726006
2025,Aniket Verma,Sunrisers Hyderabad,30,21,142.86,3,1,19.05,7,33.33,0.05675585355569407,0.33593091367548356,0.31851762817024587,0.39119201435794254,0.23934546805152493,0.43779181295718206,powerplay,Aniket Verma,2025,3148500.0000000005,13.904774113297824
2023,N Jagadeesan,Kolkata Knight Riders,73,60,121.67,12,1,21.67,31,51.67,0.12971069710275088,0.2999815053793616,0.40077323969038153,0.6927505622008935,0.22628209957228515,0.4247284444779422,powerplay,N Jagadeesan,2023,10647775.1907,3.988893800546328
2024,Naman Dhir,Mumbai Indians,44,34,129.41,6,2,23.53,17,50.0,0.06929583332833471,0.32404058440615446,0.41762261381227606,0.7407558683541414,0.1831603745750268,0.3816067194806839,powerplay,Naman Dhir,2024,2217593.5,17.20814565341592
2016,DR Smith,Gujarat Titans,155,103,150.49,17,7,23.3,41,39.81,0.32745411445776973,0.519637600017835,0.5334563155129486,0.4712114843348922,0.6204739882554925,0.8189203331611496,powerplay,DR Smith,2016,37636887.1977,2.175845013057281
2022,RA Tripathi,Sunrisers Hyderabad,177,122,145.08,21,7,22.95,49,40.16,0.4179758496673113,0.47186439028193755,0.4895573855403614,0.4086541008855223,0.6680174681023238,0.8664638130079809,powerplay,RA Tripathi,2022,105721168.318,0.8195745722386777
2018,SP Goswami,Sunrisers Hyderabad,44,30,146.67,6,1,23.33,9,30.0,0.05876300433136977,0.45089793025804975,0.4777132455848454,0.25867009257153933,0.4098293013358393,0.6082756462414964,powerplay,SP Goswami,2018,14923461.629999999,4.075968842367684
2022,AK Markram,Sunrisers Hyderabad,42,49,85.71,3,1,8.16,23,46.94,0.03149133113931798,0.16179864931981072,0.14037203140508808,0.5598923202346491,0.0012921076332546855,0.1997384525389118,powerplay,AK Markram,2022,32338239.7208,0.6176540660945121
2020,EJG Morgan,Kolkata Knight Riders,48,46,104.35,8,1,19.57,28,60.87,0.04893947679124108,0.24017158659016877,0.45366326650621264,0.9052494381490185,0.09181101321116747,0.29025735811682457,powerplay,EJG Morgan,2020,72942048.12825,0.3979287195315396
2014,CJ Anderson,Mumbai Indians,40,42,95.24,4,2,14.29,22,52.38,0.027326183953198267,0.25304117316588465,0.3251141300557921,0.6232473707205011,0.10770868105445708,0.3061550259601142,powerplay,CJ Anderson,2014,87165827.2665,0.35123285760149864
2018,SA Yadav,Mumbai Indians,262,190,137.89,31,12,22.63,82,43.16,0.5952961776003526,0.4088660312400671,0.46280268107760697,0.53287575012796,0.7290684391468509,0.927514784052508,powerplay,SA Yadav,2018,47755077.216,1.9422328224018677
2016,AJ Finch,Gujarat Titans,120,89,134.83,19,2,23.6,36,40.45,0.24456993844852465,0.43228740246645764,0.5413449934659361,0.4853304271629123,0.5098057709028462,0.7082521158085033,powerplay,AJ Finch,2016,16363863.999,4.328147165313674
2022,PBB Rajapaksa,Punjab Kings,78,44,177.27,9,5,31.82,17,38.64,0.13455386941344954,0.6399798728753494,0.6989741597918742,0.3747481874031223,0.6297469476538411,0.8281932925594981,powerplay,PBB Rajapaksa,2022,6218892.254000001,13.317376451196804
2015,M Vijay,Punjab Kings,182,150,121.33,21,7,18.67,71,47.33,0.41273907921537883,0.3538160971388417,0.3986873079280288,0.5838241915609345,0.5113613430410566,0.7098076879467137,powerplay,M Vijay,2015,52366001.181,1.3554743000010736
2018,F du Plessis,Chennai Super Kings,82,71,115.49,11,2,18.31,34,47.89,0.15228713545165118,0.301632029189633,0.3707831972615066,0.631431430997403,0.2500687324245945,0.4485150773302516,powerplay,F du Plessis,2018,23877538.608,1.8783974541663178
2025,RR Pant,Lucknow Super Giants,90,71,126.76,11,4,21.13,36,50.7,0.18215540882902986,0.2633158838496633,0.3583326287262222,0.7785925439701127,0.2050541887238217,0.4035005336294788,powerplay,RR Pant,2025,283365000.0,0.1423960381943708
2022,R Ashwin,Rajasthan Royals,49,33,148.48,7,2,27.27,15,45.45,0.05153126913706578,0.48962122907714095,0.5915506735636461,0.5266556024130858,0.39423675222793814,0.5926830971335952,powerplay,R Ashwin,2022,62188922.54,0.9530364459239193
2020,RA Tripathi,Kolkata Knight Riders,104,80,130.0,11,5,20.0,36,45.0,0.20304097770826207,0.42360968479834826,0.4670520931772951,0.5292701346843726,0.42563002609025485,0.624076370995912,powerplay,RA Tripathi,2020,8336234.0718,7.486310552471787
2022,RV Uthappa,Chennai Super Kings,118,95,124.21,13,5,18.95,45,47.37,0.24906780082915128,0.3628687356772619,0.39511915588917185,0.5694841247066438,0.38764699124008617,0.5860933361457432,powerplay,RV Uthappa,2022,24875569.016000003,2.35610021933073
2022,MR Marsh,Delhi Capitals,143,94,152.13,11,10,22.34,39,41.49,0.3206390079639649,0.5086837177837565,0.475155555518555,0.4383217751826225,0.5931765326916132,0.7916228775972702,powerplay,MR Marsh,2022,80845599.302,0.9791786868202319
2024,Abhishek Sharma,Sunrisers Hyderabad,352,154,228.57,25,33,37.66,44,28.57,0.7517694920634913,0.6776657829378794,0.6383226432230833,0.24069727126975426,1.1552844931891941,1.3537308380948512,powerplay,Abhishek Sharma,2024,2217593.5,61.04503995411473
2018,RV Uthappa,Kolkata Knight Riders,188,143,131.47,16,11,18.88,64,44.76,0.41317023805033093,0.3781320002952552,0.3829246569316865,0.566213823995002,0.5220541390086507,0.7205004839143079,powerplay,RV Uthappa,2018,95510154.432,0.75437055693097
2025,SK Rasheed,Chennai Super Kings,63,46,136.96,9,2,23.91,23,50.0,0.12572560895602877,0.3093204369070153,0.41154690831545987,0.7629805479581082,0.21154264997285513,0.40998899487851226,powerplay,SK Rasheed,2025,3148500.0000000005,13.021724468112186
2021,SPD Smith,Delhi Capitals,53,54,98.15,4,1,9.26,21,38.89,0.0625692908538405,0.24242493505145002,0.2024368303157289,0.4203984191010045,0.13624494812057406,0.33469129302623113,powerplay,SPD Smith,2021,29174564.8546,1.1472023479844973
2019,LS Livingstone,Rajasthan Royals,61,36,169.44,5,5,27.78,15,41.67,0.07499602511248986,0.5942219361162282,0.602244669201964,0.47640656731812514,0.4851959190935523,0.6836422639992095,powerplay,LS Livingstone,2019,7221262.765000001,9.467073644137217
2019,SN Khan,Punjab Kings,42,37,113.51,4,1,13.51,13,35.14,0.027969841405001035,0.28680511170608447,0.2528356973732328,0.35531064580048427,0.17296129905485255,0.3714076439605096,powerplay,SN Khan,2019,3610631.3825000003,10.28650129616242
2025,WG Jacks,Mumbai Indians,122,86,141.86,12,6,20.93,30,34.88,0.24903517164147562,0.33142066337574316,0.35450426328814755,0.4257614340988099,0.3967369572510755,0.5951833021567325,powerplay,WG Jacks,2025,55098750.00000001,1.0802119869447717
2022,LS Livingstone,Punjab Kings,83,44,188.64,7,6,29.55,15,34.09,0.14886811084041227,0.699360830846368,0.6453804644648242,0.27325351217620103,0.6772200594518244,0.8756664043574816,powerplay,LS Livingstone,2022,143034521.842,0.6122063352823086
2022,KH Pandya,Lucknow Super Giants,31,18,172.22,4,1,27.78,5,27.78,0.0,0.6136057446648265,0.6035915478441728,0.13249935818018485,0.5386692614082356,0.7371156063138926,powerplay,KH Pandya,2022,102611722.191,0.7183541905103552
2014,MEK Hussey,Mumbai Indians,120,102,117.65,14,3,16.67,45,44.12,0.27315800999632533,0.39351485077440435,0.39599697082164653,0.4456454955010478,0.45978882160368906,0.6582351665093462,powerplay,MEK Hussey,2014,96850919.185,0.6796375006539863
2023,H Klaasen,Sunrisers Hyderabad,46,26,176.92,7,1,30.77,8,30.77,0.07160697874658911,0.5442562595029576,0.5932534203318441,0.3176551694439236,0.5010812010649028,0.6995275459705599,powerplay,H Klaasen,2023,62112021.94575,1.1262353471306128
2016,KD Karthik,Gujarat Titans,41,53,77.36,5,0,9.43,27,50.94,0.05748851259908584,0.11172444887273764,0.1687364381531552,0.7167487244534286,-0.037240185651471275,0.16120615925418583,powerplay,KD Karthik,2016,37636887.1977,0.4283195855369175
2018,MA Agarwal,Punjab Kings,45,36,125.0,6,1,19.44,15,41.67,0.061224165676640324,0.34715860773872353,0.39485310853747735,0.5018296688392772,0.2496936346007557,0.4481399795064128,powerplay,MA Agarwal,2018,14923461.629999999,3.0029224493433624
2018,MA Agarwal,Punjab Kings,45,36,125.0,6,1,19.44,15,41.67,0.061224165676640324,0.34715860773872353,0.39485310853747735,0.5018296688392772,0.2496936346007557,0.4481399795064128,powerplay,MA Agarwal,2018,2984692.326,15.014612246716812
2014,JH Kallis,Kolkata Knight Riders,41,51,80.39,5,0,9.8,28,54.9,0.03039908177873739,0.15995620607590183,0.19138977919920128,0.6774309936688087,-0.012806529000061156,0.18563981590559595,powerplay,JH Kallis,2014,106536011.1035,0.17425076646172383
2018,Ishan Kishan,Mumbai Indians,60,66,90.91,4,3,10.61,35,53.03,0.09814158585569877,0.18396186086821917,0.2067669876818833,0.7385299932952755,0.04198034558693342,0.24042669049259052,powerplay,Ishan Kishan,2018,92525462.10599999,0.2598492188205992
2021,KS Bharat,Royal Challengers Bengaluru,78,71,109.86,5,3,11.27,28,39.44,0.12745424877530523,0.30138415638546606,0.2476294662229818,0.4324537955148455,0.23435259835886538,0.4327989432645225,powerplay,KS Bharat,2021,2652233.1686,16.31828409313569
2014,CM Gautam,Mumbai Indians,63,49,128.57,6,4,20.41,25,51.02,0.09800283394059732,0.46196521041229066,0.507384292025132,0.5940054154785572,0.3595061791263655,0.5579525240320227,powerplay,CM Gautam,2014,3874036.7674,14.40235489573022
2022,D Padikkal,Rajasthan Royals,107,93,115.05,15,2,18.28,43,46.24,0.21757646968983332,0.31502972292312553,0.37930075242259764,0.5442777548151227,0.3389780493590615,0.5374243942647186,powerplay,D Padikkal,2022,96392829.937,0.5575356534463881
2025,RA Tripathi,Chennai Super Kings,37,37,100.0,4,1,13.51,19,51.35,0.07138580167091657,0.14262158582861054,0.2124719055355779,0.7930893974098312,-0.013895027480900768,0.18455131742475633,powerplay,RA Tripathi,2025,35683000.0,0.5171967531450729
2025,V Suryavanshi,Rajasthan Royals,132,68,194.12,11,12,33.82,29,42.65,0.26993509752036493,0.5671263440401758,0.601242415772059,0.5990545898320604,0.5903539601841883,0.7888003050898453,powerplay,V Suryavanshi,2025,11544500.000000002,6.832693534495606
2018,KK Nair,Punjab Kings,47,43,109.3,6,1,16.28,19,44.19,0.06614648836718147,0.27199906165873183,0.32754256019051503,0.5543371351798682,0.17000973305488237,0.3684560779605395,powerplay,KK Nair,2018,83571385.12799999,0.44088784384296503
2018,JJ Roy,Delhi Capitals,57,49,116.33,5,4,18.37,25,51.02,0.0907581018198871,0.30565330426652426,0.3720612456478413,0.6966490379998039,0.1838659827307593,0.3823123276364164,powerplay,JJ Roy,2018,22385192.444999997,1.7078804597090276
2024,SD Hope,Delhi Capitals,94,68,138.24,10,5,22.06,31,45.59,0.18008701169443156,0.3555302022261942,0.3946623135126379,0.6378506694207703,0.30807755072309834,0.5065238956287554,powerplay,SD Hope,2024,8315975.625,6.090973789124779
2018,Shakib Al Hasan,Sunrisers Hyderabad,37,31,119.35,5,1,19.35,15,48.39,0.04153487491447583,0.32011074561439534,0.3929360359579752,0.6418495790808536,0.17754961519561105,0.3759959601012681,powerplay,Shakib Al Hasan,2018,29846923.259999998,1.2597478032356095
2018,Shakib Al Hasan,Sunrisers Hyderabad,37,31,119.35,5,1,19.35,15,48.39,0.04153487491447583,0.32011074561439534,0.3929360359579752,0.6418495790808536,0.17754961519561105,0.3759959601012681,powerplay,Shakib Al Hasan,2018,2984692.326,12.597478032356094
2017,RA Tripathi,Lucknow Super Giants,290,179,162.01,35,12,26.26,62,34.64,0.7231282558943612,0.5418703327021036,0.5565450404439536,0.3760503330961575,0.9870679393374727,1.1855142842431299,powerplay,RA Tripathi,2017,1559800.2096000002,76.00423932159535
2023,MA Agarwal,Sunrisers Hyderabad,148,115,128.7,21,2,20.0,46,40.0,0.29110991475875586,0.3310629808814227,0.3654499537924427,0.48330734528826963,0.4178796978678344,0.6163260427734916,powerplay,MA Agarwal,2023,97604605.91475,0.6314518018870997
2025,F du Plessis,Delhi Capitals,142,105,135.24,13,7,19.05,42,40.0,0.2908350233992542,0.30156280639146177,0.31851762817024587,0.5399520335009003,0.36479674454147487,0.563243089447132,powerplay,F du Plessis,2025,20990000.000000004,2.6833877534403614
2022,DA Warner,Delhi Capitals,222,144,154.17,32,6,26.39,51,35.42,0.5468040225099758,0.5193378210608786,0.5707742630403844,0.3029211864733011,0.8630841909646026,1.0615305358702598,powerplay,DA Warner,2022,77736153.175,1.3655557839098844
2022,MS Wade,Gujarat Titans,94,79,118.99,14,2,20.25,39,49.37,0.18035944197973025,0.33560676552697893,0.4258115805258084,0.6140971687624334,0.3194769969551575,0.5179233418608147,powerplay,MS Wade,2022,29850682.8192,1.73504688317443
2020,AJ Finch,Royal Challengers Bengaluru,185,155,119.35,21,5,16.77,65,41.94,0.4259377915346673,0.34744532823237895,0.3664802091131175,0.45677507050026306,0.5423564702947474,0.7408028152004045,powerplay,AJ Finch,2020,61132383.1932,1.2118009743857114
