season,player,team,wickets,balls,economy,dot_balls,dot_pct,boundaries_conceded,boundary_pct_conceded,wickets_z,economy_z,dot_pct_z,boundary_pct_conceded_z,impact_score,impact_score_pos,phase,name,year,adj_price,ROI
2013,A Ashish Reddy,Royal Challengers Bengaluru,0,6,13.0,1,16.67,2,33.33,0.04111917307430883,0.4533415063067017,0.25406429605835973,0.397244591898998,-0.30422407499618986,0.6762588485366174,middle,,,,
2013,A Ashish Reddy,Sunrisers Hyderabad,2,24,8.25,6,25.0,4,16.67,0.1604744382430755,0.30906638782405266,0.32633343910789214,0.2395676818842532,0.04344504246088812,1.0239279659936955,middle,,,,
2013,A Chandila,Rajasthan Royals,0,12,10.0,2,16.67,3,25.0,0.04111917307430883,0.36222037884397595,0.25406429605835973,0.31840613689162556,-0.21555948202453473,0.7649234415082726,middle,,,,
2013,A Chandila,Royal Challengers Bengaluru,0,12,5.5,6,50.0,1,8.33,0.04111917307430883,0.22553868764988738,0.5432276259312186,0.16063458287327045,0.012089180696264815,0.9925721042290722,middle,,,,
2013,A Mishra,Delhi Capitals,1,24,3.75,10,41.67,0,0.0,0.10079680565869216,0.17238469662996403,0.47095848288168624,0.08179612786589803,0.1382157704753933,1.1186986940082007,middle,,,,
2013,A Mishra,Lucknow Super Giants,0,18,5.67,6,33.33,1,5.56,0.04111917307430883,0.23070221820610848,0.3986025821574245,0.13441819387321985,-0.030185879080840177,0.9502970444519672,middle,,,,
2013,A Mishra,Punjab Kings,0,12,10.0,5,41.67,3,25.0,0.04111917307430883,0.36222037884397595,0.47095848288168624,0.31840613689162556,-0.15049122597753678,0.8299916975552706,middle,,,,
2013,A Mishra,Royal Challengers Bengaluru,0,24,10.5,7,29.17,6,25.0,0.04111917307430883,0.37740723342109694,0.362511389470023,0.31840613689162556,-0.19517483766273258,0.7853080858700747,middle,,,,
2013,A Mishra,Sunrisers Hyderabad,13,252,5.64,105,41.67,18,7.14,0.8169283966712921,0.22979100693148127,0.47095848288168624,0.1493719464436458,1.15297294503753,2.133455868570337,middle,,,,
2013,A Mithun,Royal Challengers Bengaluru,0,6,6.0,1,16.67,0,0.0,0.04111917307430883,0.24072554222700834,0.25406429605835973,0.08179612786589803,-0.07104161092581514,0.9094413126069921,middle,,,,
2013,A Nehra,Delhi Capitals,2,42,9.14,12,28.57,7,16.67,0.1604744382430755,0.336098988971328,0.3573059289862631,0.2395676818842532,0.031110708506579113,1.0115936320393863,middle,,,,
2013,A Nehra,Punjab Kings,1,6,5.0,4,66.67,1,16.67,0.10079680565869216,0.21035183307276645,0.6878526697050128,0.2395676818842532,0.14135600656447825,1.1218389300972855,middle,,,,
2013,A Nehra,Royal Challengers Bengaluru,0,6,8.0,2,33.33,1,16.67,0.04111917307430883,0.30147296053549216,0.3986025821574245,0.2395676818842532,-0.1078323705465538,0.8726505529862535,middle,,,,
2013,AA Chavan,Rajasthan Royals,1,6,10.0,2,33.33,1,16.67,0.10079680565869216,0.36222037884397595,0.3986025821574245,0.2395676818842532,-0.06691385631676582,0.9135690672160415,middle,,,,
2013,AB Agarkar,Delhi Capitals,0,36,7.33,11,30.56,4,11.11,0.04111917307430883,0.2811225754021501,0.3745707062573999,0.18694561587693134,-0.08823721200842313,0.8922457115243841,middle,,,,
