season,player,team,runs,balls,strike_rate,fours,sixes,boundary_pct,dot_balls,dot_pct
2021,PP Shaw,Delhi Capitals,290,173,167.63,36,12,27.75,60,34.68
2024,A Manohar,Gujarat Titans,2,9,22.22,0,0,0.00,8,88.89
2023,N Rana,Kolkata Knight Riders,120,101,118.81,13,4,16.83,42,41.58
2023,Aman Hakim Khan,Delhi Capitals,4,5,80.00,1,0,20.00,4,80.00
2014,Shakib Al Hasan,Kolkata Knight Riders,0,1,0.00,0,0,0.00,1,100.00
2013,SK Raina,Chennai Super Kings,97,83,116.87,13,1,16.87,34,40.96
2020,JO Holder,Sunrisers Hyderabad,5,7,71.43,1,0,14.29,5,71.43
2013,A Mishra,Sunrisers Hyderabad,10,12,83.33,2,0,16.67,8,66.67
2014,AB de Villiers,Royal Challengers Bengaluru,29,26,111.54,3,0,11.54,10,38.46
2022,PBB Rajapaksa,Punjab Kings,78,44,177.27,9,5,31.82,17,38.64
2015,M Vijay,Punjab Kings,182,150,121.33,21,7,18.67,71,47.33
2020,MS Dhoni,Chennai Super Kings,18,19,94.74,2,1,15.79,12,63.16
2013,Q de Kock,Sunrisers Hyderabad,1,5,20.00,0,0,0.00,4,80.00
2023,R Ashwin,Rajasthan Royals,1,4,25.00,0,0,0.00,3,75.00
2016,Gurkeerat Singh,Punjab Kings,6,5,120.00,1,0,20.00,2,40.00
2023,MP Stoinis,Lucknow Super Giants,65,51,127.45,8,2,19.61,24,47.06
2025,TM Head,Sunrisers Hyderabad,223,131,170.23,30,10,30.53,48,36.64
2018,F du Plessis,Chennai Super Kings,82,71,115.49,11,2,18.31,34,47.89
2014,UBT Chand,Rajasthan Royals,1,5,20.00,0,0,0.00,4,80.00
2013,RV Uthappa,Lucknow Super Giants,251,203,123.65,29,5,16.75,81,39.90
2022,P Simran Singh,Punjab Kings,13,10,130.00,2,0,20.00,5,50.00
2025,RR Pant,Lucknow Super Giants,90,71,126.76,11,4,21.13,36,50.70
2020,AM Rahane,Delhi Capitals,71,61,116.39,11,1,19.67,27,44.26
2022,R Ashwin,Rajasthan Royals,49,33,148.48,7,2,27.27,15,45.45
2017,DA Warner,Sunrisers Hyderabad,283,187,151.34,32,12,23.53,69,36.90
2015,CH Gayle,Royal Challengers Bengaluru,244,166,146.99,28,15,25.90,80,48.19
2022,RM Patidar,Royal Challengers Bengaluru,112,92,121.74,14,3,18.48,41,44.57
2020,Gurkeerat Singh,Royal Challengers Bengaluru,0,4,0.00,0,0,0.00,4,100.00
2019,KS Williamson,Sunrisers Hyderabad,19,23,82.61,2,0,8.70,13,56.52
2024,VR Iyer,Kolkata Knight Riders,128,67,191.04,17,6,34.33,23,34.33
2013,KM Jadhav,Delhi Capitals,2,5,40.00,0,0,0.00,3,60.00
2019,Navdeep Saini,Royal Challengers Bengaluru,0,1,0.00,0,0,0.00,0,0.00
2016,RG Sharma,Mumbai Indians,203,147,138.10,21,8,19.73,55,37.41
2020,RA Tripathi,Kolkata Knight Riders,104,80,130.00,11,5,20.00,36,45.00
2017,AP Tare,Delhi Capitals,17,15,113.33,3,0,20.00,8,53.33
2013,GJ Maxwell,Mumbai Indians,22,12,183.33,0,3,25.00,6,50.00
2022,A Manohar,Gujarat Titans,13,14,92.86,2,0,14.29,7,50.00
2020,KM Jadhav,Chennai Super Kings,3,5,60.00,0,0,0.00,2,40.00
2014,JA Morkel,Royal Challengers Bengaluru,7,7,100.00,1,0,14.29,3,42.86
2016,S Dhawan,Sunrisers Hyderabad,210,180,116.67,22,4,14.44,74,41.11
2018,AD Nath,Punjab Kings,2,7,28.57,0,0,0.00,5,71.43
2024,KH Pandya,Lucknow Super Giants,4,7,57.14,0,0,0.00,3,42.86
2022,S Dube,Chennai Super Kings,23,20,115.00,3,0,15.00,9,45.00
2024,RK Singh,Kolkata Knight Riders,13,11,118.18,2,0,18.18,6,54.55
2025,KH Pandya,Royal Challengers Bengaluru,10,12,83.33,1,0,8.33,7,58.33
2021,SS Tiwary,Mumbai Indians,20,19,105.26,3,0,15.79,8,42.11
2019,Ishan Kishan,Mumbai Indians,18,22,81.82,1,1,9.09,13,59.09
2023,Anmolpreet Singh,Sunrisers Hyderabad,82,58,141.38,12,2,24.14,24,41.38
2025,T Stubbs,Delhi Capitals,4,7,57.14,0,0,0.00,3,42.86
2024,B Sai Sudharsan,Gujarat Titans,181,150,120.67,16,5,14.00,55,36.67
2022,PP Shaw,Delhi Capitals,187,120,155.83,24,7,25.83,45,37.50
2013,DA Warner,Delhi Capitals,124,116,106.90,18,2,17.24,60,51.72
2022,RV Uthappa,Chennai Super Kings,118,95,124.21,13,5,18.95,45,47.37
2020,N Pooran,Punjab Kings,35,23,152.17,2,3,21.74,10,43.48
2013,JP Faulkner,Rajasthan Royals,14,18,77.78,2,0,11.11,10,55.56
2019,AT Rayudu,Chennai Super Kings,46,75,61.33,3,2,6.67,48,64.00
2015,WP Saha,Punjab Kings,74,57,129.82,6,5,19.30,27,47.37
2020,F du Plessis,Chennai Super Kings,194,142,136.62,23,5,19.72,56,39.44
2015,MC Henriques,Sunrisers Hyderabad,99,68,145.59,9,5,20.59,22,32.35
2018,Harbhajan Singh,Chennai Super Kings,11,11,100.00,1,1,18.18,8,72.73
2022,YBK Jaiswal,Rajasthan Royals,133,102,130.39,15,5,19.61,47,46.08
2023,MK Lomror,Royal Challengers Bengaluru,5,11,45.45,0,0,0.00,5,45.45
2014,AM Rahane,Rajasthan Royals,159,145,109.66,19,1,13.79,60,41.38
2020,Mandeep Singh,Punjab Kings,32,32,100.00,2,1,9.38,17,53.13
2022,MR Marsh,Delhi Capitals,143,94,152.13,11,10,22.34,39,41.49
2024,Abhishek Sharma,Sunrisers Hyderabad,352,154,228.57,25,33,37.66,44,28.57
2015,AJ Finch,Mumbai Indians,16,25,64.00,3,0,12.00,18,72.00
2014,SR Watson,Rajasthan Royals,53,67,79.10,5,2,10.45,41,61.19
2018,RV Uthappa,Kolkata Knight Riders,188,143,131.47,16,11,18.88,64,44.76
2020,Shubman Gill,Kolkata Knight Riders,243,179,135.75,28,6,18.99,58,32.40
2015,S Dhawan,Sunrisers Hyderabad,193,166,116.27,30,1,18.67,73,43.98
2024,AR Patel,Delhi Capitals,30,29,103.45,5,0,17.24,14,48.28
2016,DJ Hooda,Sunrisers Hyderabad,4,11,36.36,0,0,0.00,7,63.64
2017,KS Williamson,Sunrisers Hyderabad,44,39,112.82,3,2,12.82,18,46.15
2019,SA Yadav,Mumbai Indians,127,100,127.00,20,1,21.00,41,41.00
2017,CJ Anderson,Delhi Capitals,12,15,80.00,2,0,13.33,9,60.00
2017,Ishan Kishan,Gujarat Titans,156,103,151.46,17,8,24.27,41,39.81
2023,DA Miller,Gujarat Titans,10,12,83.33,2,0,16.67,7,58.33
2015,MS Bisla,Royal Challengers Bengaluru,29,23,126.09,4,1,21.74,13,56.52
2025,SK Rasheed,Chennai Super Kings,63,46,136.96,9,2,23.91,23,50.00
2017,C de Grandhomme,Kolkata Knight Riders,0,6,0.00,0,0,0.00,6,100.00
2013,R Ashwin,Chennai Super Kings,8,17,47.06,1,0,5.88,11,64.71
2015,UBT Chand,Mumbai Indians,35,34,102.94,5,0,14.71,16,47.06
2020,PK Garg,Sunrisers Hyderabad,10,10,100.00,0,1,10.00,5,50.00
2021,S Dhawan,Delhi Capitals,258,216,119.44,29,8,17.13,87,40.28
2016,RA Jadeja,Gujarat Titans,22,20,110.00,2,1,15.00,8,40.00
2021,SPD Smith,Delhi Capitals,53,54,98.15,4,1,9.26,21,38.89
2014,DA Miller,Punjab Kings,21,22,95.45,2,1,13.64,12,54.55
2013,DJ Bravo,Chennai Super Kings,39,38,102.63,5,1,15.79,19,50.00
2018,CH Morris,Delhi Capitals,17,7,242.86,2,1,42.86,1,14.29
2023,RG Sharma,Mumbai Indians,195,142,137.32,17,13,21.13,64,45.07
2020,RG Sharma,Mumbai Indians,137,119,115.13,13,6,15.97,57,47.90
2025,D Brevis,Chennai Super Kings,22,16,137.50,2,0,12.50,3,18.75
2015,MK Pandey,Kolkata Knight Riders,106,92,115.22,14,2,17.39,40,43.48
2019,LS Livingstone,Rajasthan Royals,61,36,169.44,5,5,27.78,15,41.67
2023,N Pooran,Lucknow Super Giants,9,8,112.50,0,1,12.50,4,50.00
2020,SS Tiwary,Mumbai Indians,6,7,85.71,0,0,0.00,2,28.57
2021,V Kohli,Royal Challengers Bengaluru,183,156,117.31,19,4,14.74,56,35.90
2021,EJG Morgan,Kolkata Knight Riders,30,31,96.77,3,1,12.90,18,58.06
2019,SN Khan,Punjab Kings,42,37,113.51,4,1,13.51,13,35.14
2021,JJ Roy,Sunrisers Hyderabad,94,74,127.03,16,0,21.62,31,41.89
2025,WG Jacks,Mumbai Indians,122,86,141.86,12,6,20.93,30,34.88
2017,V Shankar,Sunrisers Hyderabad,10,10,100.00,1,0,10.00,3,30.00
2021,YBK Jaiswal,Rajasthan Royals,172,107,160.75,25,6,28.97,42,39.25
2019,SK Raina,Chennai Super Kings,155,121,128.10,23,4,22.31,58,47.93
2023,JE Root,Rajasthan Royals,10,15,66.67,1,0,6.67,8,53.33
2024,KS Williamson,Gujarat Titans,21,20,105.00,3,0,15.00,11,55.00
2024,Nithish Kumar Reddy,Sunrisers Hyderabad,54,58,93.10,2,2,6.90,25,43.10
2013,AT Rayudu,Mumbai Indians,38,31,122.58,6,0,19.35,11,35.48
2025,SV Samson,Rajasthan Royals,157,117,134.19,16,7,19.66,45,38.46
2022,LS Livingstone,Punjab Kings,83,44,188.64,7,6,29.55,15,34.09
2015,AD Russell,Kolkata Knight Riders,35,15,233.33,4,2,40.00,3,20.00
2023,Sikandar Raza,Punjab Kings,14,12,116.67,1,0,8.33,4,33.33
2023,RA Tripathi,Sunrisers Hyderabad,117,90,130.00,13,5,20.00,37,41.11
2024,Anmolpreet Singh,Sunrisers Hyderabad,5,6,83.33,1,0,16.67,4,66.67
2020,YBK Jaiswal,Rajasthan Royals,18,23,78.26,1,1,8.70,13,56.52
2018,MM Ali,Royal Challengers Bengaluru,4,9,44.44,0,0,0.00,5,55.56
2013,KL Rahul,Royal Challengers Bengaluru,11,7,157.14,2,0,28.57,3,42.86
2022,KH Pandya,Lucknow Super Giants,31,18,172.22,4,1,27.78,5,27.78
2017,SW Billings,Delhi Capitals,106,72,147.22,15,1,22.22,18,25.00
2025,Abishek Porel,Delhi Capitals,151,109,138.53,17,4,19.27,36,33.03
2017,AR Patel,Punjab Kings,10,15,66.67,1,0,6.67,8,53.33
2013,JH Kallis,Kolkata Knight Riders,150,149,100.67,22,1,15.44,76,51.01
2014,BR Dunk,Mumbai Indians,29,25,116.00,5,0,20.00,13,52.00
2022,MK Pandey,Lucknow Super Giants,34,39,87.18,4,1,12.82,22,56.41
2014,VH Zol,Royal Challengers Bengaluru,23,21,109.52,2,1,14.29,11,52.38
2025,Ashutosh Sharma,Delhi Capitals,1,1,100.00,0,0,0.00,0,0.00
2019,S Gopal,Rajasthan Royals,3,7,42.86,0,0,0.00,4,57.14
2014,MEK Hussey,Mumbai Indians,120,102,117.65,14,3,16.67,45,44.12
2014,AT Rayudu,Mumbai Indians,110,93,118.28,11,3,15.05,39,41.94
2023,H Klaasen,Sunrisers Hyderabad,46,26,176.92,7,1,30.77,8,30.77
2016,KD Karthik,Gujarat Titans,41,53,77.36,5,0,9.43,27,50.94
2021,RR Pant,Delhi Capitals,64,58,110.34,8,1,15.52,27,46.55
2025,DJ Hooda,Chennai Super Kings,4,9,44.44,1,0,11.11,8,88.89
2015,SS Iyer,Delhi Capitals,205,191,107.33,23,7,15.71,97,50.79
2013,J Botha,Delhi Capitals,24,26,92.31,3,1,15.38,18,69.23
2025,R Ashwin,Chennai Super Kings,21,15,140.00,2,1,20.00,3,20.00
2015,M Vohra,Punjab Kings,57,54,105.56,4,3,12.96,27,50.00
2017,PJ Cummins,Delhi Capitals,1,5,20.00,0,0,0.00,4,80.00
2022,S Dhawan,Punjab Kings,252,210,120.00,27,8,16.67,89,42.38
2018,MS Dhoni,Chennai Super Kings,10,17,58.82,1,0,5.88,10,58.82
2024,V Kohli,Royal Challengers Bengaluru,331,209,158.37,31,18,23.44,67,32.06
2019,SS Iyer,Delhi Capitals,190,146,130.14,18,7,17.12,52,35.62
2025,TH David,Royal Challengers Bengaluru,5,4,125.00,1,0,25.00,2,50.00
2024,Atharva Taide,Punjab Kings,40,25,160.00,5,1,24.00,7,28.00
2017,SR Watson,Royal Challengers Bengaluru,13,16,81.25,2,0,12.50,8,50.00
2023,MD Shanaka,Gujarat Titans,0,1,0.00,0,0,0.00,1,100.00
2017,PA Patel,Mumbai Indians,291,189,153.97,38,7,23.81,59,31.22
2018,MA Agarwal,Punjab Kings,45,36,125.00,6,1,19.44,15,41.67
2019,KD Karthik,Kolkata Knight Riders,16,22,72.73,3,0,13.64,15,68.18
2014,JH Kallis,Kolkata Knight Riders,41,51,80.39,5,0,9.80,28,54.90
2023,M Vohra,Lucknow Super Giants,9,10,90.00,1,0,10.00,4,40.00
2020,AT Rayudu,Chennai Super Kings,75,64,117.19,10,1,17.19,28,43.75
2024,V Shankar,Gujarat Titans,10,10,100.00,0,1,10.00,5,50.00
2020,JM Bairstow,Sunrisers Hyderabad,170,139,122.30,21,5,18.71,65,46.76
2021,RM Patidar,Royal Challengers Bengaluru,23,27,85.19,2,0,7.41,9,33.33
2015,DA Miller,Punjab Kings,32,34,94.12,1,2,8.82,15,44.12
2015,CM Gautam,Delhi Capitals,4,5,80.00,0,0,0.00,2,40.00
2017,SK Raina,Gujarat Titans,154,110,140.00,16,4,18.18,31,28.18
2015,SA Yadav,Kolkata Knight Riders,33,19,173.68,3,2,26.32,6,31.58
2021,JC Buttler,Rajasthan Royals,107,80,133.75,13,4,21.25,32,40.00
2023,MM Ali,Chennai Super Kings,25,19,131.58,4,1,26.32,11,57.89
2018,Ishan Kishan,Mumbai Indians,60,66,90.91,4,3,10.61,35,53.03
2013,BB McCullum,Kolkata Knight Riders,6,7,85.71,1,0,14.29,4,57.14
2020,PP Shaw,Delhi Capitals,126,94,134.04,15,4,20.21,38,40.43
2021,Anuj Rawat,Rajasthan Royals,0,1,0.00,0,0,0.00,1,100.00
2021,KS Bharat,Royal Challengers Bengaluru,78,71,109.86,5,3,11.27,28,39.44
2018,KD Karthik,Kolkata Knight Riders,29,21,138.10,3,1,19.05,7,33.33
2014,CM Gautam,Mumbai Indians,63,49,128.57,6,4,20.41,25,51.02
2022,D Padikkal,Rajasthan Royals,107,93,115.05,15,2,18.28,43,46.24
2014,MS Bisla,Kolkata Knight Riders,1,6,16.67,0,0,0.00,5,83.33
2017,SS Iyer,Delhi Capitals,57,57,100.00,7,1,14.04,31,54.39
2013,MDKJ Perera,Rajasthan Royals,10,7,142.86,2,0,28.57,3,42.86
2013,RN ten Doeschate,Kolkata Knight Riders,2,5,40.00,0,0,0.00,3,60.00
2013,MS Bisla,Kolkata Knight Riders,139,123,113.01,22,3,20.33,64,52.03
2021,MK Lomror,Rajasthan Royals,5,11,45.45,0,0,0.00,7,63.64
2017,MK Pandey,Kolkata Knight Riders,44,48,91.67,4,0,8.33,18,37.50
2016,N Rana,Mumbai Indians,16,19,84.21,1,1,10.53,10,52.63
2024,Harpreet Singh,Punjab Kings,13,15,86.67,2,0,13.33,9,60.00
2025,RA Tripathi,Chennai Super Kings,37,37,100.00,4,1,13.51,19,51.35
2025,V Suryavanshi,Rajasthan Royals,132,68,194.12,11,12,33.82,29,42.65
2023,Liton Das,Kolkata Knight Riders,0,1,0.00,0,0,0.00,1,100.00
2023,N Wadhera,Mumbai Indians,27,23,117.39,3,1,17.39,10,43.48
2013,V Sehwag,Delhi Capitals,192,152,126.32,28,3,20.39,66,43.42
2016,P Negi,Delhi Capitals,1,5,20.00,0,0,0.00,4,80.00
2018,KK Nair,Punjab Kings,47,43,109.30,6,1,16.28,19,44.19
2018,JJ Roy,Delhi Capitals,57,49,116.33,5,4,18.37,25,51.02
2025,JM Bairstow,Mumbai Indians,79,39,202.56,7,5,30.77,8,20.51
2022,T Stubbs,Mumbai Indians,0,2,0.00,0,0,0.00,2,100.00
2016,R Ashwin,Lucknow Super Giants,2,8,25.00,0,0,0.00,6,75.00
2015,NV Ojha,Sunrisers Hyderabad,8,9,88.89,1,0,11.11,4,44.44
2024,SD Hope,Delhi Capitals,94,68,138.24,10,5,22.06,31,45.59
2013,RA Jadeja,Chennai Super Kings,3,4,75.00,0,0,0.00,2,50.00
2018,Shakib Al Hasan,Sunrisers Hyderabad,37,31,119.35,5,1,19.35,15,48.39
2017,RA Tripathi,Lucknow Super Giants,290,179,162.01,35,12,26.26,62,34.64
2019,Gurkeerat Singh,Royal Challengers Bengaluru,15,12,125.00,2,0,16.67,4,33.33
2023,MA Agarwal,Sunrisers Hyderabad,148,115,128.70,21,2,20.00,46,40.00
2024,R Ashwin,Rajasthan Royals,1,2,50.00,0,0,0.00,1,50.00
2021,GJ Maxwell,Royal Challengers Bengaluru,60,49,122.45,7,2,18.37,22,44.90
2016,SR Watson,Royal Challengers Bengaluru,6,9,66.67,1,0,11.11,6,66.67
2023,MR Marsh,Delhi Capitals,81,58,139.66,8,5,22.41,28,48.28
2023,VR Iyer,Kolkata Knight Riders,157,116,135.34,17,7,20.69,50,43.10
2017,AT Rayudu,Mumbai Indians,19,28,67.86,1,0,3.57,13,46.43
2024,JC Buttler,Rajasthan Royals,191,145,131.72,23,4,18.62,52,35.86
2021,HH Pandya,Mumbai Indians,4,7,57.14,0,0,0.00,3,42.86
2025,VR Iyer,Kolkata Knight Riders,9,17,52.94,0,0,0.00,9,52.94
2021,GD Phillips,Rajasthan Royals,7,14,50.00,0,1,7.14,12,85.71
2022,MK Lomror,Royal Challengers Bengaluru,6,3,200.00,0,1,33.33,2,66.67
2024,LS Livingstone,Punjab Kings,1,2,50.00,0,0,0.00,1,50.00
2025,GJ Maxwell,Punjab Kings,4,6,66.67,0,0,0.00,3,50.00
2023,Abhishek Sharma,Sunrisers Hyderabad,109,71,153.52,16,2,25.35,24,33.80
2016,KL Rahul,Royal Challengers Bengaluru,157,114,137.72,17,5,19.30,41,35.96
2021,E Lewis,Rajasthan Royals,123,65,189.23,15,7,33.85,24,36.92
2013,GH Vihari,Sunrisers Hyderabad,66,95,69.47,5,0,5.26,49,51.58
2019,CH Gayle,Punjab Kings,255,167,152.69,23,20,25.75,83,49.70
2025,F du Plessis,Delhi Capitals,142,105,135.24,13,7,19.05,42,40.00
2018,KA Pollard,Mumbai Indians,16,15,106.67,1,0,6.67,8,53.33
2018,GJ Maxwell,Delhi Capitals,56,43,130.23,8,2,23.26,21,48.84
2014,Mandeep Singh,Punjab Kings,24,24,100.00,2,0,8.33,11,45.83
2021,P Simran Singh,Punjab Kings,18,16,112.50,1,1,12.50,7,43.75
2018,V Kohli,Royal Challengers Bengaluru,250,180,138.89,33,6,21.67,64,35.56
2022,DA Warner,Delhi Capitals,222,144,154.17,32,6,26.39,51,35.42
2013,UBT Chand,Delhi Capitals,86,79,108.86,10,4,17.72,46,58.23
2022,MS Wade,Gujarat Titans,94,79,118.99,14,2,20.25,39,49.37
2023,Abdul Samad,Sunrisers Hyderabad,4,3,133.33,1,0,33.33,2,66.67
2021,SV Samson,Rajasthan Royals,122,109,111.93,16,2,16.51,47,43.12
2023,F du Plessis,Royal Challengers Bengaluru,376,218,172.48,39,19,26.61,61,27.98
2020,AJ Finch,Royal Challengers Bengaluru,185,155,119.35,21,5,16.77,65,41.94
2014,RA Jadeja,Chennai Super Kings,2,2,100.00,0,0,0.00,0,0.00
