season,player,team,runs,balls,strike_rate,fours,sixes,boundary_pct,dot_balls,dot_pct,runs_z,strike_rate_z,boundary_pct_z,dot_pct_z,impact_score,impact_score_pos,phase,name,year,adj_price,ROI,ROI_z
2022,SS Prabhudessai,Royal Challengers Bengaluru,46,34,135.29,6,1,20.59,13,38.24,0.0803886726186391,0.2808399169899879,0.3538390655849525,0.5906731071413297,0.1011961048806322,0.1809213679826254,middle,SS Prabhudessai,2022,3731335.3524,4.848702968127928,0.118870994715256
2020,SA Yadav,Mumbai Indians,256,190,134.74,28,5,17.37,57,30.0,0.5573332224421436,0.3200816987776081,0.371046066229514,0.4437832765276271,0.5273436455273747,0.6070689086293679,middle,SA Yadav,2020,2778744.6906,21.84687606180497,0.5355988820017059
2018,AM Rahane,Rajasthan Royals,105,97,108.25,8,0,8.25,21,21.65,0.1998489203380788,0.1475163945543527,0.1504504677419741,0.2914592434331354,0.1759322994985366,0.2556575626005299,middle,AM Rahane,2018,59693846.52,0.4282812676761811,0.010499760583650429
2025,MR Marsh,Lucknow Super Giants,270,157,171.97,27,13,25.48,34,21.66,0.5087585437701769,0.3650147178833851,0.3948624900951556,0.3475061736580732,0.5259825136685736,0.6057077767705669,middle,MR Marsh,2025,35683000.0,1.6974687575892355,0.04161521153988297
2014,F du Plessis,Chennai Super Kings,160,149,107.38,8,1,6.04,38,25.5,0.2988737004413049,0.1743384139506317,0.1198271973539145,0.3314843036572987,0.2490690632775566,0.3287943263795498,middle,F du Plessis,2014,92008373.22575,0.3573526135201046,0.00876087087876044
2020,TK Curran,Rajasthan Royals,41,41,100.0,2,0,4.88,12,29.27,0.0661383191377422,0.1499494874250382,0.1039480278901424,0.4302394658118953,0.0326372139533546,0.1123624770553479,middle,TK Curran,2020,13893723.453,0.8087283256749008,0.0198268157813132
2018,Mandeep Singh,Royal Challengers Bengaluru,105,107,98.13,5,3,7.48,37,34.58,0.1998489203380788,0.1004662446892951,0.1363038151460091,0.5574270516450684,0.1057943623774397,0.185519625479433,middle,Mandeep Singh,2018,20892846.282,0.8879576433741605,0.021769204883600967
2018,Mandeep Singh,Royal Challengers Bengaluru,105,107,98.13,5,3,7.48,37,34.58,0.1998489203380788,0.1004662446892951,0.1363038151460091,0.5574270516450684,0.1057943623774397,0.185519625479433,middle,Mandeep Singh,2018,2984692.326,6.215703503619123,0.15238443418520675
2014,Y Venugopal Rao,Sunrisers Hyderabad,40,41,97.56,4,0,9.76,13,31.71,0.0491901106573316,0.1255253844261983,0.1971274236725872,0.479603717406183,0.0205144451070056,0.1002397082089988,middle,Y Venugopal Rao,2014,10653601.11035,0.9408997687328068,0.023067136133481568
2024,Azmatullah Omarzai,Gujarat Titans,42,33,127.27,2,2,12.12,10,30.3,0.0812748088214844,0.1915095816771606,0.1777100888648083,0.5169574413657616,0.0546232510601451,0.1343485141621384,middle,Azmatullah Omarzai,2024,5543983.75,2.423320850501021,0.059410230304228505
