season,player,team,runs,balls,strike_rate,fours,sixes,boundary_pct,dot_balls,dot_pct,runs_z,strike_rate_z,boundary_pct_z,dot_pct_z,impact_score,impact_score_pos,phase,name,year,adj_price,ROI
2014,AJ Finch,Sunrisers Hyderabad,118,109,108.26,15,2,15.6,47,43.12,0.31062762118755605,0.4744431390240694,0.35330564573259426,0.4048198649628971,0.5232652475528778,0.8039057417618416,powerplay,AJ Finch,2014.0,77480735.34799999,0.6753488402022308
2018,PA Patel,Royal Challengers Bangalore,116,68,170.59,16,4,29.41,23,33.82,0.2655628502588997,0.6318560823931821,0.5339478905001002,0.41214267681069583,0.6450120690855471,0.9256525632945107,powerplay,PA Patel,2018.0,25369884.770999998,2.5424320012003068
2016,Yuvraj Singh,Sunrisers Hyderabad,8,10,80.0,1,0,10.0,5,50.0,0.04302406373003335,0.36327092036949554,0.23275751887133847,0.499141446357298,0.17105316075368737,0.45169365496265107,powerplay,Yuvraj Singh,2016.0,114547047.99299999,0.14933004712975273
2013,G Gambhir,Kolkata Knight Riders,248,199,124.62,38,1,19.6,81,40.7,0.6513665717633925,0.5548147121045888,0.42813083046431677,0.38495367606311237,0.8756733843530172,1.1563138785619809,powerplay,,,,
2013,BJ Rohrer,Delhi Daredevils,1,1,100.0,0,0,0.0,0,0.0,0.03142258787587459,0.4544985094716748,0.046572749448221366,0.0,0.2733450622882367,0.5539855564972004,powerplay,,,,
2023,MK Lomror,Royal Challengers Bangalore,5,11,45.45,0,0,0.0,5,45.45,0.03717284493352106,0.20893516488899075,0.04029542054995537,0.4860624610041306,0.0065200593375529525,0.28716055354651665,powerplay,,,,
2025,S Dube,Chennai Super Kings,13,12,108.33,2,0,16.67,5,41.67,0.04172350128833696,0.3658196867294845,0.25738686365839,0.4727284135801601,0.1902942089676393,0.470934703176603,powerplay,,,,
2019,JC Buttler,Rajasthan Royals,158,116,136.21,23,5,24.14,56,48.28,0.352726970188913,0.5042914218210897,0.405903377121951,0.5164582312638872,0.5620463373873871,0.8426868315963507,powerplay,,,,
2021,N Pooran,Punjab Kings,1,3,33.33,0,0,0.0,2,66.67,0.027560478217981466,0.23024310237567241,0.07407441971066311,0.6179037504085794,-0.014867702490554024,0.2657727917184097,powerplay,,,,
2013,V Sehwag,Delhi Daredevils,192,152,126.32,28,3,20.39,66,43.42,0.510812470153267,0.5617415010759923,0.4435099571991492,0.4106803099425145,0.7658961144174726,1.0465366086264363,powerplay,,,,
2020,DA Warner,Sunrisers Hyderabad,256,183,139.89,31,6,20.22,66,36.07,0.6017625371986222,0.5827162812778154,0.41427832785712976,0.37032019131606475,0.8480973605386943,1.128737854747658,powerplay,,,,
2021,LS Livingstone,Rajasthan Royals,6,6,100.0,1,0,16.67,3,50.0,0.039078007380589384,0.44114850548344975,0.3588876140310912,0.4874112224693335,0.26711271821938737,0.5477532124283511,powerplay,LS Livingstone,2021.0,9945874.38225,2.685663501804252
2018,M Vohra,Royal Challengers Bangalore,38,29,131.03,2,2,13.79,10,34.48,0.0935565443112734,0.48808742784912235,0.2659624727177218,0.4175135324096437,0.31331800237366164,0.5939584965826253,powerplay,M Vohra,2018.0,16415807.793,1.9086359095119654
2023,JM Sharma,Punjab Kings,16,21,76.19,3,0,14.29,14,66.67,0.059301820803778105,0.3126117073162405,0.27298611870535083,0.6497582922244085,0.13166357605122808,0.4123040702601918,powerplay,,,,
2018,JC Archer,Rajasthan Royals,0,4,0.0,0,0,0.0,4,100.0,0.00975860038807082,0.01189918707793531,0.029373553945698887,0.9506930155051987,-0.2582333315265708,0.0224071626823929,powerplay,,,,
