name,country,age,height,role,bat_style,bowl_style,t20_no,t20_runs,t20_avg,t20_sr,t20_50,t20_4s,t20_6s,ipl_no,ipl_runs,ipl_avg,ipl_sr,ipl_50,ipl_4s,ipl_6s,t20_wkts,t20_bowl_econ,t20_bowl_avg,t20_bowl_sr,ipl_wkts,ipl_bowl_econ,ipl_bowl_avg,ipl_bowl_sr,team,year,price,Unnamed: 0
A Kamboj,india,25.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,2,0.0,100.0,0,0,0,0,0.0,0.0,0.0,2,11.4,57.0,30.0,chennai-super-kings,2025,34000000,986.0
RA Tripathi,india,34.0,,batsman,right-handed-bat,right-arm-medium,0,97,19.4,144.78,0,11,5,10,2236,26.94,139.32,12,223,84,0,0.0,0.0,0.0,0,12.0,0.0,0.0,chennai-super-kings,2025,34000000,368.0
SM Curran,england,27.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,9,356,14.24,124.48,1,21,15,13,883,25.23,136.48,5,74,37,54,8.41,27.07,19.31,58,9.65,32.76,20.36,chennai-super-kings,2025,24000000,541.0
Gurkeerat Singh,india,27.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,chennai-super-kings,2025,22000000,1023.0
NT Ellis,australia,31.0,,bowler,right-handed-bat,right-arm-fast-medium,3,18,6.0,47.37,0,0,0,1,19,4.75,76.0,0,0,1,32,7.66,16.91,13.25,18,8.61,28.22,19.67,chennai-super-kings,2025,20000000,810.0
J Overton,england,31.0,,bowler,right-handed-bat,right-arm-fast,2,50,8.33,106.39,0,3,1,0,0,0.0,0.0,0,0,0,11,8.21,16.91,12.36,0,0.0,0.0,0.0,chennai-super-kings,2025,15000000,1025.0
V Shankar,india,34.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,101,25.25,138.36,0,11,5,16,1115,25.34,129.81,6,80,45,5,9.1,38.2,25.2,9,8.67,38.22,26.44,chennai-super-kings,2025,12000000,44.0
MA Starc,india,19.0,,batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,chennai-super-kings,2025,3000000,1028.0
S Gopal,india,32.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,8,180,12.86,106.51,0,19,2,0,0.0,0.0,0.0,52,8.16,25.92,19.06,chennai-super-kings,2025,3000000,115.0
KL Nagarkoti,india,26.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,3,22,5.5,66.67,0,1,0,0,0.0,0.0,0.0,5,9.5,57.0,36.0,chennai-super-kings,2025,3000000,441.0
Mukesh Choudhary,india,29.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,6,6.0,100.0,0,1,0,0,0.0,0.0,0.0,16,9.7,28.19,17.44,chennai-super-kings,2025,3000000,703.0
SK Rasheed,india,21.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,chennai-super-kings,2025,3000000,878.0
KL Rahul,india,33.0,,wk-batsman,right-handed-bat,,8,2265,37.75,139.13,22,191,99,20,4683,45.47,134.61,37,400,187,0,0.0,0.0,0.0,0,0.0,0.0,0.0,delhi-capitals,2025,140000000,159.0
J Fraser-McGurk,australia,23.0,,batsman,right-handed-bat,right-arm-legbreak,0,113,16.14,143.04,1,16,3,0,330,36.67,234.05,4,32,28,0,0.0,0.0,0.0,0,0.0,0.0,0.0,delhi-capitals,2025,90000000,1035.0
Mukesh Kumar,india,32.0,,bowler,right-handed-bat,right-arm-fast-medium,3,5,5.0,100.0,0,1,0,4,10,10.0,55.56,0,0,0,20,9.02,24.35,16.2,24,10.44,28.92,16.63,delhi-capitals,2025,80000000,883.0
HC Brook,england,26.0,,batsman,right-handed-bat,right-arm-medium,9,798,28.5,146.16,4,65,34,2,190,21.11,123.38,0,23,4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,delhi-capitals,2025,62500000,936.0
Abhishek Sharma,india,27.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,2,189,27.0,167.26,1,10,15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,delhi-capitals,2025,38000000,994.0
MM Sharma,india,37.0,,bowler,right-handed-bat,right-arm-fast-medium,2,3,0.0,42.86,0,0,0,14,124,7.29,93.24,0,8,4,6,8.04,30.83,23.0,132,8.67,24.67,17.07,delhi-capitals,2025,22000000,37.0
F du Plessis,south africa,41.0,,batsman,right-handed-bat,right-arm-legbreak,7,1528,35.53,134.39,10,140,50,11,4571,35.99,136.37,37,421,166,0,2.25,0.0,0.0,0,16.0,0.0,0.0,delhi-capitals,2025,20000000,34.0
Sameer Rizvi,india,22.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,1,51,12.75,118.61,0,4,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,delhi-capitals,2025,9500000,949.0
D Ferreira,south africa,27.0,,wk-batsman,right-handed-bat,right-arm-offbreak,0,79,15.8,158.0,0,2,6,0,8,4.0,72.73,0,0,0,0,12.33,0.0,0.0,0,0.0,0.0,0.0,delhi-capitals,2025,7500000,924.0
PVD Chameera,sri lanka,33.0,,bowler,right-handed-bat,right-arm-fast,13,101,6.73,89.39,0,9,1,4,43,10.75,153.58,0,3,3,55,8.09,28.87,21.42,9,9.19,48.0,31.33,delhi-capitals,2025,7500000,483.0
V Nigam,india,21.0,,batting-allrounder,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,delhi-capitals,2025,5000000,1044.0
KK Nair,india,34.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,5,1496,23.75,127.76,10,161,39,0,0.0,0.0,0.0,0,0.0,0.0,0.0,delhi-capitals,2025,5000000,124.0
M Tiwari,india,22.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,delhi-capitals,2025,4000000,1046.0
M Vijay,india,24.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,delhi-capitals,2025,3000000,1047.0
MJ Guptill,india,21.0,,bowling-allrounder,left-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,delhi-capitals,2025,3000000,1048.0
DG Nalkande,india,27.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,12,6.0,100.0,0,0,1,0,0.0,0.0,0.0,6,10.57,24.67,14.0,delhi-capitals,2025,3000000,546.0
JC Buttler,england,35.0,,wk-batsman,right-handed-bat,,23,3535,35.35,146.62,26,322,152,12,3582,38.11,147.53,19,355,161,0,0.0,0.0,0.0,0,0.0,0.0,0.0,gujarat-titans,2025,157500000,280.0
K Rabada,south africa,30.0,,bowler,left-handed-bat,right-arm-fast,15,156,17.33,110.64,0,14,5,14,206,12.12,106.74,0,16,8,71,8.3,27.15,19.62,117,8.48,21.97,15.54,gujarat-titans,2025,107500000,322.0
M Prasidh Krishna,india,29.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,7,9,3.0,37.5,0,0,0,8,11.0,27.5,15.0,49,8.92,34.76,23.37,gujarat-titans,2025,95000000,821.0
Washington Sundar,india,26.0,,bowling-allrounder,left-handed-bat,right-arm-offbreak,8,193,13.79,121.39,1,16,9,13,378,14.0,116.31,0,32,9,48,6.94,23.5,20.31,37,7.54,35.81,28.49,gujarat-titans,2025,32000000,495.0
SE Rutherford,west indies,27.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,6,428,25.18,143.15,2,26,29,2,106,15.14,101.93,0,3,8,1,10.29,72.0,42.0,1,8.63,59.0,41.0,gujarat-titans,2025,26000000,533.0
G Coetzee,south africa,25.0,,bowler,right-handed-bat,right-arm-fast,2,81,11.57,135.0,0,4,6,1,14,3.5,63.64,0,0,1,12,10.57,30.25,17.17,13,10.18,26.23,15.46,gujarat-titans,2025,24000000,990.0
GD Phillips,new zealand,29.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,12,1928,31.1,140.53,10,138,91,1,65,9.29,118.19,0,3,6,6,7.36,26.17,21.33,2,8.0,20.0,15.0,gujarat-titans,2025,20000000,867.0
R Sai Kishore,india,29.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,1,13,13.0,216.67,0,0,2,4,5.25,15.75,18.0,13,8.32,19.85,14.31,gujarat-titans,2025,20000000,584.0
MK Lomror,india,26.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,6,527,18.17,141.29,1,33,30,0,0.0,0.0,0.0,1,8.47,127.0,90.0,gujarat-titans,2025,17000000,243.0
Gurnoor Brar,india,25.0,,bowler,left-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,14.0,0.0,0.0,gujarat-titans,2025,13000000,1060.0
Arshad Khan,india,28.0,,bowling-allrounder,left-handed-bat,left-arm-medium,0,0,0.0,0.0,0,0,0,3,101,25.25,146.38,1,6,6,0,0.0,0.0,0.0,6,12.49,50.67,24.33,gujarat-titans,2025,13000000,797.0
Karim Janat,afghanistan,27.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,9,691,17.72,115.94,4,49,28,0,0,0.0,0.0,0,0,0,42,8.19,27.14,19.88,0,0.0,0.0,0.0,gujarat-titans,2025,7500000,1062.0
J Yadav,india,35.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,1,40,10.0,111.12,0,2,1,0,0.0,0.0,0.0,8,6.85,55.63,48.75,gujarat-titans,2025,7500000,66.0
I Sharma,india,37.0,,bowler,right-handed-bat,right-arm-fast-medium,2,8,8.0,88.89,0,1,0,22,57,9.5,82.61,0,4,2,8,8.63,50.0,34.75,92,8.24,34.48,25.1,gujarat-titans,2025,7500000,156.0
Kumar Kushagra,india,21.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,0,3,1.0,42.86,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,gujarat-titans,2025,6500000,958.0
K Khejroliya,india,33.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,5,10.76,43.4,24.2,gujarat-titans,2025,3000000,359.0
MJ Suthar,india,23.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,1,1.0,50.0,0,0,0,0,0.0,0.0,0.0,0,13.0,0.0,0.0,gujarat-titans,2025,3000000,963.0
Anuj Rawat,india,26.0,,wk-batsman,left-handed-bat,,0,0,0.0,0.0,0,0,0,5,318,19.88,119.11,1,26,14,0,0.0,0.0,0.0,0,0.0,0.0,0.0,gujarat-titans,2025,3000000,616.0
VR Iyer,india,31.0,,batting-allrounder,left-handed-bat,right-arm-medium,3,133,33.25,162.2,0,15,5,7,1326,31.57,137.13,11,121,61,5,8.18,15.0,11.0,3,10.59,47.67,27.0,kolkata-knight-riders,2025,237500000,653.0
A Nortje,south africa,32.0,,bowler,right-handed-bat,right-arm-fast,6,17,2.83,48.58,0,1,0,9,49,8.17,100.0,0,6,0,53,7.01,19.17,16.4,60,8.96,26.23,17.57,kolkata-knight-riders,2025,65000000,558.0
Q de Kock,south africa,33.0,,wk-batsman,left-handed-bat,,9,2584,31.51,138.33,16,264,103,6,3157,31.26,134.23,23,316,123,0,0.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2025,36000000,33.0
A Raghuvanshi,india,21.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,163,23.29,155.24,1,16,8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2025,30000000,971.0
SH Johnson,australia,30.0,,bowler,left-handed-bat,left-arm-fast,0,0,0.0,0.0,0,0,0,3,6,0.0,85.72,0,1,0,14,8.96,17.07,11.43,4,9.44,37.75,24.0,kolkata-knight-riders,2025,28000000,962.0
MM Ali,england,38.0,,batting-allrounder,left-handed-bat,right-arm-offbreak,17,1229,21.19,142.42,7,88,68,6,1162,22.78,141.54,6,95,67,51,8.31,27.14,19.59,35,7.07,25.51,21.66,kolkata-knight-riders,2025,20000000,502.0
Rahmanullah Gurbaz,afghanistan,24.0,,wk-batsman,right-handed-bat,,0,1683,25.5,134.43,10,128,95,0,289,22.23,133.8,2,24,19,0,0.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2025,20000000,1076.0
VG Arora,india,28.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,6,9,4.5,56.25,0,0,0,0,0.0,0.0,0.0,19,9.18,30.84,20.16,kolkata-knight-riders,2025,18000000,655.0
AM Rahane,india,37.0,,batsman,right-handed-bat,right-arm-medium,2,375,20.83,113.3,1,32,6,17,4642,30.14,123.43,30,478,103,0,0.0,0.0,0.0,1,5.0,5.0,6.0,kolkata-knight-riders,2025,15000000,476.0
R Powell,west indies,32.0,,batsman,right-handed-bat,right-arm-fast-medium,11,1747,25.69,140.33,8,99,117,3,360,18.95,147.55,1,21,28,5,9.94,43.4,26.2,1,11.67,35.0,18.0,kolkata-knight-riders,2025,15000000,350.0
Umran Malik,india,26.0,,bowler,right-handed-bat,right-arm-fast,2,5,0.0,250.0,0,1,0,4,23,11.5,143.75,0,1,2,11,10.49,22.09,12.64,29,9.4,26.62,17.0,kolkata-knight-riders,2025,7500000,1080.0
AS Roy,india,27.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,3,26,8.67,108.34,0,3,0,0,0.0,0.0,0.0,5,8.43,38.2,27.2,kolkata-knight-riders,2025,4000000,469.0
M Markande,india,28.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,8,48,16.0,114.29,0,5,1,0,7.75,0.0,0.0,37,8.91,28.89,19.46,kolkata-knight-riders,2025,3000000,467.0
RR Pant,india,28.0,,wk-batsman,left-handed-bat,,14,1209,23.25,127.4,3,111,44,17,3284,35.31,148.94,18,296,154,0,0.0,0.0,0.0,0,0.0,0.0,0.0,lucknow-super-giants,2025,270000000,238.0
Arshad Khan,india,29.0,,bowler,right-handed-bat,right-arm-fast,3,27,13.5,135.0,0,3,1,8,41,20.5,164.0,0,3,3,27,9.04,27.85,18.48,74,8.87,26.68,18.04,lucknow-super-giants,2025,97500000,412.0
Akash Deep,india,29.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,19,9.5,158.34,0,2,1,0,0.0,0.0,0.0,7,11.67,45.57,23.43,lucknow-super-giants,2025,80000000,844.0
DA Miller,south africa,36.0,,batsman,left-handed-bat,,36,2593,33.24,140.78,8,168,130,43,2924,36.1,139.24,13,207,134,0,0.0,0.0,0.0,0,0.0,0.0,0.0,lucknow-super-giants,2025,75000000,425.0
Abdul Samad,india,24.0,,batting-allrounder,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,10,577,19.23,146.08,0,37,36,0,0.0,0.0,0.0,2,12.56,56.5,27.0,lucknow-super-giants,2025,42000000,634.0
MR Marsh,australia,34.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,11,1629,31.94,135.42,9,139,76,2,665,19.56,127.64,3,48,38,17,7.74,22.76,17.65,37,8.52,21.49,15.14,lucknow-super-giants,2025,34000000,287.0
Shahbaz Ahmed,india,31.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,9,536,19.14,121.82,1,28,25,2,7.69,20.5,16.0,21,9.35,39.86,25.57,lucknow-super-giants,2025,24000000,625.0
AK Markram,south africa,31.0,,batsman,right-handed-bat,right-arm-offbreak,8,1367,30.38,143.9,9,123,56,9,995,30.15,129.73,5,73,35,13,8.54,37.46,26.31,2,8.53,86.0,60.5,lucknow-super-giants,2025,20000000,864.0
MP Breetzke,south africa,27.0,,wk-batsman,right-handed-bat,,1,151,16.78,122.77,1,13,6,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,lucknow-super-giants,2025,7500000,1092.0
S Joseph,west indies,26.0,,bowler,left-handed-bat,right-arm-fast,3,5,0.0,125.0,0,1,0,0,0,0.0,0.0,0,0,0,10,9.68,27.1,16.8,0,11.75,0.0,0.0,lucknow-super-giants,2025,7500000,1093.0
M Siddharth,india,27.0,,bowler,right-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1,7.89,71.0,54.0,lucknow-super-giants,2025,7500000,605.0
AA Kulkarni,india,20.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,9,4.5,112.5,0,2,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,lucknow-super-giants,2025,3000000,981.0
RS Hangargekar,india,23.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,3,10.0,20.0,12.0,lucknow-super-giants,2025,3000000,696.0
Prince Yadav,india,27.0,,bowler,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,lucknow-super-giants,2025,3000000,1098.0
Arshdeep Singh,india,23.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,5,9.87,45.4,27.6,lucknow-super-giants,2025,3000000,619.0
Gurkeerat Singh,india,26.0,,bowling-allrounder,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,lucknow-super-giants,2025,3000000,1100.0
Harmeet Singh,india,29.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,lucknow-super-giants,2025,3000000,575.0
DL Chahar,india,33.0,,bowler,right-handed-bat,right-arm-fast-medium,5,53,26.5,189.29,0,4,4,6,80,11.43,135.6,0,2,6,31,8.3,24.1,17.42,77,7.98,28.84,21.68,mumbai-indians,2025,92500000,299.0
WG Jacks,england,27.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,383,18.24,136.79,0,40,15,1,230,32.86,175.58,1,16,18,1,13.67,41.0,18.0,2,11.11,50.0,27.0,mumbai-indians,2025,52500000,932.0
Naman Dhir,india,26.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,1,140,23.33,177.22,1,12,10,0,0.0,0.0,0.0,0,11.79,0.0,0.0,mumbai-indians,2025,52500000,988.0
MJ Santner,new zealand,33.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,31,725,16.86,120.24,1,55,24,5,70,11.67,98.6,0,4,3,120,7.04,22.18,18.9,15,6.92,28.13,24.4,mumbai-indians,2025,20000000,390.0
RD Rickelton,south africa,29.0,,wk-batsman,left-handed-bat,,0,263,20.23,134.88,1,18,16,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,mumbai-indians,2025,10000000,1108.0
LB Williams,south africa,32.0,,bowler,left-handed-bat,right-arm-fast-medium,3,6,1.5,35.3,0,0,0,1,1,0.0,50.0,0,0,0,20,9.5,24.55,15.5,1,12.0,72.0,36.0,mumbai-indians,2025,7500000,1109.0
RJW Topley,england,31.0,6.7,bowler,right-handed-bat,left-arm-fast-medium,8,17,8.5,85.0,0,1,0,1,3,0.0,50.0,0,0,0,33,8.31,29.64,21.39,5,10.71,36.4,20.4,mumbai-indians,2025,7500000,933.0
R Minz,india,23.0,,wk-batsman,left-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,mumbai-indians,2025,6500000,964.0
KV Sharma,india,38.0,,bowler,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,14,351,13.5,119.39,0,20,17,1,7.0,28.0,24.0,76,8.38,27.46,19.67,mumbai-indians,2025,5000000,154.0
V Puthur,india,24.0,,batting-allrounder,right-handed-bat,left-arm-wrist-spin,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,mumbai-indians,2025,3000000,1113.0
Arjun Tendulkar,india,26.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,13,13.0,144.45,0,0,1,0,0.0,0.0,0.0,3,9.37,38.0,24.33,mumbai-indians,2025,3000000,661.0
PVSN Raju,india,26.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,mumbai-indians,2025,3000000,1116.0
RA Bawa,india,23.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,11,5.5,78.58,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,mumbai-indians,2025,3000000,808.0
Ashwani Kumar,india,24.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,mumbai-indians,2025,3000000,1119.0
YS Chahal,india,35.0,,bowler,right-handed-bat,right-arm-legbreak,4,6,3.0,46.16,0,0,0,13,37,5.29,43.03,0,0,0,96,8.19,25.09,18.38,205,7.84,22.45,17.18,punjab-kings,2025,180000000,149.0
Arshdeep Singh,india,26.0,,bowler,left-handed-bat,left-arm-fast-medium,13,71,8.88,116.4,0,6,3,7,29,5.8,72.5,0,4,0,99,8.3,18.3,13.23,76,9.03,27.0,17.95,punjab-kings,2025,180000000,548.0
MP Stoinis,australia,36.0,,batting-allrounder,right-handed-bat,right-arm-medium,22,1245,31.92,148.57,5,99,63,22,1866,28.27,142.01,9,150,91,45,8.73,24.24,16.67,43,9.52,29.63,18.67,punjab-kings,2025,110000000,189.0
M Jansen,south africa,25.0,,bowling-allrounder,right-handed-bat,left-arm-fast,3,166,18.44,149.55,1,13,11,6,66,9.43,100.0,0,5,2,16,8.14,31.63,23.31,20,9.53,35.75,22.5,punjab-kings,2025,70000000,660.0
Priyansh Arya,india,24.0,,batsman,left-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2025,38000000,1124.0
JP Inglis,australia,30.0,,wk-batsman,right-handed-bat,,5,706,30.7,156.89,0,67,28,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2025,26000000,1125.0
Azmatullah Omarzai,afghanistan,25.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,4,474,14.36,111.01,0,30,18,0,42,10.5,127.28,0,2,2,31,8.37,30.16,21.61,4,8.86,46.5,31.5,punjab-kings,2025,24000000,966.0
LH Ferguson,new zealand,34.0,,bowler,right-handed-bat,right-arm-fast,7,29,3.63,80.56,0,0,2,7,68,22.67,147.83,0,6,2,64,7.1,16.98,14.36,46,8.96,31.0,20.76,punjab-kings,2025,20000000,363.0
Vijaykumar Vyshak,india,28.0,,bowler,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,2,14,7.0,116.67,0,0,1,0,0.0,0.0,0.0,13,10.26,30.38,17.77,punjab-kings,2025,18000000,1128.0
Yash Thakur,india,27.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,24,10.26,28.79,16.83,punjab-kings,2025,16000000,905.0
Vishnu Vinod,india,32.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,0,56,9.33,98.25,0,3,3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2025,9500000,646.0
XC Bartlett,australia,27.0,,bowler,right-handed-bat,right-arm-fast-medium,0,5,2.5,50.0,0,1,0,0,0,0.0,0.0,0,0,0,11,6.85,14.73,12.91,0,0.0,0.0,0.0,punjab-kings,2025,8000000,1132.0
P Dubey,india,32.0,,bowling-allrounder,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,1,23,23.0,69.7,0,2,0,0,0.0,0.0,0.0,1,8.27,91.0,66.0,punjab-kings,2025,3000000,309.0
Suryansh Shedge,india,22.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2025,3000000,1135.0
M Shahrukh Khan,india,20.0,,batting-allrounder,right-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2025,3000000,1136.0
TU Deshpande,india,30.0,,bowler,left-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,3,21,21.0,150.0,0,2,1,2,9.33,28.0,18.0,42,9.65,29.6,18.4,rajasthan-royals,2025,65000000,591.0
PWH de Silva,sri lanka,28.0,,bowling-allrounder,right-handed-bat,right-arm-legbreak,14,712,13.43,128.99,2,71,16,4,72,7.2,98.64,0,7,1,131,6.99,15.41,13.24,35,8.13,21.37,15.77,rajasthan-royals,2025,52500000,838.0
M Theekshana,sri lanka,25.0,,bowler,right-handed-bat,right-arm-offbreak,9,66,3.88,64.08,0,4,2,1,7,7.0,100.0,0,0,1,58,6.88,26.57,23.17,25,7.66,31.88,24.96,rajasthan-royals,2025,44000000,695.0
N Rana,india,32.0,,batsman,left-handed-bat,right-arm-offbreak,0,15,7.5,55.56,0,0,0,8,2636,28.34,135.05,18,234,132,0,0.0,0.0,0.0,10,8.4,25.2,18.0,rajasthan-royals,2025,42000000,209.0
Fazalhaq Farooqi,afghanistan,25.0,,bowler,right-handed-bat,left-arm-fast-medium,9,12,4.0,63.16,0,1,0,2,3,0.0,23.08,0,0,0,54,6.71,19.09,17.07,6,8.96,37.83,25.33,rajasthan-royals,2025,20000000,868.0
KT Maphaka,south africa,19.0,,bowler,left-handed-bat,left-arm-fast-medium,3,16,0.0,84.22,0,2,0,0,0,0.0,0.0,0,0,0,3,9.98,56.0,33.67,1,14.83,89.0,36.0,rajasthan-royals,2025,15000000,1142.0
Akash Madhwal,india,32.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,4,0.0,80.0,0,0,0,0,0.0,0.0,0.0,19,9.71,22.32,13.79,rajasthan-royals,2025,12000000,1143.0
