Unnamed: 0,id,name,country,age,height,role,bat_style,bowl_style,t20_no,t20_runs,t20_avg,t20_sr,t20_50,t20_4s,t20_6s,ipl_no,ipl_runs,ipl_avg,ipl_sr,ipl_50,ipl_4s,ipl_6s,t20_wkts,t20_bowl_econ,t20_bowl_avg,t20_bowl_sr,ipl_wkts,ipl_bowl_econ,ipl_bowl_avg,ipl_bowl_sr,team,year,price,inflation,adj_price
944,898,Sandeep Sharma,india,20.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,10,8.65,37.2,25.8,Kolkata Knight Riders,2023,2000000,1.10879675,2217593.5
947,910,R Goyal,india,22.0,,bowler,left-handed-bat,left-arm-wrist-spin,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,8.25,0.0,0.0,Mumbai Indians,2023,2000000,1.10879675,2217593.5
949,913,D Jansen,south africa,23.0,,bowler,right-handed-bat,left-arm-fast,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1,13.25,53.0,24.0,Mumbai Indians,2023,2000000,1.10879675,2217593.5
950,914,SZ Mulani,india,26.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,1,1,0.0,100.0,0,0,0,0,0.0,0.0,0.0,0,11.4,0.0,0.0,Mumbai Indians,2023,2000000,1.10879675,2217593.5
952,916,Simarjeet Singh,india,27.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2023,2000000,1.10879675,2217593.5
953,917,V Kaverappa,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2,9.0,18.0,12.0,Punjab Kings,2023,2000000,1.10879675,2217593.5
955,918,Mohit Rathee,india,24.0,,bowling-allrounder,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,1,1,0.0,50.0,0,0,0,0,0.0,0.0,0.0,0,14.5,0.0,0.0,Punjab Kings,2023,2000000,1.10879675,2217593.5
960,926,KS Rathore,india,21.0,,wk-batsman,left-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Rajasthan Royals,2023,2000000,1.10879675,2217593.5
961,929,SA Yadav,india,24.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2023,2000000,1.10879675,2217593.5
962,930,H Sharma,india,25.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,11.4,0.0,0.0,Royal Challengers Bengaluru,2023,2000000,1.10879675,2217593.5
965,932,MS Bhandage,india,25.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2023,2000000,1.10879675,2217593.5
971,936,Simarjeet Singh,india,27.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,3,25,12.5,119.05,0,2,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2023,2000000,1.10879675,2217593.5
978,945,Nithish Kumar Reddy,india,20.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,1,90,45.0,180.0,1,4,8,2,303,33.67,142.93,2,15,21,3,7.89,23.67,18.0,3,11.39,69.0,36.33,Sunrisers Hyderabad,2023,2000000,1.10879675,2217593.5
242,985,S Gopal,india,31.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,8,180,12.86,106.51,0,19,2,0,0.0,0.0,0.0,52,8.16,25.92,19.06,Mumbai Indians,2024,2000000,1.0495,2099000.0
292,953,RK Bhui,india,28.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,10,2.5,38.47,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2024,2000000,1.0495,2099000.0
473,1009,Simarjeet Singh,india,33.0,,bowling-allrounder,right-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,4,51,10.2,113.34,0,3,3,0,0.0,0.0,0.0,7,8.93,34.43,23.14,Royal Challengers Bengaluru,2024,2000000,1.0495,2099000.0
541,996,Simarjeet Singh,india,33.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,7,423,35.25,161.46,2,33,25,0,0.0,0.0,0.0,1,8.33,25.0,18.0,Punjab Kings,2024,2000000,1.0495,2099000.0
743,958,Rasikh Salam,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,40,8.0,100.0,0,5,0,0,0.0,0.0,0.0,9,10.43,37.67,21.67,Delhi Capitals,2024,2000000,1.0495,2099000.0
794,1012,Arshdeep Singh,india,22.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,5,9.87,45.4,27.6,Sunrisers Hyderabad,2024,2000000,1.0495,2099000.0
889,974,RK Singh,india,27.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,15,15.0,250.0,0,1,1,7,170,28.33,166.67,0,8,13,1,12.6,42.0,20.0,6,9.45,10.5,6.67,Kolkata Knight Riders,2024,2000000,1.0495,2099000.0
893,983,Arshad Khan,india,27.0,,bowling-allrounder,left-handed-bat,left-arm-medium,0,0,0.0,0.0,0,0,0,3,101,25.25,146.38,1,6,6,0,0.0,0.0,0.0,6,12.49,50.67,24.33,Lucknow Super Giants,2024,2000000,1.0495,2099000.0
991,964,MJ Suthar,india,22.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,1,1.0,50.0,0,0,0,0,0.0,0.0,0.0,0,13.0,0.0,0.0,Gujarat Titans,2024,2000000,1.0495,2099000.0
998,972,A Raghuvanshi,india,20.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,163,23.29,155.24,1,16,8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2024,2000000,1.0495,2099000.0
1000,982,AA Kulkarni,india,19.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,9,4.5,112.5,0,2,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Lucknow Super Giants,2024,2000000,1.0495,2099000.0
1001,986,Sandeep Sharma,india,26.0,,batting-allrounder,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mumbai Indians,2024,2000000,1.0495,2099000.0
1003,987,A Kamboj,india,24.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,2,0.0,100.0,0,0,0,0,0.0,0.0,0.0,2,11.4,57.0,30.0,Mumbai Indians,2024,2000000,1.0495,2099000.0
1005,989,Naman Dhir,india,25.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,1,140,23.33,177.22,1,12,10,0,0.0,0.0,0.0,0,11.79,0.0,0.0,Mumbai Indians,2024,2000000,1.0495,2099000.0
1010,994,Virat Singh,india,26.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2024,2000000,1.0495,2099000.0
1012,995,Abhishek Sharma,india,26.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,2,189,27.0,167.26,1,10,15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2024,2000000,1.0495,2099000.0
1017,1007,Saurav Chauhan,india,24.0,,wk-batsman,left-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,18,6.0,120.0,0,1,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2024,2000000,1.0495,2099000.0
94,45,V Shankar,india,23.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,101,25.25,138.36,0,11,5,16,1115,25.34,129.81,6,80,45,5,9.1,38.2,25.2,9,8.67,38.22,26.44,Chennai Super Kings,2014,1000000,1.745533373,1745533.373
95,46,RG More,india,22.0,,bowler,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,1,2,0.0,100.0,0,0,0,0,0.0,0.0,0.0,1,10.11,59.0,35.0,Chennai Super Kings,2014,1000000,1.745533373,1745533.373
100,48,P Negi,india,21.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,9,365,14.04,126.3,0,27,16,1,5.33,16.0,18.0,34,7.87,27.62,21.06,Chennai Super Kings,2014,1000000,1.745533373,1745533.373
144,67,J Yadav,india,24.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,1,40,10.0,111.12,0,2,1,0,0.0,0.0,0.0,8,6.85,55.63,48.75,Delhi Capitals,2014,1000000,1.745533373,1745533.373
145,68,BR Sharath,india,21.0,,bowler,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2014,1000000,1.745533373,1745533.373
147,69,Mukesh Kumar,united states of america,23.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,4,172,24.57,96.09,0,12,0,0,0,0.0,0.0,0,0,0,6,8.64,20.17,14.0,0,0.0,0.0,0.0,Delhi Capitals,2014,1000000,1.745533373,1745533.373
179,85,Sandeep Sharma,india,21.0,,bowler,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,1,5,5.0,166.67,0,1,0,0,0.0,0.0,0.0,4,8.68,41.25,28.5,Punjab Kings,2014,1000000,1.745533373,1745533.373
240,114,P Suyal,india,25.0,,bowler,right-handed-bat,left-arm-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2,9.44,75.5,48.0,Mumbai Indians,2014,1000000,1.745533373,1745533.373
245,116,S Gopal,india,21.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,8,180,12.86,106.51,0,19,2,0,0.0,0.0,0.0,52,8.16,25.92,19.06,Mumbai Indians,2014,1000000,1.745533373,1745533.373
275,130,Abhishek Sharma,india,23.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,3,87,12.43,129.86,0,7,4,0,0.0,0.0,0.0,12,7.36,37.5,30.58,Rajasthan Royals,2014,1000000,1.745533373,1745533.373
279,131,R Tewatia,india,21.0,,batting-allrounder,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,1013,25.33,134.71,1,84,47,0,0.0,0.0,0.0,32,7.91,34.72,26.34,Rajasthan Royals,2014,1000000,1.745533373,1745533.373
285,133,A Mishra,india,32.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,381,11.91,90.94,0,31,5,16,6.32,15.0,14.25,174,7.38,23.82,19.37,Rajasthan Royals,2014,1000000,1.745533373,1745533.373
289,134,PV Tambe,india,43.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,4,18,9.0,46.16,0,1,0,0,0.0,0.0,0.0,28,7.75,30.46,23.57,Rajasthan Royals,2014,1000000,1.745533373,1745533.373
315,147,S Sandeep Warrier,india,23.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,7.67,0.0,0.0,8,9.04,31.63,21.0,Royal Challengers Bengaluru,2014,1000000,1.745533373,1745533.373
316,148,A Mishra,india,28.0,,batsman,right-handed-bat,right-arm-fast-medium,0,227,15.13,86.32,0,15,4,0,0,0.0,0.0,0,0,0,3,6.8,11.33,10.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2014,1000000,1.745533373,1745533.373
317,149,YV Takawale,india,30.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,2,192,24.0,107.87,0,26,3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2014,1000000,1.745533373,1745533.373
321,150,YS Chahal,india,24.0,,bowler,right-handed-bat,right-arm-legbreak,4,6,3.0,46.16,0,0,0,13,37,5.29,43.03,0,0,0,96,8.19,25.09,18.38,205,7.84,22.45,17.18,Royal Challengers Bengaluru,2014,1000000,1.745533373,1745533.373
358,170,RK Bhui,india,18.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,10,2.5,38.47,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2014,1000000,1.745533373,1745533.373
359,172,MC Juneja,india,24.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,125,17.86,97.66,0,11,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2014,1000000,1.745533373,1745533.373
138,233,S Kaul,india,25.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,8,20,5.0,55.56,0,1,0,4,8.69,21.0,14.5,58,8.63,29.98,20.84,Sunrisers Hyderabad,2015,1000000,1.6363864,1636386.4
228,224,Jalaj S Saxena,india,29.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,9.0,0.0,0.0,Royal Challengers Bengaluru,2015,1000000,1.6363864,1636386.4
368,178,P Simran Singh,india,21.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chennai Super Kings,2015,1000000,1.6363864,1636386.4
371,180,ER Dwivedi,india,27.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,0,24,12.0,171.43,0,2,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chennai Super Kings,2015,1000000,1.6363864,1636386.4
388,192,KS Bharat,india,22.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,2,199,28.43,122.09,1,12,8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2015,1000000,1.6363864,1636386.4
398,201,S Narwal,india,33.0,,batting-allrounder,left-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,1,37,12.33,137.04,0,6,0,0,0.0,0.0,0.0,5,11.43,40.4,21.2,Kolkata Knight Riders,2015,1000000,1.6363864,1636386.4
402,208,HH Pandya,india,22.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,25,1812,27.88,141.68,5,135,95,40,2525,28.69,145.62,10,189,136,94,8.21,26.44,19.33,64,9.1,33.59,22.16,Mumbai Indians,2015,1000000,1.6363864,1636386.4
406,210,N Rana,india,22.0,,batsman,left-handed-bat,right-arm-offbreak,0,15,7.5,55.56,0,0,0,8,2636,28.34,135.05,18,234,132,0,0.0,0.0,0.0,10,8.4,25.2,18.0,Mumbai Indians,2015,1000000,1.6363864,1636386.4
408,211,SD Lad,india,23.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,15,15.0,115.39,0,1,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mumbai Indians,2015,1000000,1.6363864,1636386.4
411,212,J Suchith,india,21.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,6,70,17.5,114.76,0,6,3,0,0.0,0.0,0.0,19,8.6,31.68,22.11,Mumbai Indians,2015,1000000,1.6363864,1636386.4
413,216,SK Trivedi,india,24.0,,bowler,left-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Rajasthan Royals,2015,1000000,1.6363864,1636386.4
416,217,P Sahu,india,30.0,,batting-allrounder,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,1,19,19.0,146.16,0,1,1,0,0.0,0.0,0.0,3,8.34,48.67,35.0,Rajasthan Royals,2015,1000000,1.6363864,1636386.4
434,232,GH Vihari,india,22.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,3,284,14.2,88.48,0,23,1,0,0.0,0.0,0.0,1,6.71,47.0,42.0,Sunrisers Hyderabad,2015,1000000,1.6363864,1636386.4
239,247,P Suyal,india,27.0,,bowler,right-handed-bat,left-arm-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2,9.44,75.5,48.0,Delhi Capitals,2016,1000000,1.55980021,1559800.21
268,313,Iqbal Abdulla,india,27.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,11,88,44.0,104.77,0,9,1,0,0.0,0.0,0.0,40,7.23,27.73,23.0,Royal Challengers Bengaluru,2016,1000000,1.55980021,1559800.21
274,304,Abhishek Sharma,india,25.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,3,87,12.43,129.86,0,7,4,0,0.0,0.0,0.0,12,7.36,37.5,30.58,Lucknow Super Giants,2016,1000000,1.55980021,1559800.21
282,261,A Mishra,india,34.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,381,11.91,90.94,0,31,5,16,6.32,15.0,14.25,174,7.38,23.82,19.37,Gujarat Titans,2016,1000000,1.55980021,1559800.21
367,243,P Simran Singh,india,22.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2016,1000000,1.55980021,1559800.21
415,272,P Sahu,india,31.0,,batting-allrounder,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,1,19,19.0,146.16,0,1,1,0,0.0,0.0,0.0,3,8.34,48.67,35.0,Punjab Kings,2016,1000000,1.55980021,1559800.21
449,244,MK Lomror,india,17.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,6,527,18.17,141.29,1,33,30,0,0.0,0.0,0.0,1,8.47,127.0,90.0,Delhi Capitals,2016,1000000,1.55980021,1559800.21
453,245,KK Ahmed,india,19.0,,bowler,right-handed-bat,left-arm-fast-medium,2,1,0.0,50.0,0,0,0,0,1,0.2,14.29,0,0,0,16,8.52,35.13,24.75,74,8.84,25.42,17.24,Delhi Capitals,2016,1000000,1.55980021,1559800.21
467,263,AD Nath,india,23.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,90,9.0,91.84,0,7,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gujarat Titans,2016,1000000,1.55980021,1559800.21
468,264,S Ladda,india,30.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,5,9.74,44.8,27.6,Gujarat Titans,2016,1000000,1.55980021,1559800.21
469,265,MM Sharma,india,27.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gujarat Titans,2016,1000000,1.55980021,1559800.21
470,266,P Dogra,india,32.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,1,127,11.55,92.03,0,4,5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gujarat Titans,2016,1000000,1.55980021,1559800.21
475,274,Simarjeet Singh,india,25.0,,bowling-allrounder,right-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,4,51,10.2,113.34,0,3,3,0,0.0,0.0,0.0,7,8.93,34.43,23.14,Punjab Kings,2016,1000000,1.55980021,1559800.21
480,280,MM Sharma,india,25.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2016,1000000,1.55980021,1559800.21
493,287,JM Sharma,india,23.0,,wk-batsman,right-handed-bat,,0,100,14.29,147.06,0,11,4,4,730,22.81,151.14,0,53,45,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mumbai Indians,2016,1000000,1.55980021,1559800.21
513,300,DL Chahar,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,5,53,26.5,189.29,0,4,4,6,80,11.43,135.6,0,2,6,31,8.3,24.1,17.42,77,7.98,28.84,21.68,Lucknow Super Giants,2016,1000000,1.55980021,1559800.21
514,301,Arshdeep Singh,india,27.0,,bowler,right-handed-bat,,0,0,0.0,0.0,0,0,0,4,8,8.0,72.73,0,0,0,0,0.0,0.0,0.0,6,10.06,28.5,17.0,Lucknow Super Giants,2016,1000000,1.55980021,1559800.21
526,314,Sachin Baby,india,28.0,,batsman,left-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,2,144,16.0,122.04,0,11,5,0,0.0,0.0,0.0,2,4.8,4.0,5.0,Royal Challengers Bengaluru,2016,1000000,1.55980021,1559800.21
532,322,TL Suman,india,33.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,8,676,21.13,117.57,2,55,26,0,0.0,0.0,0.0,6,7.88,32.83,25.0,Sunrisers Hyderabad,2016,1000000,1.55980021,1559800.21
287,379,PV Tambe,india,46.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,4,18,9.0,46.16,0,1,0,0,0.0,0.0,0.0,28,7.75,30.46,23.57,Sunrisers Hyderabad,2017,1000000,1.492346163,1492346.163
466,336,AD Nath,india,24.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,90,9.0,91.84,0,7,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gujarat Titans,2017,1000000,1.492346163,1492346.163
521,373,P Dubey,india,24.0,,bowling-allrounder,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,1,23,23.0,69.7,0,2,0,0,0.0,0.0,0.0,1,8.27,91.0,66.0,Royal Challengers Bengaluru,2017,1000000,1.492346163,1492346.163
537,328,AR Bawne,india,25.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,1,12,0.0,100.0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2017,1000000,1.492346163,1492346.163
540,329,NA Saini,india,25.0,,bowler,right-handed-bat,right-arm-fast,3,12,0.0,109.1,0,2,0,3,33,8.25,89.19,0,3,0,13,7.16,18.08,15.15,23,8.88,42.35,28.61,Delhi Capitals,2017,1000000,1.492346163,1492346.163
544,330,Simarjeet Singh,india,26.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,7,423,35.25,161.46,2,33,25,0,0.0,0.0,0.0,1,8.33,25.0,18.0,Delhi Capitals,2017,1000000,1.492346163,1492346.163
553,337,SS Agarwal,india,24.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1,10.5,42.0,24.0,Gujarat Titans,2017,1000000,1.492346163,1492346.163
555,339,P Simran Singh,india,25.0,,batting-allrounder,left-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gujarat Titans,2017,1000000,1.492346163,1492346.163
558,346,RK Singh,india,20.0,,batsman,left-handed-bat,right-arm-offbreak,11,546,42.0,161.07,3,45,31,11,893,30.79,143.34,4,67,46,2,3.0,1.5,3.0,0,0.0,0.0,0.0,Punjab Kings,2017,1000000,1.492346163,1492346.163
571,353,SA Yadav,india,22.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,11.5,0.0,0.0,Kolkata Knight Riders,2017,1000000,1.492346163,1492346.163
573,354,IR Jaggi,india,28.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,2,76,15.2,78.36,0,6,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2017,1000000,1.492346163,1492346.163
585,360,K Khejroliya,india,25.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,5,10.76,43.4,24.2,Mumbai Indians,2017,1000000,1.492346163,1492346.163
597,366,RD Chahar,india,18.0,,bowler,right-handed-bat,right-arm-legbreak,0,5,5.0,100.0,0,1,0,8,129,8.06,104.04,0,13,5,7,7.59,23.86,18.86,75,7.72,28.55,22.19,Lucknow Super Giants,2017,1000000,1.492346163,1492346.163
599,367,Sumit Kumar,india,24.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Lucknow Super Giants,2017,1000000,1.492346163,1492346.163
604,369,RA Tripathi,india,26.0,,batsman,right-handed-bat,right-arm-medium,0,97,19.4,144.78,0,11,5,10,2236,26.94,139.32,12,223,84,0,0.0,0.0,0.0,0,12.0,0.0,0.0,Lucknow Super Giants,2017,1000000,1.492346163,1492346.163
620,380,MA Agarwal,india,22.0,,batsman,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2017,1000000,1.492346163,1492346.163
29,1178,JD Unadkat,india,34.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,16,197,12.31,118.68,0,16,7,14,8.68,21.5,14.86,99,8.98,32.21,21.53,Sunrisers Hyderabad,2025,10000000,,
59,1073,Q de Kock,south africa,33.0,,wk-batsman,left-handed-bat,,9,2584,31.51,138.33,16,264,103,6,3157,31.26,134.23,23,316,123,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2025,36000000,,
64,1041,F du Plessis,south africa,41.0,,batsman,right-handed-bat,right-arm-legbreak,7,1528,35.53,134.39,10,140,50,11,4571,35.99,136.37,37,421,166,0,2.25,0.0,0.0,0,16.0,0.0,0.0,Delhi Capitals,2025,20000000,,
73,1040,MM Sharma,india,37.0,,bowler,right-handed-bat,right-arm-fast-medium,2,3,0.0,42.86,0,0,0,14,124,7.29,93.24,0,8,4,6,8.04,30.83,23.0,132,8.67,24.67,17.07,Delhi Capitals,2025,22000000,,
90,1027,V Shankar,india,34.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,101,25.25,138.36,0,11,5,16,1115,25.34,129.81,6,80,45,5,9.1,38.2,25.2,9,8.67,38.22,26.44,Chennai Super Kings,2025,12000000,,
