id,name,country,age,height,role,bat_style,bowl_style,t20_no,t20_runs,t20_avg,t20_sr,t20_50,t20_4s,t20_6s,ipl_no,ipl_runs,ipl_avg,ipl_sr,ipl_50,ipl_4s,ipl_6s,t20_wkts,t20_bowl_econ,t20_bowl_avg,t20_bowl_sr,ipl_wkts,ipl_bowl_econ,ipl_bowl_avg,ipl_bowl_sr,team,year,price
116,S Gopal,india,21.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,8,180,12.86,106.51,0,19,2,0,0.0,0.0,0.0,52,8.16,25.92,19.06,Mumbai Indians,2014,1000000
643,SPD Smith,australia,32.0,,batsman,right-handed-bat,right-arm-legbreak,11,1094,24.86,125.46,5,96,26,21,2485,34.51,128.1,11,225,60,17,7.79,22.24,17.12,0,0.0,0.0,0.0,Delhi Capitals,2021,22000000
117,SPD Smith,australia,25.0,,batsman,right-handed-bat,right-arm-legbreak,11,1094,24.86,125.46,5,96,26,21,2485,34.51,128.1,11,225,60,17,7.79,22.24,17.12,0,0.0,0.0,0.0,Rajasthan Royals,2014,40000000
118,BJ Hodge,australia,40.0,5.84018,batting-allrounder,right-handed-bat,right-arm-offbreak,4,183,26.14,127.09,0,9,7,21,1400,33.33,125.23,6,122,43,1,8.6,43.0,30.0,17,7.77,17.82,13.76,Rajasthan Royals,2014,24000000
294,R Bhatia,india,37.0,,bowling-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,19,342,11.4,120.43,0,24,13,0,0.0,0.0,0.0,71,7.41,28.45,23.04,Lucknow Super Giants,2016,6000000
119,R Bhatia,india,35.0,,bowling-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,19,342,11.4,120.43,0,24,13,0,0.0,0.0,0.0,71,7.41,28.45,23.04,Rajasthan Royals,2014,17000000
758,TG Southee,new zealand,34.0,,bowler,right-handed-bat,right-arm-fast-medium,23,303,11.22,139.0,0,20,18,7,120,9.23,112.15,0,8,4,164,8.0,22.38,16.79,47,8.67,37.06,25.66,Kolkata Knight Riders,2022,15000000
507,TG Southee,new zealand,30.0,,bowler,right-handed-bat,right-arm-fast-medium,23,303,11.22,139.0,0,20,18,7,120,9.23,112.15,0,8,4,164,8.0,22.38,16.79,47,8.67,37.06,25.66,Royal Challengers Bengaluru,2018,10000000
283,TG Southee,new zealand,28.0,,bowler,right-handed-bat,right-arm-fast-medium,23,303,11.22,139.0,0,20,18,7,120,9.23,112.15,0,8,4,164,8.0,22.38,16.79,47,8.67,37.06,25.66,Mumbai Indians,2016,25000000
120,TG Southee,new zealand,26.0,,bowler,right-handed-bat,right-arm-fast-medium,23,303,11.22,139.0,0,20,18,7,120,9.23,112.15,0,8,4,164,8.0,22.38,16.79,47,8.67,37.06,25.66,Rajasthan Royals,2014,12000000
480,DS Kulkarni,india,30.0,,bowler,right-handed-bat,right-arm-fast-medium,1,1,0.0,100.0,0,0,0,14,104,11.56,96.3,0,7,2,3,6.88,18.33,16.0,86,8.31,28.77,20.78,Rajasthan Royals,2018,7500000
252,DS Kulkarni,india,28.0,,bowler,right-handed-bat,right-arm-fast-medium,1,1,0.0,100.0,0,0,0,14,104,11.56,96.3,0,7,2,3,6.88,18.33,16.0,86,8.31,28.77,20.78,Gujarat Titans,2016,20000000
121,DS Kulkarni,india,26.0,,bowler,right-handed-bat,right-arm-fast-medium,1,1,0.0,100.0,0,0,0,14,104,11.56,96.3,0,7,2,3,6.88,18.33,16.0,86,8.31,28.77,20.78,Rajasthan Royals,2014,11000000
651,BCJ Cutting,australia,34.0,6.29952,bowling-allrounder,right-handed-bat,right-arm-fast-medium,1,40,10.0,148.15,0,2,3,6,238,21.64,168.8,0,15,19,3,10.24,71.67,42.0,10,9.16,42.9,28.1,Kolkata Knight Riders,2021,7500000
458,BCJ Cutting,australia,31.0,6.29952,bowling-allrounder,right-handed-bat,right-arm-fast-medium,1,40,10.0,148.15,0,2,3,6,238,21.64,168.8,0,15,19,3,10.24,71.67,42.0,10,9.16,42.9,28.1,Mumbai Indians,2018,22000000
319,BCJ Cutting,australia,29.0,6.29952,bowling-allrounder,right-handed-bat,right-arm-fast-medium,1,40,10.0,148.15,0,2,3,6,238,21.64,168.8,0,15,19,3,10.24,71.67,42.0,10,9.16,42.9,28.1,Sunrisers Hyderabad,2016,5000000
124,BCJ Cutting,australia,27.0,6.29952,bowling-allrounder,right-handed-bat,right-arm-fast-medium,1,40,10.0,148.15,0,2,3,6,238,21.64,168.8,0,15,19,3,10.24,71.67,42.0,10,9.16,42.9,28.1,Rajasthan Royals,2014,8000000
1046,KK Nair,india,34.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,5,1496,23.75,127.76,10,161,39,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2025,5000000
829,KK Nair,india,31.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,5,1496,23.75,127.76,10,161,39,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Rajasthan Royals,2022,14000000
652,KK Nair,india,30.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,5,1496,23.75,127.76,10,161,39,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2021,5000000
423,KK Nair,india,27.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,5,1496,23.75,127.76,10,161,39,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2018,56000000
238,KK Nair,india,25.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,5,1496,23.75,127.76,10,161,39,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2016,40000000
125,KK Nair,india,23.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,5,1496,23.75,127.76,10,161,39,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Rajasthan Royals,2014,7500000
313,Iqbal Abdulla,india,27.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,11,88,44.0,104.77,0,9,1,0,0.0,0.0,0.0,40,7.23,27.73,23.0,Royal Challengers Bengaluru,2016,1000000
126,Iqbal Abdulla,india,25.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,11,88,44.0,104.77,0,9,1,0,0.0,0.0,0.0,40,7.23,27.73,23.0,Rajasthan Royals,2014,6500000
128,KK Cooper,west indies,25.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,5,116,12.89,170.59,0,9,8,0,0.0,0.0,0.0,33,7.89,22.94,17.45,Rajasthan Royals,2014,3000000
311,VS Malik,india,33.0,,bowler,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,1,7,7.0,100.0,0,1,0,0,0.0,0.0,0.0,6,7.64,43.5,34.17,Royal Challengers Bengaluru,2016,2000000
129,VS Malik,india,31.0,,bowler,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,1,7,7.0,100.0,0,1,0,0,0.0,0.0,0.0,6,7.64,43.5,34.17,Rajasthan Royals,2014,2000000
491,Abhishek Sharma,india,27.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,3,87,12.43,129.86,0,7,4,0,0.0,0.0,0.0,12,7.36,37.5,30.58,Rajasthan Royals,2018,2000000
304,Abhishek Sharma,india,25.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,3,87,12.43,129.86,0,7,4,0,0.0,0.0,0.0,12,7.36,37.5,30.58,Lucknow Super Giants,2016,1000000
130,Abhishek Sharma,india,23.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,3,87,12.43,129.86,0,7,4,0,0.0,0.0,0.0,12,7.36,37.5,30.58,Rajasthan Royals,2014,1000000
734,R Tewatia,india,29.0,,batting-allrounder,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,1013,25.33,134.71,1,84,47,0,0.0,0.0,0.0,32,7.91,34.72,26.34,Gujarat Titans,2022,90000000
404,R Tewatia,india,25.0,,batting-allrounder,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,1013,25.33,134.71,1,84,47,0,0.0,0.0,0.0,32,7.91,34.72,26.34,Delhi Capitals,2018,30000000
345,R Tewatia,india,24.0,,batting-allrounder,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,1013,25.33,134.71,1,84,47,0,0.0,0.0,0.0,32,7.91,34.72,26.34,Punjab Kings,2017,2500000
131,R Tewatia,india,21.0,,batting-allrounder,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,1013,25.33,134.71,1,84,47,0,0.0,0.0,0.0,32,7.91,34.72,26.34,Rajasthan Royals,2014,1000000
899,A Mishra,india,41.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,381,11.91,90.94,0,31,5,16,6.32,15.0,14.25,174,7.38,23.82,19.37,Lucknow Super Giants,2023,5000000
401,A Mishra,india,36.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,381,11.91,90.94,0,31,5,16,6.32,15.0,14.25,174,7.38,23.82,19.37,Delhi Capitals,2018,40000000
261,A Mishra,india,34.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,381,11.91,90.94,0,31,5,16,6.32,15.0,14.25,174,7.38,23.82,19.37,Gujarat Titans,2016,1000000
184,A Mishra,india,33.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,381,11.91,90.94,0,31,5,16,6.32,15.0,14.25,174,7.38,23.82,19.37,Delhi Capitals,2015,35000000
152,A Mishra,india,32.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,381,11.91,90.94,0,31,5,16,6.32,15.0,14.25,174,7.38,23.82,19.37,Sunrisers Hyderabad,2014,47500000
133,A Mishra,india,32.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,381,11.91,90.94,0,31,5,16,6.32,15.0,14.25,174,7.38,23.82,19.37,Rajasthan Royals,2014,1000000
605,PV Tambe,india,49.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,4,18,9.0,46.16,0,1,0,0,0.0,0.0,0.0,28,7.75,30.46,23.57,Kolkata Knight Riders,2020,2000000
379,PV Tambe,india,46.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,4,18,9.0,46.16,0,1,0,0,0.0,0.0,0.0,28,7.75,30.46,23.57,Sunrisers Hyderabad,2017,1000000
259,PV Tambe,india,45.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,4,18,9.0,46.16,0,1,0,0,0.0,0.0,0.0,28,7.75,30.46,23.57,Gujarat Titans,2016,2000000
134,PV Tambe,india,43.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,4,18,9.0,46.16,0,1,0,0,0.0,0.0,0.0,28,7.75,30.46,23.57,Rajasthan Royals,2014,1000000
561,Yuvraj Singh,india,38.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,9,1177,28.02,136.39,8,77,74,15,2750,24.77,129.72,13,217,149,28,7.06,17.82,15.14,36,7.44,29.92,24.14,Mumbai Indians,2019,10000000
428,Yuvraj Singh,india,37.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,9,1177,28.02,136.39,8,77,74,15,2750,24.77,129.72,13,217,149,28,7.06,17.82,15.14,36,7.44,29.92,24.14,Punjab Kings,2018,20000000
953,RK Bhui,india,28.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,10,2.5,38.47,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2024,2000000
316,Yuvraj Singh,india,35.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,9,1177,28.02,136.39,8,77,74,15,2750,24.77,129.72,13,217,149,28,7.06,17.82,15.14,36,7.44,29.92,24.14,Sunrisers Hyderabad,2016,70000000
181,Yuvraj Singh,india,34.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,9,1177,28.02,136.39,8,77,74,15,2750,24.77,129.72,13,217,149,28,7.06,17.82,15.14,36,7.44,29.92,24.14,Delhi Capitals,2015,160000000
135,Yuvraj Singh,india,33.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,9,1177,28.02,136.39,8,77,74,15,2750,24.77,129.72,13,217,149,28,7.06,17.82,15.14,36,7.44,29.92,24.14,Royal Challengers Bengaluru,2014,140000000
744,VR Aaron,india,33.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,8,50,10.0,69.45,0,2,2,0,0.0,0.0,0.0,44,8.94,33.66,22.59,Gujarat Titans,2022,5000000
566,VR Aaron,india,30.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,8,50,10.0,69.45,0,2,2,0,0.0,0.0,0.0,44,8.94,33.66,22.59,Rajasthan Royals,2019,24000000
341,VR Aaron,india,28.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,8,50,10.0,69.45,0,2,2,0,0.0,0.0,0.0,44,8.94,33.66,22.59,Punjab Kings,2017,28000000
137,VR Aaron,india,25.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,8,50,10.0,69.45,0,2,2,0,0.0,0.0,0.0,44,8.94,33.66,22.59,Royal Challengers Bengaluru,2014,20000000
295,AB Dinda,india,32.0,,bowler,right-handed-bat,right-arm-fast-medium,1,22,22.0,91.67,0,1,0,7,26,2.6,54.17,0,2,0,17,8.17,14.41,10.59,69,8.2,30.04,21.97,Lucknow Super Giants,2016,5000000
138,AB Dinda,india,30.0,,bowler,right-handed-bat,right-arm-fast-medium,1,22,22.0,91.67,0,1,0,7,26,2.6,54.17,0,2,0,17,8.17,14.41,10.59,69,8.2,30.04,21.97,Royal Challengers Bengaluru,2014,15000000
502,PA Patel,india,33.0,,wk-batsman,left-handed-bat,,0,36,18.0,112.5,0,4,1,11,2848,22.6,120.79,13,365,49,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2018,17000000
139,PA Patel,india,29.0,,wk-batsman,left-handed-bat,,0,36,18.0,112.5,0,4,1,11,2848,22.6,120.79,13,365,49,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2014,14000000
140,M Muralitharan,sri lanka,42.0,5.7,bowler,right-handed-bat,right-arm-offbreak,0,1,0.5,20.0,0,0,0,3,20,3.33,66.67,0,1,0,13,6.32,22.85,21.69,63,6.68,26.92,24.19,Royal Challengers Bengaluru,2014,10000000
141,R Rampaul,west indies,30.0,,bowler,left-handed-bat,right-arm-fast-medium,5,15,7.5,51.73,0,0,0,2,51,10.2,102.0,0,3,2,31,8.38,25.9,18.55,14,6.82,21.29,18.71,Royal Challengers Bengaluru,2014,9000000
142,NJ Maddinson,australia,23.0,,batsman,left-handed-bat,left-arm-orthodox,0,45,11.25,128.58,0,6,1,0,20,6.67,95.24,0,4,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2014,5000000
1171,HV Patel,india,35.0,,bowler,right-handed-bat,right-arm-fast-medium,4,77,12.83,135.09,0,9,3,15,249,9.22,122.67,0,16,15,29,9.18,26.55,17.34,135,8.74,23.33,16.01,Sunrisers Hyderabad,2025,80000000
999,HV Patel,india,34.0,,bowler,right-handed-bat,right-arm-fast-medium,4,77,12.83,135.09,0,9,3,15,249,9.22,122.67,0,16,15,29,9.18,26.55,17.34,135,8.74,23.33,16.01,Punjab Kings,2024,117500000
840,HV Patel,india,32.0,,bowler,right-handed-bat,right-arm-fast-medium,4,77,12.83,135.09,0,9,3,15,249,9.22,122.67,0,16,15,29,9.18,26.55,17.34,135,8.74,23.33,16.01,Royal Challengers Bengaluru,2022,107500000
415,HV Patel,india,28.0,,bowler,right-handed-bat,right-arm-fast-medium,4,77,12.83,135.09,0,9,3,15,249,9.22,122.67,0,16,15,29,9.18,26.55,17.34,135,8.74,23.33,16.01,Delhi Capitals,2018,2000000
143,HV Patel,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,4,77,12.83,135.09,0,9,3,15,249,9.22,122.67,0,16,15,29,9.18,26.55,17.34,135,8.74,23.33,16.01,Royal Challengers Bengaluru,2014,4000000
145,S Rana,india,30.0,,batting-allrounder,right-handed-bat,,0,0,0.0,0.0,0,0,0,4,91,22.75,112.35,0,9,1,0,0.0,0.0,0.0,0,6.75,0.0,0.0,Royal Challengers Bengaluru,2014,2000000
258,SB Jakati,india,36.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,7,28,28.0,96.56,0,3,0,0,0.0,0.0,0.0,47,8.02,30.87,23.09,Gujarat Titans,2016,2000000
146,SB Jakati,india,34.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,7,28,28.0,96.56,0,3,0,0,0.0,0.0,0.0,47,8.02,30.87,23.09,Royal Challengers Bengaluru,2014,2000000
147,S Sandeep Warrier,india,23.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,7.67,0.0,0.0,8,9.04,31.63,21.0,Royal Challengers Bengaluru,2014,1000000
148,A Mishra,india,28.0,,batsman,right-handed-bat,right-arm-fast-medium,0,227,15.13,86.32,0,15,4,0,0,0.0,0.0,0,0,0,3,6.8,11.33,10.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2014,1000000
149,YV Takawale,india,30.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,2,192,24.0,107.87,0,26,3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2014,1000000
1121,YS Chahal,india,35.0,,bowler,right-handed-bat,right-arm-legbreak,4,6,3.0,46.16,0,0,0,13,37,5.29,43.03,0,0,0,96,8.19,25.09,18.38,205,7.84,22.45,17.18,Punjab Kings,2025,180000000
823,YS Chahal,india,32.0,,bowler,right-handed-bat,right-arm-legbreak,4,6,3.0,46.16,0,0,0,13,37,5.29,43.03,0,0,0,96,8.19,25.09,18.38,205,7.84,22.45,17.18,Rajasthan Royals,2022,65000000
494,YS Chahal,india,28.0,,bowler,right-handed-bat,right-arm-legbreak,4,6,3.0,46.16,0,0,0,13,37,5.29,43.03,0,0,0,96,8.19,25.09,18.38,205,7.84,22.45,17.18,Royal Challengers Bengaluru,2018,60000000
150,YS Chahal,india,24.0,,bowler,right-handed-bat,right-arm-legbreak,4,6,3.0,46.16,0,0,0,13,37,5.29,43.03,0,0,0,96,8.19,25.09,18.38,205,7.84,22.45,17.18,Royal Challengers Bengaluru,2014,1000000
707,DA Warner,australia,36.0,5.5777,batsman,left-handed-bat,,12,3277,33.44,142.48,28,338,122,22,6565,40.52,139.78,62,664,235,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2022,62500000
151,DA Warner,australia,28.0,5.5777,batsman,left-handed-bat,,12,3277,33.44,142.48,28,338,122,22,6565,40.52,139.78,62,664,235,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2014,55000000
195,NS Naik,india,21.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,31,7.75,62.0,0,2,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2015,3000000
1153,B Kumar,india,35.0,,bowler,right-handed-bat,right-arm-fast-medium,13,67,8.38,71.28,0,0,0,33,306,8.74,93.87,0,30,3,90,6.96,23.1,19.9,181,7.56,27.23,21.6,Royal Challengers Bengaluru,2025,107500000
858,B Kumar,india,32.0,,bowler,right-handed-bat,right-arm-fast-medium,13,67,8.38,71.28,0,0,0,33,306,8.74,93.87,0,30,3,90,6.96,23.1,19.9,181,7.56,27.23,21.6,Sunrisers Hyderabad,2022,42000000
153,B Kumar,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,13,67,8.38,71.28,0,0,0,33,306,8.74,93.87,0,30,3,90,6.96,23.1,19.9,181,7.56,27.23,21.6,Sunrisers Hyderabad,2014,42500000
622,AJ Finch,australia,34.0,5.70894,batsman,right-handed-bat,left-arm-orthodox,12,3120,34.29,142.54,19,309,125,6,2091,24.89,128.21,15,214,78,0,13.5,0.0,0.0,1,9.35,67.0,43.0,Royal Challengers Bengaluru,2020,44000000
421,AJ Finch,australia,32.0,5.70894,batsman,right-handed-bat,left-arm-orthodox,12,3120,34.29,142.54,19,309,125,6,2091,24.89,128.21,15,214,78,0,13.5,0.0,0.0,1,9.35,67.0,43.0,Punjab Kings,2018,62000000
253,AJ Finch,australia,30.0,5.70894,batsman,right-handed-bat,left-arm-orthodox,12,3120,34.29,142.54,19,309,125,6,2091,24.89,128.21,15,214,78,0,13.5,0.0,0.0,1,9.35,67.0,43.0,Gujarat Titans,2016,10000000
203,AJ Finch,australia,29.0,5.70894,batsman,right-handed-bat,left-arm-orthodox,12,3120,34.29,142.54,19,309,125,6,2091,24.89,128.21,15,214,78,0,13.5,0.0,0.0,1,9.35,67.0,43.0,Mumbai Indians,2015,32000000
154,AJ Finch,australia,28.0,5.70894,batsman,right-handed-bat,left-arm-orthodox,12,3120,34.29,142.54,19,309,125,6,2091,24.89,128.21,15,214,78,0,13.5,0.0,0.0,1,9.35,67.0,43.0,Sunrisers Hyderabad,2014,40000000
1113,KV Sharma,india,38.0,,bowler,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,14,351,13.5,119.39,0,20,17,1,7.0,28.0,24.0,76,8.38,27.46,19.67,Mumbai Indians,2025,5000000
846,KV Sharma,india,35.0,,bowler,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,14,351,13.5,119.39,0,20,17,1,7.0,28.0,24.0,76,8.38,27.46,19.67,Royal Challengers Bengaluru,2022,5000000
779,KV Sharma,india,35.0,,bowler,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,14,351,13.5,119.39,0,20,17,1,7.0,28.0,24.0,76,8.38,27.46,19.67,Lucknow Super Giants,2022,2000000
382,KV Sharma,india,31.0,,bowler,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,14,351,13.5,119.39,0,20,17,1,7.0,28.0,24.0,76,8.38,27.46,19.67,Chennai Super Kings,2018,50000000
355,KV Sharma,india,30.0,,bowler,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,14,351,13.5,119.39,0,20,17,1,7.0,28.0,24.0,76,8.38,27.46,19.67,Mumbai Indians,2017,32000000
155,KV Sharma,india,27.0,,bowler,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,14,351,13.5,119.39,0,20,17,1,7.0,28.0,24.0,76,8.38,27.46,19.67,Sunrisers Hyderabad,2014,37500000
1065,I Sharma,india,37.0,,bowler,right-handed-bat,right-arm-fast-medium,2,8,8.0,88.89,0,1,0,22,57,9.5,82.61,0,4,2,8,8.63,50.0,34.75,92,8.24,34.48,25.1,Gujarat Titans,2025,7500000
882,I Sharma,india,35.0,,bowler,right-handed-bat,right-arm-fast-medium,2,8,8.0,88.89,0,1,0,22,57,9.5,82.61,0,4,2,8,8.63,50.0,34.75,92,8.24,34.48,25.1,Delhi Capitals,2023,5000000
535,I Sharma,india,31.0,,bowler,right-handed-bat,right-arm-fast-medium,2,8,8.0,88.89,0,1,0,22,57,9.5,82.61,0,4,2,8,8.63,50.0,34.75,92,8.24,34.48,25.1,Delhi Capitals,2019,11000000
290,I Sharma,india,28.0,,bowler,right-handed-bat,right-arm-fast-medium,2,8,8.0,88.89,0,1,0,22,57,9.5,82.61,0,4,2,8,8.63,50.0,34.75,92,8.24,34.48,25.1,Lucknow Super Giants,2016,38000000
157,I Sharma,india,26.0,,bowler,right-handed-bat,right-arm-fast-medium,2,8,8.0,88.89,0,1,0,22,57,9.5,82.61,0,4,2,8,8.63,50.0,34.75,92,8.24,34.48,25.1,Sunrisers Hyderabad,2014,26000000
292,IK Pathan,india,32.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,7,172,24.57,119.45,0,9,7,29,1139,21.49,120.41,1,87,37,28,8.03,22.07,16.5,80,7.78,33.11,25.54,Lucknow Super Giants,2016,10000000
174,IK Pathan,india,31.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,7,172,24.57,119.45,0,9,7,29,1139,21.49,120.41,1,87,37,28,8.03,22.07,16.5,80,7.78,33.11,25.54,Chennai Super Kings,2015,15000000
158,IK Pathan,india,30.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,7,172,24.57,119.45,0,9,7,29,1139,21.49,120.41,1,87,37,28,8.03,22.07,16.5,80,7.78,33.11,25.54,Sunrisers Hyderabad,2014,24000000
1035,KL Rahul,india,33.0,,wk-batsman,right-handed-bat,,8,2265,37.75,139.13,22,191,99,20,4683,45.47,134.61,37,400,187,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2025,140000000
418,KL Rahul,india,26.0,,wk-batsman,right-handed-bat,,8,2265,37.75,139.13,22,191,99,20,4683,45.47,134.61,37,400,187,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2018,110000000
160,KL Rahul,india,22.0,,wk-batsman,right-handed-bat,,8,2265,37.75,139.13,22,191,99,20,4683,45.47,134.61,37,400,187,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2014,10000000
161,Parvez Rasool,india,25.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,5,5.0,83.34,0,0,0,3,17,8.5,85.0,0,1,0,1,8.0,32.0,24.0,4,8.21,67.75,49.5,Sunrisers Hyderabad,2014,9500000
163,Y Venugopal Rao,india,32.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,10,985,22.39,117.83,3,77,37,0,0.0,0.0,0.0,6,9.36,56.17,36.0,Sunrisers Hyderabad,2014,5500000
410,NV Ojha,india,35.0,,wk-batsman,right-handed-bat,,0,12,6.0,44.45,0,2,0,19,1554,20.72,118.36,6,121,79,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2018,14000000
164,NV Ojha,india,31.0,,wk-batsman,right-handed-bat,,0,12,6.0,44.45,0,2,0,19,1554,20.72,118.36,6,121,79,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2014,5000000
165,LRPL Taylor,zimbabwe,28.0,,wk-batsman,right-handed-bat,right-arm-offbreak,6,934,23.95,118.23,6,93,24,0,0,0.0,0.0,0,0,0,1,3.4,17.0,30.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2014,3000000
168,A Ashish Reddy,india,23.0,,bowling-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,8,280,18.67,145.08,0,17,14,0,0.0,0.0,0.0,18,9.07,22.0,14.56,Sunrisers Hyderabad,2014,2000000
169,S Anirudha,india,27.0,,batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,3,130,16.25,118.19,1,8,7,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2014,2000000
527,RK Bhui,india,22.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,10,2.5,38.47,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2018,2000000
