id,name,country,age,height,role,bat_style,bowl_style,t20_no,t20_runs,t20_avg,t20_sr,t20_50,t20_4s,t20_6s,ipl_no,ipl_runs,ipl_avg,ipl_sr,ipl_50,ipl_4s,ipl_6s,t20_wkts,t20_bowl_econ,t20_bowl_avg,t20_bowl_sr,ipl_wkts,ipl_bowl_econ,ipl_bowl_avg,ipl_bowl_sr,team,year,price
497,NA Saini,india,26.0,,bowler,right-handed-bat,right-arm-fast,3,12,0.0,109.1,0,2,0,3,33,8.25,89.19,0,3,0,13,7.16,18.08,15.15,23,8.88,42.35,28.61,Royal Challengers Bengaluru,2018,30000000
329,NA Saini,india,25.0,,bowler,right-handed-bat,right-arm-fast,3,12,0.0,109.1,0,2,0,3,33,8.25,89.19,0,3,0,13,7.16,18.08,15.15,23,8.88,42.35,28.61,Delhi Capitals,2017,1000000
996,Simarjeet Singh,india,33.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,7,423,35.25,161.46,2,33,25,0,0.0,0.0,0.0,1,8.33,25.0,18.0,Punjab Kings,2024,2000000
872,Simarjeet Singh,india,31.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,7,423,35.25,161.46,2,33,25,0,0.0,0.0,0.0,1,8.33,25.0,18.0,Sunrisers Hyderabad,2022,2000000
569,Simarjeet Singh,india,28.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,7,423,35.25,161.46,2,33,25,0,0.0,0.0,0.0,1,8.33,25.0,18.0,Rajasthan Royals,2019,3000000
330,Simarjeet Singh,india,26.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,7,423,35.25,161.46,2,33,25,0,0.0,0.0,0.0,1,8.33,25.0,18.0,Delhi Capitals,2017,1000000
729,JJ Roy,england,32.0,,batsman,right-handed-bat,,0,1522,23.78,137.62,8,153,69,2,614,32.32,138.61,4,75,21,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gujarat Titans,2022,20000000
589,JJ Roy,england,30.0,,batsman,right-handed-bat,,0,1522,23.78,137.62,8,153,69,2,614,32.32,138.61,4,75,21,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2020,15000000
409,JJ Roy,england,28.0,,batsman,right-handed-bat,,0,1522,23.78,137.62,8,153,69,2,614,32.32,138.61,4,75,21,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2018,15000000
331,JJ Roy,england,27.0,,batsman,right-handed-bat,,0,1522,23.78,137.62,8,153,69,2,614,32.32,138.61,4,75,21,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gujarat Titans,2017,10000000
784,Basil Thampi,india,29.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,7,32,32.0,91.43,0,1,1,0,0.0,0.0,0.0,22,9.74,38.45,23.68,Mumbai Indians,2022,3000000
523,Basil Thampi,india,25.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,7,32,32.0,91.43,0,1,1,0,0.0,0.0,0.0,22,9.74,38.45,23.68,Sunrisers Hyderabad,2018,9500000
332,Basil Thampi,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,7,32,32.0,91.43,0,1,1,0,0.0,0.0,0.0,22,9.74,38.45,23.68,Gujarat Titans,2017,8500000
335,MM Patel,india,34.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,9,39,6.5,95.13,0,5,0,4,8.6,21.5,15.0,74,7.52,22.95,18.31,Gujarat Titans,2017,3000000
337,SS Agarwal,india,24.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1,10.5,42.0,24.0,Gujarat Titans,2017,1000000
764,P Simran Singh,india,30.0,,batting-allrounder,left-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2022,2000000
339,P Simran Singh,india,25.0,,batting-allrounder,left-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gujarat Titans,2017,1000000
754,RK Singh,india,25.0,,batsman,left-handed-bat,right-arm-offbreak,11,546,42.0,161.07,3,45,31,11,893,30.79,143.34,4,67,46,2,3.0,1.5,3.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2022,5500000
447,RK Singh,india,21.0,,batsman,left-handed-bat,right-arm-offbreak,11,546,42.0,161.07,3,45,31,11,893,30.79,143.34,4,67,46,2,3.0,1.5,3.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2018,8000000
346,RK Singh,india,20.0,,batsman,left-handed-bat,right-arm-offbreak,11,546,42.0,161.07,3,45,31,11,893,30.79,143.34,4,67,46,2,3.0,1.5,3.0,0,0.0,0.0,0.0,Punjab Kings,2017,1000000
992,CR Woakes,england,35.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,8,146,16.22,124.79,0,9,7,6,78,13.0,101.3,0,7,2,31,8.07,26.52,19.71,30,8.97,21.93,14.67,Punjab Kings,2024,42000000
590,CR Woakes,england,31.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,8,146,16.22,124.79,0,9,7,6,78,13.0,101.3,0,7,2,31,8.07,26.52,19.71,30,8.97,21.93,14.67,Delhi Capitals,2020,15000000
493,CR Woakes,england,29.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,8,146,16.22,124.79,0,9,7,6,78,13.0,101.3,0,7,2,31,8.07,26.52,19.71,30,8.97,21.93,14.67,Royal Challengers Bengaluru,2018,74000000
347,CR Woakes,england,28.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,8,146,16.22,124.79,0,9,7,6,78,13.0,101.3,0,7,2,31,8.07,26.52,19.71,30,8.97,21.93,14.67,Kolkata Knight Riders,2017,42000000
350,DM Bravo,west indies,28.0,,batsman,left-handed-bat,right-arm-fast-medium,3,405,21.32,106.87,0,32,14,1,6,0.0,120.0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2017,5000000
1080,R Powell,west indies,32.0,,batsman,right-handed-bat,right-arm-fast-medium,11,1747,25.69,140.33,8,99,117,3,360,18.95,147.55,1,21,28,5,9.94,43.4,26.2,1,11.67,35.0,18.0,Kolkata Knight Riders,2025,15000000
1001,R Powell,west indies,31.0,,batsman,right-handed-bat,right-arm-fast-medium,11,1747,25.69,140.33,8,99,117,3,360,18.95,147.55,1,21,28,5,9.94,43.4,26.2,1,11.67,35.0,18.0,Rajasthan Royals,2024,74000000
724,R Powell,west indies,29.0,,batsman,right-handed-bat,right-arm-fast-medium,11,1747,25.69,140.33,8,99,117,3,360,18.95,147.55,1,21,28,5,9.94,43.4,26.2,1,11.67,35.0,18.0,Delhi Capitals,2022,28000000
351,R Powell,west indies,24.0,,batsman,right-handed-bat,right-arm-fast-medium,11,1747,25.69,140.33,8,99,117,3,360,18.95,147.55,1,21,28,5,9.94,43.4,26.2,1,11.67,35.0,18.0,Kolkata Knight Riders,2017,3000000
655,SP Jackson,india,35.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,2,61,10.17,107.02,0,5,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2021,2000000
788,SA Yadav,india,27.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,11.5,0.0,0.0,Mumbai Indians,2022,5000000
634,SA Yadav,india,25.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,11.5,0.0,0.0,Sunrisers Hyderabad,2020,2000000
353,SA Yadav,india,22.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,11.5,0.0,0.0,Kolkata Knight Riders,2017,1000000
451,IR Jaggi,india,29.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,2,76,15.2,78.36,0,6,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2018,2000000
354,IR Jaggi,india,28.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,2,76,15.2,78.36,0,6,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2017,1000000
770,K Gowtham,india,34.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,9,247,13.72,166.9,0,15,17,0,0.0,0.0,0.0,21,8.24,38.48,28.0,Lucknow Super Giants,2022,9000000
636,K Gowtham,india,33.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,9,247,13.72,166.9,0,15,17,0,0.0,0.0,0.0,21,8.24,38.48,28.0,Chennai Super Kings,2021,92500000
475,K Gowtham,india,30.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,9,247,13.72,166.9,0,15,17,0,0.0,0.0,0.0,21,8.24,38.48,28.0,Rajasthan Royals,2018,62000000
356,K Gowtham,india,29.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,9,247,13.72,166.9,0,15,17,0,0.0,0.0,0.0,21,8.24,38.48,28.0,Mumbai Indians,2017,20000000
900,N Pooran,west indies,28.0,,wk-batsman,left-handed-bat,right-arm-offbreak,10,2275,26.15,136.4,13,152,149,18,1769,32.16,162.3,9,112,127,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Lucknow Super Giants,2023,160000000
857,N Pooran,west indies,27.0,,wk-batsman,left-handed-bat,right-arm-offbreak,10,2275,26.15,136.4,13,152,149,18,1769,32.16,162.3,9,112,127,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2022,107500000
544,N Pooran,west indies,24.0,,wk-batsman,left-handed-bat,right-arm-offbreak,10,2275,26.15,136.4,13,152,149,18,1769,32.16,162.3,9,112,127,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2019,42000000
359,N Pooran,west indies,22.0,,wk-batsman,left-handed-bat,right-arm-offbreak,10,2275,26.15,136.4,13,152,149,18,1769,32.16,162.3,9,112,127,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mumbai Indians,2017,3000000
1067,K Khejroliya,india,33.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,5,10.76,43.4,24.2,Gujarat Titans,2025,3000000
891,K Khejroliya,india,31.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,5,10.76,43.4,24.2,Kolkata Knight Riders,2023,2000000
508,K Khejroliya,india,26.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,5,10.76,43.4,24.2,Royal Challengers Bengaluru,2018,8500000
360,K Khejroliya,india,25.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,5,10.76,43.4,24.2,Mumbai Indians,2017,1000000
880,BA Stokes,england,32.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,9,585,21.67,128.01,1,42,22,6,935,24.61,133.96,2,81,32,26,8.39,32.92,23.54,28,8.64,35.43,24.61,Chennai Super Kings,2023,162500000
472,BA Stokes,england,27.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,9,585,21.67,128.01,1,42,22,6,935,24.61,133.96,2,81,32,26,8.39,32.92,23.54,28,8.64,35.43,24.61,Rajasthan Royals,2018,125000000
361,BA Stokes,england,26.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,9,585,21.67,128.01,1,42,22,6,935,24.61,133.96,2,81,32,26,8.39,32.92,23.54,28,8.64,35.43,24.61,Lucknow Super Giants,2017,145000000
1128,LH Ferguson,new zealand,34.0,,bowler,right-handed-bat,right-arm-fast,7,29,3.63,80.56,0,0,2,7,68,22.67,147.83,0,6,2,64,7.1,16.98,14.36,46,8.96,31.0,20.76,Punjab Kings,2025,20000000
1005,LH Ferguson,new zealand,33.0,,bowler,right-handed-bat,right-arm-fast,7,29,3.63,80.56,0,0,2,7,68,22.67,147.83,0,6,2,64,7.1,16.98,14.36,46,8.96,31.0,20.76,Royal Challengers Bengaluru,2024,20000000
732,LH Ferguson,new zealand,31.0,,bowler,right-handed-bat,right-arm-fast,7,29,3.63,80.56,0,0,2,7,68,22.67,147.83,0,6,2,64,7.1,16.98,14.36,46,8.96,31.0,20.76,Gujarat Titans,2022,100000000
553,LH Ferguson,new zealand,28.0,,bowler,right-handed-bat,right-arm-fast,7,29,3.63,80.56,0,0,2,7,68,22.67,147.83,0,6,2,64,7.1,16.98,14.36,46,8.96,31.0,20.76,Kolkata Knight Riders,2019,16000000
364,LH Ferguson,new zealand,26.0,,bowler,right-handed-bat,right-arm-fast,7,29,3.63,80.56,0,0,2,7,68,22.67,147.83,0,6,2,64,7.1,16.98,14.36,46,8.96,31.0,20.76,Lucknow Super Giants,2017,5000000
1173,RD Chahar,india,26.0,,bowler,right-handed-bat,right-arm-legbreak,0,5,5.0,100.0,0,1,0,8,129,8.06,104.04,0,13,5,7,7.59,23.86,18.86,75,7.72,28.55,22.19,Sunrisers Hyderabad,2025,32000000
802,RD Chahar,india,23.0,,bowler,right-handed-bat,right-arm-legbreak,0,5,5.0,100.0,0,1,0,8,129,8.06,104.04,0,13,5,7,7.59,23.86,18.86,75,7.72,28.55,22.19,Punjab Kings,2022,52500000
460,RD Chahar,india,19.0,,bowler,right-handed-bat,right-arm-legbreak,0,5,5.0,100.0,0,1,0,8,129,8.06,104.04,0,13,5,7,7.59,23.86,18.86,75,7.72,28.55,22.19,Mumbai Indians,2018,19000000
366,RD Chahar,india,18.0,,bowler,right-handed-bat,right-arm-legbreak,0,5,5.0,100.0,0,1,0,8,129,8.06,104.04,0,13,5,7,7.59,23.86,18.86,75,7.72,28.55,22.19,Lucknow Super Giants,2017,1000000
670,Sumit Kumar,india,28.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2021,2000000
367,Sumit Kumar,india,24.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Lucknow Super Giants,2017,1000000
1022,RA Tripathi,india,34.0,,batsman,right-handed-bat,right-arm-medium,0,97,19.4,144.78,0,11,5,10,2236,26.94,139.32,12,223,84,0,0.0,0.0,0.0,0,12.0,0.0,0.0,Chennai Super Kings,2025,34000000
860,RA Tripathi,india,31.0,,batsman,right-handed-bat,right-arm-medium,0,97,19.4,144.78,0,11,5,10,2236,26.94,139.32,12,223,84,0,0.0,0.0,0.0,0,12.0,0.0,0.0,Sunrisers Hyderabad,2022,85000000
602,RA Tripathi,india,29.0,,batsman,right-handed-bat,right-arm-medium,0,97,19.4,144.78,0,11,5,10,2236,26.94,139.32,12,223,84,0,0.0,0.0,0.0,0,12.0,0.0,0.0,Kolkata Knight Riders,2020,6000000
479,RA Tripathi,india,27.0,,batsman,right-handed-bat,right-arm-medium,0,97,19.4,144.78,0,11,5,10,2236,26.94,139.32,12,223,84,0,0.0,0.0,0.0,0,12.0,0.0,0.0,Rajasthan Royals,2018,34000000
369,RA Tripathi,india,26.0,,batsman,right-handed-bat,right-arm-medium,0,97,19.4,144.78,0,11,5,10,2236,26.94,139.32,12,223,84,0,0.0,0.0,0.0,0,12.0,0.0,0.0,Lucknow Super Giants,2017,1000000
790,TS Mills,england,30.0,,bowler,right-handed-bat,left-arm-fast,2,8,2.0,66.67,0,0,1,1,8,2.0,57.15,0,0,1,14,8.83,33.86,23.0,11,9.85,31.18,19.0,Mumbai Indians,2022,15000000
370,TS Mills,england,25.0,,bowler,right-handed-bat,left-arm-fast,2,8,2.0,66.67,0,0,1,1,8,2.0,57.15,0,0,1,14,8.83,33.86,23.0,11,9.85,31.18,19.0,Royal Challengers Bengaluru,2017,120000000
509,A Choudhary,india,28.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,2,25,25.0,125.0,0,1,1,0,0.0,0.0,0.0,5,8.55,28.8,20.2,Royal Challengers Bengaluru,2018,3000000
371,A Choudhary,india,27.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,2,25,25.0,125.0,0,1,1,0,0.0,0.0,0.0,5,8.55,28.8,20.2,Royal Challengers Bengaluru,2017,20000000
512,Rashid Khan,afghanistan,20.0,,bowling-allrounder,right-handed-bat,right-arm-legbreak,25,467,13.74,126.22,0,31,28,23,545,14.73,161.73,1,39,38,161,6.08,13.8,13.61,149,6.82,21.83,19.19,Sunrisers Hyderabad,2018,90000000
374,Rashid Khan,afghanistan,19.0,,bowling-allrounder,right-handed-bat,right-arm-legbreak,25,467,13.74,126.22,0,31,28,23,545,14.73,161.73,1,39,38,161,6.08,13.8,13.61,149,6.82,21.83,19.19,Sunrisers Hyderabad,2017,40000000
695,CJ Jordan,england,34.0,6.2,bowler,right-handed-bat,right-arm-fast-medium,25,439,13.72,129.12,0,31,21,3,81,8.1,105.2,0,3,3,108,8.74,26.35,18.08,30,9.61,35.67,22.27,Chennai Super Kings,2022,36000000
595,CJ Jordan,england,32.0,6.2,bowler,right-handed-bat,right-arm-fast-medium,25,439,13.72,129.12,0,31,21,3,81,8.1,105.2,0,3,3,108,8.74,26.35,18.08,30,9.61,35.67,22.27,Punjab Kings,2020,30000000
522,CJ Jordan,england,30.0,6.2,bowler,right-handed-bat,right-arm-fast-medium,25,439,13.72,129.12,0,31,21,3,81,8.1,105.2,0,3,3,108,8.74,26.35,18.08,30,9.61,35.67,22.27,Sunrisers Hyderabad,2018,10000000
376,CJ Jordan,england,29.0,6.2,bowler,right-handed-bat,right-arm-fast-medium,25,439,13.72,129.12,0,31,21,3,81,8.1,105.2,0,3,3,108,8.74,26.35,18.08,30,9.61,35.67,22.27,Sunrisers Hyderabad,2017,5000000
988,Mohammad Nabi,afghanistan,39.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,25,2237,22.6,136.24,6,156,109,3,215,13.44,143.34,0,18,11,97,7.31,28.14,23.11,15,7.44,34.47,27.8,Mumbai Indians,2024,15000000
747,Mohammad Nabi,afghanistan,37.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,25,2237,22.6,136.24,6,156,109,3,215,13.44,143.34,0,18,11,97,7.31,28.14,23.11,15,7.44,34.47,27.8,Kolkata Knight Riders,2022,10000000
521,Mohammad Nabi,afghanistan,33.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,25,2237,22.6,136.24,6,156,109,3,215,13.44,143.34,0,18,11,97,7.31,28.14,23.11,15,7.44,34.47,27.8,Sunrisers Hyderabad,2018,10000000
377,Mohammad Nabi,afghanistan,32.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,25,2237,22.6,136.24,6,156,109,3,215,13.44,143.34,0,18,11,97,7.31,28.14,23.11,15,7.44,34.47,27.8,Sunrisers Hyderabad,2017,3000000
528,MA Agarwal,india,23.0,,batsman,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2018,2000000
380,MA Agarwal,india,22.0,,batsman,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2017,1000000
689,DM Bravo,west indies,39.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,17,1255,22.02,115.14,4,73,55,44,1560,22.61,129.57,5,121,66,78,8.12,26.1,19.29,183,8.39,23.83,17.04,Chennai Super Kings,2022,44000000
381,DM Bravo,west indies,35.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,17,1255,22.02,115.14,4,73,55,44,1560,22.61,129.57,5,121,66,78,8.12,26.1,19.29,183,8.39,23.83,17.04,Chennai Super Kings,2018,64000000
650,Harmeet Singh,india,41.0,,bowler,right-handed-bat,right-arm-offbreak,5,108,13.5,124.14,0,11,4,35,833,15.15,137.92,1,79,42,25,6.21,25.32,24.48,150,7.08,26.87,22.77,Kolkata Knight Riders,2021,20000000
386,Harmeet Singh,india,38.0,,bowler,right-handed-bat,right-arm-offbreak,5,108,13.5,124.14,0,11,4,35,833,15.15,137.92,1,79,42,25,6.21,25.32,24.48,150,7.08,26.87,22.77,Chennai Super Kings,2018,20000000
389,Imran Tahir,south africa,39.0,,bowler,right-handed-bat,right-arm-legbreak,3,19,19.0,105.56,0,1,1,5,33,8.25,89.19,0,5,0,63,6.73,15.05,13.41,82,7.76,20.77,16.05,Chennai Super Kings,2018,10000000
1108,MJ Santner,new zealand,33.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,31,725,16.86,120.24,1,55,24,5,70,11.67,98.6,0,4,3,120,7.04,22.18,18.9,15,6.92,28.13,24.4,Mumbai Indians,2025,20000000
701,MJ Santner,new zealand,30.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,31,725,16.86,120.24,1,55,24,5,70,11.67,98.6,0,4,3,120,7.04,22.18,18.9,15,6.92,28.13,24.4,Chennai Super Kings,2022,19000000
391,MJ Santner,new zealand,26.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,31,725,16.86,120.24,1,55,24,5,70,11.67,98.6,0,4,3,120,7.04,22.18,18.9,15,6.92,28.13,24.4,Chennai Super Kings,2018,5000000
1163,L Ngidi,south africa,29.0,,bowler,right-handed-bat,right-arm-fast,8,41,8.2,78.85,0,4,0,0,0,0.0,0.0,0,0,0,63,9.24,20.95,13.6,25,8.3,17.92,12.96,Royal Challengers Bengaluru,2025,10000000
718,L Ngidi,south africa,26.0,,bowler,right-handed-bat,right-arm-fast,8,41,8.2,78.85,0,4,0,0,0,0.0,0.0,0,0,0,63,9.24,20.95,13.6,25,8.3,17.92,12.96,Delhi Capitals,2022,5000000
392,L Ngidi,south africa,22.0,,bowler,right-handed-bat,right-arm-fast,8,41,8.2,78.85,0,4,0,0,0,0.0,0.0,0,0,0,63,9.24,20.95,13.6,25,8.3,17.92,12.96,Chennai Super Kings,2018,5000000
928,KM Asif,india,30.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,7,10.42,33.0,19.0,Rajasthan Royals,2023,3000000
693,KM Asif,india,29.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,7,10.42,33.0,19.0,Chennai Super Kings,2022,2000000
393,KM Asif,india,25.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,7,10.42,33.0,19.0,Chennai Super Kings,2018,4000000
894,N Jagadeesan,india,28.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,1,162,18.0,110.21,0,21,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2023,9000000
692,N Jagadeesan,india,27.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,1,162,18.0,110.21,0,21,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chennai Super Kings,2022,2000000
394,N Jagadeesan,india,23.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,1,162,18.0,110.21,0,21,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chennai Super Kings,2018,2000000
396,Mandeep Singh,india,28.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chennai Super Kings,2018,2000000
397,DR Shorey,india,26.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,13,6.5,76.48,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chennai Super Kings,2018,2000000
398,KV Sharma,india,28.0,,batsman,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chennai Super Kings,2018,2000000
399,Ravi Bishnoi,united states of america,24.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chennai Super Kings,2018,2000000
406,G Gambhir,india,37.0,,batsman,left-handed-bat,right-arm-legbreak,2,932,27.41,119.03,7,109,10,16,4218,31.01,123.92,36,491,59,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2018,28000000
407,C Munro,new zealand,31.0,,batsman,left-handed-bat,right-arm-medium,7,1724,31.35,156.45,11,132,107,0,177,14.75,125.54,0,19,8,4,9.46,46.5,29.5,0,7.5,0.0,0.0,Delhi Capitals,2018,19000000
411,PP Shaw,india,19.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,1892,23.95,147.47,14,238,61,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2018,12000000
1086,Arshad Khan,india,29.0,,bowler,right-handed-bat,right-arm-fast,3,27,13.5,135.0,0,3,1,8,41,20.5,164.0,0,3,3,27,9.04,27.85,18.48,74,8.87,26.68,18.04,Lucknow Super Giants,2025,97500000
768,Arshad Khan,india,26.0,,bowler,right-handed-bat,right-arm-fast,3,27,13.5,135.0,0,3,1,8,41,20.5,164.0,0,3,3,27,9.04,27.85,18.48,74,8.87,26.68,18.04,Lucknow Super Giants,2022,100000000
413,Arshad Khan,india,22.0,,bowler,right-handed-bat,right-arm-fast,3,27,13.5,135.0,0,3,1,8,41,20.5,164.0,0,3,3,27,9.04,27.85,18.48,74,8.87,26.68,18.04,Delhi Capitals,2018,7000000
416,S Lamichhane,nepal,18.0,,bowler,right-handed-bat,right-arm-legbreak,9,74,6.17,90.25,0,3,2,0,0,0.0,0.0,0,0,0,108,6.15,12.52,12.21,13,8.34,22.46,16.15,Delhi Capitals,2018,2000000
1017,R Ashwin,india,39.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,12,184,26.29,115.0,0,17,4,34,800,13.33,118.52,1,61,28,72,6.91,23.22,20.17,180,7.12,29.83,25.13,Chennai Super Kings,2025,97500000
819,R Ashwin,india,36.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,12,184,26.29,115.0,0,17,4,34,800,13.33,118.52,1,61,28,72,6.91,23.22,20.17,180,7.12,29.83,25.13,Rajasthan Royals,2022,50000000
