name,team,year,price
ravisrinivasan sai kishore,chennai-super-kings,2020,2000000
shimron hetmyer,delhi-capitals,2020,77500000
marcus stoinis,delhi-capitals,2020,48000000
alex carey,delhi-capitals,2020,24000000
jason roy,delhi-capitals,2020,15000000
chris woakes,delhi-capitals,2020,15000000
mohit sharma,delhi-capitals,2020,5000000
tushar deshpande,delhi-capitals,2020,2000000
lalit yadav,delhi-capitals,2020,2000000
sheldon cottrell,punjab-kings,2020,85000000
chris jordan,punjab-kings,2020,30000000
james neesham,punjab-kings,2020,5000000
tajinder dhillon,punjab-kings,2020,2000000
ishan porel,punjab-kings,2020,2000000
pat cummins,kolkata-knight-riders,2020,155000000
eoin morgan,kolkata-knight-riders,2020,52500000
varun chakravarthy,kolkata-knight-riders,2020,40000000
rahul tripathi,kolkata-knight-riders,2020,6000000
chris green,kolkata-knight-riders,2020,2000000
nikhil naik,kolkata-knight-riders,2020,2000000
pravin tambe,kolkata-knight-riders,2020,2000000
manimaran siddharth,kolkata-knight-riders,2020,2000000
nathan coulter-nile,mumbai-indians,2020,80000000
chris lynn,mumbai-indians,2020,20000000
digvijay deshmukh,mumbai-indians,2020,2000000
mohsin khan,mumbai-indians,2020,2000000
robin uthappa,rajasthan-royals,2020,30000000
jaydev unadkat,rajasthan-royals,2020,30000000
yashasvi jaiswal,rajasthan-royals,2020,24000000
kartik tyagi,rajasthan-royals,2020,13000000
tom curran,rajasthan-royals,2020,10000000
andrew tye,rajasthan-royals,2020,10000000
anuj rawat,rajasthan-royals,2020,8000000
david miller,rajasthan-royals,2020,7500000
aniruddha joshi,rajasthan-royals,2020,2000000
akash maharaj singh,rajasthan-royals,2020,2000000
chris morris,royal-challengers-bengaluru,2020,100000000
aaron finch,royal-challengers-bengaluru,2020,44000000
kane richardson,royal-challengers-bengaluru,2020,40000000
dale steyn,royal-challengers-bengaluru,2020,20000000
isuru udana,royal-challengers-bengaluru,2020,5000000
shahbaz ahmed,royal-challengers-bengaluru,2020,2000000
josh philippe,royal-challengers-bengaluru,2020,2000000
pavan deshpande,royal-challengers-bengaluru,2020,2000000
mitchell marsh,sunrisers-hyderabad,2020,20000000
priyam garg,sunrisers-hyderabad,2020,19000000
virat singh,sunrisers-hyderabad,2020,19000000
fabian allen,sunrisers-hyderabad,2020,5000000
bavanaka sandeep,sunrisers-hyderabad,2020,2000000
sanjay yadav,sunrisers-hyderabad,2020,2000000
abdul samad,sunrisers-hyderabad,2020,2000000
krishnappa gowtham,chennai-super-kings,2021,92500000
moeen ali,chennai-super-kings,2021,70000000
cheteshwar pujara,chennai-super-kings,2021,5000000
bhagath varma,chennai-super-kings,2021,2000000
hari nishanth,chennai-super-kings,2021,2000000
harishankar reddy,chennai-super-kings,2021,2000000
tom curran,delhi-capitals,2021,52500000
steven smith,delhi-capitals,2021,22000000
sam billings,delhi-capitals,2021,20000000
umesh yadav,delhi-capitals,2021,10000000
ripal patel,delhi-capitals,2021,2000000
vishnu vinod,delhi-capitals,2021,2000000
manimaran siddharth,delhi-capitals,2021,2000000
shakib al hasan,kolkata-knight-riders,2021,32000000
harbhajan singh,kolkata-knight-riders,2021,20000000
ben cutting,kolkata-knight-riders,2021,7500000
karun nair,kolkata-knight-riders,2021,5000000
pawan negi,kolkata-knight-riders,2021,5000000
venkatesh iyer,kolkata-knight-riders,2021,2000000
sheldon jackson,kolkata-knight-riders,2021,2000000
vaibhav arora,kolkata-knight-riders,2021,2000000
nathan coulter-nile,mumbai-indians,2021,50000000
adam milne,mumbai-indians,2021,32000000
james neesham,mumbai-indians,2021,5000000
yudhvir singh charak,mumbai-indians,2021,2000000
marco jansen,mumbai-indians,2021,2000000
arjun tendulkar,mumbai-indians,2021,2000000
jhye richardson,punjab-kings,2021,140000000
riley meredith,punjab-kings,2021,80000000
shahrukh khan,punjab-kings,2021,52500000
moises henriques,punjab-kings,2021,42000000
dawid malan,punjab-kings,2021,15000000
fabian allen,punjab-kings,2021,7500000
jalaj saxena,punjab-kings,2021,3000000
saurabh kumar,punjab-kings,2021,2000000
utkarsh singh,punjab-kings,2021,2000000
chris morris,rajasthan-royals,2021,162500000
chetan sakariya,rajasthan-royals,2021,12000000
mustafizur rahman,rajasthan-royals,2021,10000000
liam livingstone,rajasthan-royals,2021,7500000
kc cariappa,rajasthan-royals,2021,2000000
akash maharaj singh,rajasthan-royals,2021,2000000
kuldeep yadav,rajasthan-royals,2021,2000000
kyle jamieson,royal-challengers-bengaluru,2021,150000000
daniel christian,royal-challengers-bengaluru,2021,48000000
sachin baby,royal-challengers-bengaluru,2021,2000000
rajat patidar,royal-challengers-bengaluru,2021,2000000
mohammad azharuddin,royal-challengers-bengaluru,2021,2000000
suyash prabhudessai,royal-challengers-bengaluru,2021,2000000
srikar bharat,royal-challengers-bengaluru,2021,2000000
mujeeb ur rahman,sunrisers-hyderabad,2021,15000000
jagadeesha suchith,sunrisers-hyderabad,2021,3000000
robin uthappa,chennai-super-kings,2022,20000000
dwayne bravo,chennai-super-kings,2022,44000000
deepak chahar,chennai-super-kings,2022,140000000
hari nishanth,chennai-super-kings,2022,2000000
n jagadeesan,chennai-super-kings,2022,2000000
km asif,chennai-super-kings,2022,2000000
tushar deshpande,chennai-super-kings,2022,2000000
chris jordan,chennai-super-kings,2022,36000000
maheesh theekshana,chennai-super-kings,2022,7000000
rs hangargekar,chennai-super-kings,2022,15000000
simarjeet singh,chennai-super-kings,2022,2000000
devon conway,chennai-super-kings,2022,10000000
dwaine pretorius,chennai-super-kings,2022,5000000
mitchell santner,chennai-super-kings,2022,19000000
adam milne,chennai-super-kings,2022,19000000
subhranshu senapati,chennai-super-kings,2022,2000000
mukesh choudhary,chennai-super-kings,2022,2000000
prashant solanki,chennai-super-kings,2022,12000000
bhagath varma,chennai-super-kings,2022,2000000
david warner,delhi-capitals,2022,62500000
mitchell marsh,delhi-capitals,2022,65000000
mustafizur rahman,delhi-capitals,2022,20000000
shardul thakur,delhi-capitals,2022,107500000
kuldeep yadav,delhi-capitals,2022,20000000
ashwin hebbar,delhi-capitals,2022,2000000
sarfaraz khan,delhi-capitals,2022,2000000
kamlesh nagarkoti,delhi-capitals,2022,11000000
srikar bharat,delhi-capitals,2022,20000000
mandeep singh,delhi-capitals,2022,11000000
khaleel ahmed,delhi-capitals,2022,52500000
lungi ngidi,delhi-capitals,2022,5000000
chetan sakariya,delhi-capitals,2022,42000000
yash dhull,delhi-capitals,2022,5000000
vicky ostwal,delhi-capitals,2022,2000000
ripal patel,delhi-capitals,2022,2000000
lalit yadav,delhi-capitals,2022,6500000
rovman powell,delhi-capitals,2022,28000000
tim seifert,delhi-capitals,2022,5000000
praveen dubey,delhi-capitals,2022,5000000
mohammed shami,gujarat-titans,2022,62500000
david miller,gujarat-titans,2022,30000000
jason roy,gujarat-titans,2022,20000000
wriddhiman saha,gujarat-titans,2022,19000000
matthew wade,gujarat-titans,2022,24000000
lockie ferguson,gujarat-titans,2022,100000000
abhinav manohar,gujarat-titans,2022,26000000
rahul tewatia,gujarat-titans,2022,90000000
ravisrinivasan sai kishore,gujarat-titans,2022,30000000
dominic drakes,gujarat-titans,2022,11000000
vijay shankar,gujarat-titans,2022,14000000
jayant yadav,gujarat-titans,2022,17000000
darshan nalkande,gujarat-titans,2022,2000000
yash dayal,gujarat-titans,2022,32000000
sai sudharsan,gujarat-titans,2022,2000000
gurkeerat singh mann,gujarat-titans,2022,5000000
alzarri joseph,gujarat-titans,2022,24000000
varun aaron,gujarat-titans,2022,5000000
pradeep sangwan,gujarat-titans,2022,2000000
pat cummins,kolkata-knight-riders,2022,72500000
mohammad nabi,kolkata-knight-riders,2022,10000000
nitish rana,kolkata-knight-riders,2022,80000000
sam billings,kolkata-knight-riders,2022,20000000
umesh yadav,kolkata-knight-riders,2022,20000000
shivam mavi,kolkata-knight-riders,2022,72500000
sheldon jackson,kolkata-knight-riders,2022,6000000
ajinkya rahane,kolkata-knight-riders,2022,10000000
rinku singh,kolkata-knight-riders,2022,5500000
anukul roy,kolkata-knight-riders,2022,2000000
alex hales,kolkata-knight-riders,2022,15000000
rasikh dar salam,kolkata-knight-riders,2022,2000000
tim southee,kolkata-knight-riders,2022,15000000
baba indrajith,kolkata-knight-riders,2022,2000000
chamika karunaratne,kolkata-knight-riders,2022,5000000
abhijeet tomar,kolkata-knight-riders,2022,4000000
aman hakim khan,kolkata-knight-riders,2022,2000000
ramesh kumar,kolkata-knight-riders,2022,2000000
pratham singh,kolkata-knight-riders,2022,2000000
ashok sharma,kolkata-knight-riders,2022,5500000
quinton de kock,lucknow-super-giants,2022,67500000
krunal pandya,lucknow-super-giants,2022,82500000
avesh khan,lucknow-super-giants,2022,100000000
ankit singh,lucknow-super-giants,2022,5000000
krishnappa gowtham,lucknow-super-giants,2022,9000000
dushmantha chameera,lucknow-super-giants,2022,20000000
shahbaz nadeem,lucknow-super-giants,2022,5000000
manan vohra,lucknow-super-giants,2022,2000000
evin lewis,lucknow-super-giants,2022,20000000
mohsin khan,lucknow-super-giants,2022,2000000
mayank yadav,lucknow-super-giants,2022,2000000
ayush badoni,lucknow-super-giants,2022,2000000
kyle mayers,lucknow-super-giants,2022,5000000
karn sharma,lucknow-super-giants,2022,2000000
jason holder,lucknow-super-giants,2022,87500000
ishan kishan,mumbai-indians,2022,152500000
dewald brevis,mumbai-indians,2022,30000000
anmolpreet singh,mumbai-indians,2022,2000000
basil thampi,mumbai-indians,2022,3000000
murugan ashwin,mumbai-indians,2022,16000000
jaydev unadkat,mumbai-indians,2022,13000000
mayank markande,mumbai-indians,2022,6500000
sanjay yadav,mumbai-indians,2022,5000000
daniel sams,mumbai-indians,2022,26000000
tymal mills,mumbai-indians,2022,15000000
tim david,mumbai-indians,2022,82500000
ramandeep singh,mumbai-indians,2022,2000000
aryan juyal,mumbai-indians,2022,2000000
fabian allen,mumbai-indians,2022,7500000
riley meredith,mumbai-indians,2022,10000000
rahul buddhi,mumbai-indians,2022,2000000
hrithik shokeen,mumbai-indians,2022,2000000
arshad khan,mumbai-indians,2022,2000000
arjun tendulkar,mumbai-indians,2022,3000000
kagiso rabada,punjab-kings,2022,92500000
jonny bairstow,punjab-kings,2022,67500000
rahul chahar,punjab-kings,2022,52500000
shahrukh khan,punjab-kings,2022,90000000
jitesh sharma,punjab-kings,2022,2000000
ishan porel,punjab-kings,2022,2500000
liam livingstone,punjab-kings,2022,115000000
odean smith,punjab-kings,2022,60000000
sandeep sharma,punjab-kings,2022,5000000
raj bawa,punjab-kings,2022,20000000
rishi dhawan,punjab-kings,2022,5500000
nathan ellis,punjab-kings,2022,7500000
prerak mankad,punjab-kings,2022,2000000
atharva taide,punjab-kings,2022,2000000
vaibhav arora,punjab-kings,2022,20000000
bhanuka rajapaksa,punjab-kings,2022,5000000
benny howell,punjab-kings,2022,4000000
writtick chatterjee,punjab-kings,2022,2000000
ansh patel,punjab-kings,2022,2000000
ravichandran ashwin,rajasthan-royals,2022,50000000
shimron hetmyer,rajasthan-royals,2022,85000000
devdutt padikkal,rajasthan-royals,2022,77500000
prasidh krishna,rajasthan-royals,2022,100000000
yuzvendra chahal,rajasthan-royals,2022,65000000
riyan parag,rajasthan-royals,2022,38000000
kc cariappa,rajasthan-royals,2022,3000000
james neesham,rajasthan-royals,2022,15000000
nathan coulter-nile,rajasthan-royals,2022,20000000
navdeep saini,rajasthan-royals,2022,26000000
karun nair,rajasthan-royals,2022,14000000
rassie van der dussen,rajasthan-royals,2022,10000000
daryl mitchell,rajasthan-royals,2022,7500000
obed mccoy,rajasthan-royals,2022,7500000
dhruv jurel,rajasthan-royals,2022,2000000
tejas baroka,rajasthan-royals,2022,2000000
kuldeep yadav,rajasthan-royals,2022,2000000
shubham garhwal,rajasthan-royals,2022,2000000
anunay singh,rajasthan-royals,2022,2000000
faf du plessis,royal-challengers-bengaluru,2022,70000000
wanindu hasaranga,royal-challengers-bengaluru,2022,107500000
harshal patel,royal-challengers-bengaluru,2022,107500000
dinesh karthik,royal-challengers-bengaluru,2022,55000000
josh hazlewood,royal-challengers-bengaluru,2022,77500000
shahbaz ahmed,royal-challengers-bengaluru,2022,24000000
anuj rawat,royal-challengers-bengaluru,2022,34000000
akash deep,royal-challengers-bengaluru,2022,2000000
karn sharma,royal-challengers-bengaluru,2022,5000000
mahipal lomror,royal-challengers-bengaluru,2022,9500000
sherfane rutherford,royal-challengers-bengaluru,2022,10000000
jason behrendorff,royal-challengers-bengaluru,2022,7500000
siddarth kaul,royal-challengers-bengaluru,2022,7500000
suyash prabhudessai,royal-challengers-bengaluru,2022,3000000
luvnith sisodia,royal-challengers-bengaluru,2022,2000000
chama v milind,royal-challengers-bengaluru,2022,2500000
aneeshwar gautam,royal-challengers-bengaluru,2022,2000000
david willey,royal-challengers-bengaluru,2022,20000000
washington sundar,sunrisers-hyderabad,2022,87500000
nicholas pooran,sunrisers-hyderabad,2022,107500000
bhuvneshwar kumar,sunrisers-hyderabad,2022,42000000
priyam garg,sunrisers-hyderabad,2022,2000000
rahul tripathi,sunrisers-hyderabad,2022,85000000
vishnu vinod,sunrisers-hyderabad,2022,5000000
kartik tyagi,sunrisers-hyderabad,2022,40000000
shreyas gopal,sunrisers-hyderabad,2022,7500000
jagadeesha suchith,sunrisers-hyderabad,2022,2000000
aiden markram,sunrisers-hyderabad,2022,26000000
marco jansen,sunrisers-hyderabad,2022,42000000
romario shepherd,sunrisers-hyderabad,2022,77500000
glenn phillips,sunrisers-hyderabad,2022,15000000
fazalhaq farooqi,sunrisers-hyderabad,2022,5000000
sean abbott,sunrisers-hyderabad,2022,24000000
ravikumar samarth,sunrisers-hyderabad,2022,2000000
shashank singh,sunrisers-hyderabad,2022,2000000
saurabh dubey,sunrisers-hyderabad,2022,2000000
ajinkya rahane,chennai-super-kings,2023,5000000
bhagath varma,chennai-super-kings,2023,2000000
kyle jamieson,chennai-super-kings,2023,10000000
ajay jadav mandal,chennai-super-kings,2023,2000000
nishant sindhu,chennai-super-kings,2023,6000000
shaik rasheed,chennai-super-kings,2023,2000000
ben stokes,chennai-super-kings,2023,162500000
philip salt,delhi-capitals,2023,20000000
ishant sharma,delhi-capitals,2023,5000000
rilee rossouw,delhi-capitals,2023,46000000
mukesh kumar,delhi-capitals,2023,55000000
shivam mavi,gujarat-titans,2023,60000000
srikar bharat,gujarat-titans,2023,12000000
urvil patel,gujarat-titans,2023,2000000
mohit sharma,gujarat-titans,2023,5000000
joshua little,gujarat-titans,2023,44000000
odean smith,gujarat-titans,2023,5000000
kulwant khejroliya,kolkata-knight-riders,2023,2000000
shakib al hasan,kolkata-knight-riders,2023,15000000
vaibhav arora,kolkata-knight-riders,2023,6000000
n jagadeesan,kolkata-knight-riders,2023,9000000
david wiese,kolkata-knight-riders,2023,10000000
mandeep singh,kolkata-knight-riders,2023,5000000
litton das,kolkata-knight-riders,2023,5000000
suyash sharma,kolkata-knight-riders,2023,2000000
amit mishra,lucknow-super-giants,2023,5000000
nicholas pooran,lucknow-super-giants,2023,160000000
romario shepherd,lucknow-super-giants,2023,5000000
daniel sams,lucknow-super-giants,2023,7500000
swapnil singh,lucknow-super-giants,2023,2000000
yudhvir singh charak,lucknow-super-giants,2023,2000000
prerak mankad,lucknow-super-giants,2023,2000000
yash thakur,lucknow-super-giants,2023,4500000
naveen-ul-haq,lucknow-super-giants,2023,5000000
jaydev unadkat,lucknow-super-giants,2023,5000000
jhye richardson,mumbai-indians,2023,15000000
raghav goyal,mumbai-indians,2023,2000000
cameron green,mumbai-indians,2023,175000000
vishnu vinod,mumbai-indians,2023,2000000
duan jansen,mumbai-indians,2023,2000000
shams mulani,mumbai-indians,2023,2000000
harpreet singh bhatia,punjab-kings,2023,4000000
shivam singh,punjab-kings,2023,2000000
vidhwath kaverappa,punjab-kings,2023,2000000
mohit rathee,punjab-kings,2023,2000000
sam curran,punjab-kings,2023,185000000
sikandar raza,punjab-kings,2023,5000000
jason holder,rajasthan-royals,2023,57500000
adam zampa,rajasthan-royals,2023,15000000
abdul razzaq,rajasthan-royals,2023,2000000
akash vashist,rajasthan-royals,2023,2000000
donovan ferreira,rajasthan-royals,2023,5000000
kunal singh rathore,rajasthan-royals,2023,2000000
murugan ashwin,rajasthan-royals,2023,2000000
km asif,rajasthan-royals,2023,3000000
sonu yadav,royal-challengers-bengaluru,2023,2000000
himanshu sharma,royal-challengers-bengaluru,2023,2000000
avinash singh,royal-challengers-bengaluru,2023,6000000
manoj bhandage,royal-challengers-bengaluru,2023,2000000
will jacks,royal-challengers-bengaluru,2023,32000000
reece topley,royal-challengers-bengaluru,2023,19000000
rajan kumar,royal-challengers-bengaluru,2023,7000000
sanvir singh,sunrisers-hyderabad,2023,2000000
harry brook,sunrisers-hyderabad,2023,132500000
heinrich klaasen,sunrisers-hyderabad,2023,52500000
akeal hosein,sunrisers-hyderabad,2023,10000000
mayank markande,sunrisers-hyderabad,2023,5000000
adil rashid,sunrisers-hyderabad,2023,20000000
anmolpreet singh,sunrisers-hyderabad,2023,2000000
vivrant sharma,sunrisers-hyderabad,2023,26000000
samarth vyas,sunrisers-hyderabad,2023,2000000
nitish kumar reddy,sunrisers-hyderabad,2023,2000000
mayank agarawal,sunrisers-hyderabad,2023,82500000
mayank dagar,sunrisers-hyderabad,2023,18000000
mustafizur rahman,chennai-super-kings,2024,20000000
daryl mitchell,chennai-super-kings,2024,140000000
sameer rizvi,chennai-super-kings,2024,84000000
rachin ravindra,chennai-super-kings,2024,18000000
shardul thakur,chennai-super-kings,2024,40000000
ricky bhui,delhi-capitals,2024,2000000
sumit kumar,delhi-capitals,2024,10000000
swastik chikara,delhi-capitals,2024,2000000
jhye richardson,delhi-capitals,2024,50000000
shai hope,delhi-capitals,2024,7500000
rasikh dar salam,delhi-capitals,2024,2000000
kumar kushagra,delhi-capitals,2024,72000000
tristan stubbs,delhi-capitals,2024,5000000
harry brook,delhi-capitals,2024,40000000
kartik tyagi,gujarat-titans,2024,6000000
spencer johnson,gujarat-titans,2024,100000000
manav suthar,gujarat-titans,2024,2000000
robin minz,gujarat-titans,2024,36000000
sushant mishra,gujarat-titans,2024,22000000
azmatullah omarzai,gujarat-titans,2024,5000000
shahrukh khan,gujarat-titans,2024,74000000
umesh yadav,gujarat-titans,2024,58000000
mujeeb ur rahman,kolkata-knight-riders,2024,20000000
gus atkinson,kolkata-knight-riders,2024,10000000
angkrish raghuvanshi,kolkata-knight-riders,2024,2000000
sherfane rutherford,kolkata-knight-riders,2024,15000000
ramandeep singh,kolkata-knight-riders,2024,2000000
srikar bharat,kolkata-knight-riders,2024,5000000
chetan sakariya,kolkata-knight-riders,2024,5000000
sakib hussain,kolkata-knight-riders,2024,2000000
ashton turner,lucknow-super-giants,2024,10000000
david willey,lucknow-super-giants,2024,20000000
manimaran siddharth,lucknow-super-giants,2024,24000000
shivam mavi,lucknow-super-giants,2024,64000000
arshin kulkarni,lucknow-super-giants,2024,2000000
arshad khan,lucknow-super-giants,2024,2000000
dilshan madushanka,mumbai-indians,2024,46000000
shreyas gopal,mumbai-indians,2024,2000000
shivalik sharma,mumbai-indians,2024,2000000
anshul kamboj,mumbai-indians,2024,2000000
mohammad nabi,mumbai-indians,2024,15000000
naman dhir,mumbai-indians,2024,2000000
nuwan thushara,mumbai-indians,2024,48000000
gerald coetzee,mumbai-indians,2024,50000000
chris woakes,punjab-kings,2024,42000000
tanay thyagarajan,punjab-kings,2024,2000000
vishwanath singh,punjab-kings,2024,2000000
ashutosh sharma,punjab-kings,2024,2000000
shashank singh,punjab-kings,2024,2000000
rilee rossouw,punjab-kings,2024,80000000
prince choudhary,punjab-kings,2024,2000000
harshal patel,punjab-kings,2024,117500000
shubham dubey,rajasthan-royals,2024,58000000
rovman powell,rajasthan-royals,2024,74000000
abid mushtaq,rajasthan-royals,2024,2000000
nandre burger,rajasthan-royals,2024,5000000
tom kohler-cadmore,rajasthan-royals,2024,4000000
lockie ferguson,royal-challengers-bengaluru,2024,20000000
tom curran,royal-challengers-bengaluru,2024,15000000
saurav chauhan,royal-challengers-bengaluru,2024,2000000
alzarri joseph,royal-challengers-bengaluru,2024,115000000
swapnil singh,royal-challengers-bengaluru,2024,2000000
yash dayal,royal-challengers-bengaluru,2024,50000000
jhatavedh subramanyan,sunrisers-hyderabad,2024,2000000
akash maharaj singh,sunrisers-hyderabad,2024,2000000
jaydev unadkat,sunrisers-hyderabad,2024,16000000
wanindu hasaranga,sunrisers-hyderabad,2024,15000000
pat cummins,sunrisers-hyderabad,2024,205000000
travis head,sunrisers-hyderabad,2024,68000000
ravichandran ashwin,chennai-super-kings,2025,97500000
devon conway,chennai-super-kings,2025,62500000
khaleel ahmed,chennai-super-kings,2025,48000000
rachin ravindra,chennai-super-kings,2025,40000000
anshul kamboj,chennai-super-kings,2025,34000000
rahul tripathi,chennai-super-kings,2025,34000000
sam curran,chennai-super-kings,2025,24000000
gurjapneet singh,chennai-super-kings,2025,22000000
nathan ellis,chennai-super-kings,2025,20000000
jamie overton,chennai-super-kings,2025,15000000
vijay shankar,chennai-super-kings,2025,12000000
vansh bedi,chennai-super-kings,2025,5500000
andre siddarth c,chennai-super-kings,2025,3000000
shreyas gopal,chennai-super-kings,2025,3000000
ramakrishna ghosh,chennai-super-kings,2025,3000000
kamlesh nagarkoti,chennai-super-kings,2025,3000000
mukesh choudhary,chennai-super-kings,2025,3000000
shaik rasheed,chennai-super-kings,2025,3000000
kl rahul,delhi-capitals,2025,140000000
jake fraser-mcgurk,delhi-capitals,2025,90000000
mukesh kumar,delhi-capitals,2025,80000000
harry brook,delhi-capitals,2025,62500000
ashutosh sharma,delhi-capitals,2025,38000000
mohit sharma,delhi-capitals,2025,22000000
faf du plessis,delhi-capitals,2025,20000000
sameer rizvi,delhi-capitals,2025,9500000
donovan ferreira,delhi-capitals,2025,7500000
dushmantha chameera,delhi-capitals,2025,7500000
vipraj nigam,delhi-capitals,2025,5000000
karun nair,delhi-capitals,2025,5000000
madhav tiwari,delhi-capitals,2025,4000000
tripurana vijay,delhi-capitals,2025,3000000
manvanth kumar l,delhi-capitals,2025,3000000
ajay jadav mandal,delhi-capitals,2025,3000000
darshan nalkande,delhi-capitals,2025,3000000
jos buttler,gujarat-titans,2025,157500000
kagiso rabada,gujarat-titans,2025,107500000
prasidh krishna,gujarat-titans,2025,95000000
washington sundar,gujarat-titans,2025,32000000
sherfane rutherford,gujarat-titans,2025,26000000
gerald coetzee,gujarat-titans,2025,24000000
glenn phillips,gujarat-titans,2025,20000000
ravisrinivasan sai kishore,gujarat-titans,2025,20000000
mahipal lomror,gujarat-titans,2025,17000000
gurnoor brar,gujarat-titans,2025,13000000
arshad khan,gujarat-titans,2025,13000000
karim janat,gujarat-titans,2025,7500000
jayant yadav,gujarat-titans,2025,7500000
ishant sharma,gujarat-titans,2025,7500000
kumar kushagra,gujarat-titans,2025,6500000
kulwant khejroliya,gujarat-titans,2025,3000000
manav suthar,gujarat-titans,2025,3000000
anuj rawat,gujarat-titans,2025,3000000
nishant sindhu,gujarat-titans,2025,3000000
venkatesh iyer,kolkata-knight-riders,2025,237500000
anrich nortje,kolkata-knight-riders,2025,65000000
quinton de kock,kolkata-knight-riders,2025,36000000
angkrish raghuvanshi,kolkata-knight-riders,2025,30000000
spencer johnson,kolkata-knight-riders,2025,28000000
moeen ali,kolkata-knight-riders,2025,20000000
rahmanullah gurbaz,kolkata-knight-riders,2025,20000000
vaibhav arora,kolkata-knight-riders,2025,18000000
ajinkya rahane,kolkata-knight-riders,2025,15000000
rovman powell,kolkata-knight-riders,2025,15000000
umran malik,kolkata-knight-riders,2025,7500000
anukul roy,kolkata-knight-riders,2025,4000000
luvnith sisodia,kolkata-knight-riders,2025,3000000
mayank markande,kolkata-knight-riders,2025,3000000
rishabh pant,lucknow-super-giants,2025,270000000
avesh khan,lucknow-super-giants,2025,97500000
akash deep,lucknow-super-giants,2025,80000000
david miller,lucknow-super-giants,2025,75000000
abdul samad,lucknow-super-giants,2025,42000000
mitchell marsh,lucknow-super-giants,2025,34000000
shahbaz ahmed,lucknow-super-giants,2025,24000000
aiden markram,lucknow-super-giants,2025,20000000
matthew breetzke,lucknow-super-giants,2025,7500000
shamar joseph,lucknow-super-giants,2025,7500000
manimaran siddharth,lucknow-super-giants,2025,7500000
arshin kulkarni,lucknow-super-giants,2025,3000000
rs hangargekar,lucknow-super-giants,2025,3000000
yuvraj chaudhary,lucknow-super-giants,2025,3000000
prince yadav,lucknow-super-giants,2025,3000000
akash maharaj singh,lucknow-super-giants,2025,3000000
digvesh singh,lucknow-super-giants,2025,3000000
himmat singh,lucknow-super-giants,2025,3000000
aryan juyal,lucknow-super-giants,2025,3000000
deepak chahar,mumbai-indians,2025,92500000
will jacks,mumbai-indians,2025,52500000
naman dhir,mumbai-indians,2025,52500000
am ghazanfar,mumbai-indians,2025,48000000
mitchell santner,mumbai-indians,2025,20000000
ryan rickelton,mumbai-indians,2025,10000000
lizaad williams,mumbai-indians,2025,7500000
reece topley,mumbai-indians,2025,7500000
robin minz,mumbai-indians,2025,6500000
karn sharma,mumbai-indians,2025,5000000
vignesh puthur,mumbai-indians,2025,3000000
arjun tendulkar,mumbai-indians,2025,3000000
bevon jacobs,mumbai-indians,2025,3000000
penmetsa raju,mumbai-indians,2025,3000000
raj bawa,mumbai-indians,2025,3000000
krishnan shrijith,mumbai-indians,2025,3000000
ashwani kumar,mumbai-indians,2025,3000000
yuzvendra chahal,punjab-kings,2025,180000000
arshdeep singh,punjab-kings,2025,180000000
marcus stoinis,punjab-kings,2025,110000000
marco jansen,punjab-kings,2025,70000000
priyansh arya,punjab-kings,2025,38000000
josh inglis,punjab-kings,2025,26000000
azmatullah omarzai,punjab-kings,2025,24000000
lockie ferguson,punjab-kings,2025,20000000
vijaykumar vyshak,punjab-kings,2025,18000000
yash thakur,punjab-kings,2025,16000000
aaron hardie,punjab-kings,2025,12500000
vishnu vinod,punjab-kings,2025,9500000
xavier bartlett,punjab-kings,2025,8000000
praveen dubey,punjab-kings,2025,3000000
pyla avinash,punjab-kings,2025,3000000
suryansh shedge,punjab-kings,2025,3000000
musheer khan,punjab-kings,2025,3000000
tushar deshpande,rajasthan-royals,2025,65000000
wanindu hasaranga,rajasthan-royals,2025,52500000
maheesh theekshana,rajasthan-royals,2025,44000000
nitish rana,rajasthan-royals,2025,42000000
fazalhaq farooqi,rajasthan-royals,2025,20000000
kwena maphaka,rajasthan-royals,2025,15000000
akash madhwal,rajasthan-royals,2025,12000000
vaibhav suryavanshi,rajasthan-royals,2025,11000000
shubham dubey,rajasthan-royals,2025,8000000
yudhvir singh charak,rajasthan-royals,2025,3500000
ashok sharma,rajasthan-royals,2025,3000000
kunal singh rathore,rajasthan-royals,2025,3000000
josh hazlewood,royal-challengers-bengaluru,2025,125000000
philip salt,royal-challengers-bengaluru,2025,115000000
jitesh sharma,royal-challengers-bengaluru,2025,110000000
bhuvneshwar kumar,royal-challengers-bengaluru,2025,107500000
liam livingstone,royal-challengers-bengaluru,2025,87500000
rasikh dar salam,royal-challengers-bengaluru,2025,60000000
krunal pandya,royal-challengers-bengaluru,2025,57500000
tim david,royal-challengers-bengaluru,2025,30000000
jacob bethell,royal-challengers-bengaluru,2025,26000000
suyash sharma,royal-challengers-bengaluru,2025,26000000
devdutt padikkal,royal-challengers-bengaluru,2025,20000000
nuwan thushara,royal-challengers-bengaluru,2025,16000000
romario shepherd,royal-challengers-bengaluru,2025,15000000
lungi ngidi,royal-challengers-bengaluru,2025,10000000
swapnil singh,royal-challengers-bengaluru,2025,5000000
mohit rathee,royal-challengers-bengaluru,2025,3000000
abhinandan singh,royal-challengers-bengaluru,2025,3000000
swastik chikara,royal-challengers-bengaluru,2025,3000000
manoj bhandage,royal-challengers-bengaluru,2025,3000000
