season,player,team,runs,balls,strike_rate,fours,sixes,boundary_pct,dot_balls,dot_pct
2022,N Jagadeesan,Chennai Super Kings,9,11,81.82,0,0,0.0,3,27.27
2025,Rashid Khan,Gujarat Titans,28,20,140.0,1,2,15.0,9,45.0
2024,TU Deshpande,Chennai Super Kings,0,1,0.0,0,0,0.0,1,100.0
2015,J Botha,Kolkata Knight Riders,27,12,225.0,4,1,41.67,2,16.67
2020,R Tewatia,Rajasthan Royals,155,75,206.67,8,14,29.33,17,22.67
2025,AK Markram,Lucknow Super Giants,4,5,80.0,0,0,0.0,1,20.0
2023,SP Narine,Kolkata Knight Riders,9,11,81.82,1,0,9.09,4,36.36
2021,CV Varun,Kolkata Knight Riders,2,4,50.0,0,0,0.0,2,50.0
2023,RD Chahar,Punjab Kings,0,1,0.0,0,0,0.0,1,100.0
2023,PD Salt,Delhi Capitals,24,11,218.18,2,2,36.36,3,27.27
2021,Q de Kock,Mumbai Indians,6,3,200.0,1,0,33.33,0,0.0
2015,JP Duminy,Delhi Daredevils,69,40,172.5,4,3,17.5,4,10.0
2020,AT Carey,Delhi Capitals,31,28,110.71,0,1,3.57,6,21.43
2019,SM Curran,Kings XI Punjab,65,29,224.14,9,2,37.93,6,20.69
2020,S Gopal,Rajasthan Royals,21,14,150.0,3,0,21.43,3,21.43
2016,DW Steyn,Gujarat Lions,1,2,50.0,0,0,0.0,1,50.0
2018,KL Rahul,Kings XI Punjab,91,34,267.65,11,4,44.12,2,5.88
2024,Shahbaz Ahmed,Sunrisers Hyderabad,111,63,176.19,5,9,22.22,18,28.57
2016,MJ McClenaghan,Mumbai Indians,6,6,100.0,1,0,16.67,3,50.0
2016,NV Ojha,Sunrisers Hyderabad,57,55,103.64,4,1,9.09,21,38.18
2023,C Green,Mumbai Indians,64,36,177.78,6,2,22.22,5,13.89
2024,Naveen-ul-Haq,Lucknow Super Giants,2,4,50.0,0,0,0.0,3,75.0
2014,DJ Bravo,Chennai Super Kings,8,3,266.67,0,1,33.33,0,0.0
2020,K Rabada,Delhi Capitals,52,38,136.84,4,2,15.79,13,34.21
2013,Iqbal Abdulla,Kolkata Knight Riders,4,8,50.0,0,0,0.0,3,37.5
2017,KC Cariappa,Kings XI Punjab,2,7,28.57,0,0,0.0,5,71.43
2024,SP Narine,Kolkata Knight Riders,9,7,128.57,2,0,28.57,4,57.14
2025,B Kumar,Royal Challengers Bengaluru,6,12,50.0,0,0,0.0,8,66.67
2019,RD Chahar,Mumbai Indians,12,11,109.09,2,0,18.18,6,54.55
2021,CJ Jordan,Punjab Kings,29,17,170.59,1,3,23.53,7,41.18
2021,SS Iyer,Delhi Capitals,47,33,142.42,3,2,15.15,8,24.24
2015,RS Bopara,Sunrisers Hyderabad,57,46,123.91,3,2,10.87,14,30.43
2017,A Choudhary,Royal Challengers Bangalore,24,19,126.32,1,1,10.53,4,21.05
2016,JA Morkel,Rising Pune Supergiants,14,6,233.33,0,2,33.33,1,16.67
2022,M Theekshana,Chennai Super Kings,7,4,175.0,0,1,25.0,1,25.0
2024,I Sharma,Delhi Capitals,1,7,14.29,0,0,0.0,6,85.71
2023,F du Plessis,Royal Challengers Bangalore,48,22,218.18,3,4,31.82,5,22.73
2014,HV Patel,Royal Challengers Bangalore,11,6,183.33,1,1,33.33,3,50.0
2025,DL Chahar,Mumbai Indians,37,25,148.0,3,2,20.0,8,32.0
2018,M Markande,Mumbai Indians,18,17,105.88,2,0,11.76,4,23.53
2017,CJ Anderson,Delhi Daredevils,76,35,217.14,4,7,31.43,6,17.14
2023,JC Buttler,Rajasthan Royals,28,17,164.71,5,0,29.41,5,29.41
2020,R Ashwin,Delhi Capitals,29,29,100.0,3,0,10.34,12,41.38
2022,KS Williamson,Sunrisers Hyderabad,8,8,100.0,1,0,12.5,3,37.5
2017,SV Samson,Delhi Daredevils,35,13,269.23,1,4,38.46,3,23.08
2018,Kuldeep Yadav,Kolkata Knight Riders,10,15,66.67,1,0,6.67,9,60.0
2021,Ishan Kishan,Mumbai Indians,12,13,92.31,2,0,15.38,8,61.54
2020,MR Marsh,Sunrisers Hyderabad,0,1,0.0,0,0,0.0,1,100.0
2021,AK Markram,Punjab Kings,17,13,130.77,1,1,15.38,4,30.77
2019,KC Cariappa,Kolkata Knight Riders,9,3,300.0,0,1,33.33,0,0.0
2016,G Gambhir,Kolkata Knight Riders,27,15,180.0,3,1,26.67,3,20.0
2019,RG Sharma,Mumbai Indians,0,1,0.0,0,0,0.0,1,100.0
2024,MJ Suthar,Gujarat Titans,1,2,50.0,0,0,0.0,1,50.0
2013,NV Ojha,Delhi Daredevils,0,1,0.0,0,0,0.0,1,100.0
2025,A Raghuvanshi,Kolkata Knight Riders,52,35,148.57,5,2,20.0,10,28.57
2013,AB de Villiers,Royal Challengers Bangalore,155,59,262.71,13,12,42.37,11,18.64
2022,KK Nair,Rajasthan Royals,3,5,60.0,0,0,0.0,2,40.0
2025,SB Dubey,Rajasthan Royals,77,37,208.11,3,7,27.03,8,21.62
2014,SV Samson,Rajasthan Royals,11,10,110.0,0,1,10.0,5,50.0
2013,P Kumar,Kings XI Punjab,47,38,123.68,3,3,15.79,18,47.37
2023,Shahbaz Ahmed,Royal Challengers Bangalore,23,14,164.29,3,0,21.43,1,7.14
2019,S Dhawan,Delhi Capitals,11,11,100.0,0,0,0.0,2,18.18
2023,KH Pandya,Lucknow Super Giants,19,10,190.0,2,1,30.0,2,20.0
2014,M de Lange,Mumbai Indians,1,2,50.0,0,0,0.0,1,50.0
2015,PV Tambe,Rajasthan Royals,3,5,60.0,0,0,0.0,2,40.0
2015,LMP Simmons,Mumbai Indians,25,15,166.67,3,1,26.67,4,26.67
2017,PP Chawla,Kolkata Knight Riders,0,1,0.0,0,0,0.0,1,100.0
2018,M Prasidh Krishna,Kolkata Knight Riders,1,5,20.0,0,0,0.0,4,80.0
2016,Sandeep Sharma,Kings XI Punjab,3,4,75.0,0,0,0.0,1,25.0
2021,KA Jamieson,Royal Challengers Bangalore,45,30,150.0,4,2,20.0,8,26.67
2015,SPD Smith,Rajasthan Royals,42,25,168.0,5,1,24.0,7,28.0
2016,M Morkel,Kolkata Knight Riders,1,1,100.0,0,0,0.0,0,0.0
2021,S Nadeem,Sunrisers Hyderabad,0,1,0.0,0,0,0.0,1,100.0
2014,Karanveer Singh,Kings XI Punjab,1,1,100.0,0,0,0.0,0,0.0
2016,Z Khan,Delhi Daredevils,6,11,54.55,1,0,9.09,8,72.73
2024,B Kumar,Sunrisers Hyderabad,10,12,83.33,0,0,0.0,4,33.33
2020,NM Coulter-Nile,Mumbai Indians,25,15,166.67,4,0,26.67,5,33.33
2014,WP Saha,Kings XI Punjab,80,38,210.53,7,5,31.58,9,23.68
2018,SK Raina,Chennai Super Kings,74,35,211.43,6,4,28.57,3,8.57
2024,TH David,Mumbai Indians,171,85,201.18,11,13,28.24,25,29.41
2014,R Shukla,Delhi Daredevils,15,18,83.33,2,0,11.11,9,50.0
2013,A Nehra,Delhi Daredevils,1,8,12.5,0,0,0.0,7,87.5
2024,Abishek Porel,Delhi Capitals,41,15,273.33,5,2,46.67,1,6.67
2014,DR Smith,Chennai Super Kings,16,10,160.0,2,1,30.0,5,50.0
2014,MS Dhoni,Chennai Super Kings,253,133,190.23,17,16,24.81,29,21.8
