season,player,team,runs,strike_rate,fours,sixes,boundary_pct,dot_pct,impact_score_pos,phase,adj_price,ROI_z
2018,SV Samson,Rajasthan Royals,239,125.13,14,8,11.52,26.7,0.46793768,bat_mid,119387693,0.009609013
2022,SO Hetmyer,Rajasthan Royals,96,97.96,8,2,10.2,42.86,0.180537489,bat_mid,105721168.3,0.004186545
2022,SS Prabhudessai,Royal Challengers Bengaluru,46,135.29,6,1,20.59,38.24,0.180921368,bat_mid,3731335.352,0.118870995
2020,SA Yadav,Mumbai Indians,256,134.74,28,5,17.37,30,0.607068909,bat_mid,2778744.691,0.535598882
2018,AM Rahane,Rajasthan Royals,105,108.25,8,0,8.25,21.65,0.255657563,bat_mid,59693846.52,0.010499761
2025,MR Marsh,Lucknow Super Giants,270,171.97,27,13,25.48,21.66,0.605707777,bat_mid,35683000,0.041615212
2014,F du Plessis,Chennai Super Kings,160,107.38,8,1,6.04,25.5,0.328794326,bat_mid,92008373.23,0.008760871
2020,TK Curran,Rajasthan Royals,41,100,2,0,4.88,29.27,0.112362477,bat_mid,13893723.45,0.019826816
2018,Mandeep Singh,Royal Challengers Bengaluru,105,98.13,5,3,7.48,34.58,0.185519625,bat_mid,20892846.28,0.021769205
2018,Mandeep Singh,Royal Challengers Bengaluru,105,98.13,5,3,7.48,34.58,0.185519625,bat_mid,2984692.326,0.152384434
2014,Y Venugopal Rao,Sunrisers Hyderabad,40,97.56,4,0,9.76,31.71,0.100239708,bat_mid,10653601.11,0.023067136
2024,Azmatullah Omarzai,Gujarat Titans,42,127.27,2,2,12.12,30.3,0.134348514,bat_mid,5543983.75,0.05941023
2025,Abhishek Sharma,Sunrisers Hyderabad,129,226.32,10,10,35.09,22.81,0.491380515,bat_mid,3148500,0.382617254
2025,Abhishek Sharma,Sunrisers Hyderabad,129,226.32,10,10,35.09,22.81,0.491380515,bat_mid,39881000,0.030206625
2022,A Badoni,Lucknow Super Giants,75,104.17,6,2,11.11,40.28,0.163623513,bat_mid,2487556.902,0.161258645
2025,Ishan Kishan,Sunrisers Hyderabad,166,158.1,12,9,20,22.86,0.408597236,bat_mid,118068750,0.008484198
2022,RK Singh,Kolkata Knight Riders,61,105.17,5,1,10.34,37.93,0.147593335,bat_mid,6840781.479,0.052894601
2022,RK Singh,Kolkata Knight Riders,61,105.17,5,1,10.34,37.93,0.147593335,bat_mid,2487556.902,0.145460153
2018,PP Shaw,Delhi Capitals,56,175,4,3,21.88,18.75,0.338552732,bat_mid,17908153.96,0.046347447
2025,DA Miller,Lucknow Super Giants,80,121.21,8,1,13.64,30.3,0.181826315,bat_mid,78712500,0.005663219
2023,Tilak Varma,Mumbai Indians,200,136.05,12,13,17.01,36.73,0.398596859,bat_mid,2366172.265,0.412988377
2025,DP Conway,Chennai Super Kings,71,154.35,4,4,17.39,19.57,0.265332782,bat_mid,65593750,0.009916965
2019,R Parag,Rajasthan Royals,99,110,12,1,14.44,38.89,0.172927827,bat_mid,2888505.106,0.146771611
2023,RR Rossouw,Delhi Capitals,131,143.96,9,7,17.58,36.26,0.307424267,bat_mid,54421962.09,0.013848868
2025,N Rana,Rajasthan Royals,115,155.41,13,4,22.97,27.03,0.322513377,bat_mid,44079000,0.017937682
2016,Sachin Baby,Royal Challengers Bengaluru,46,127.78,3,1,11.11,27.78,0.194069621,bat_mid,1636386.4,0.290751534
2018,BA Stokes,Rajasthan Royals,146,126.96,10,4,12.17,25.22,0.341898703,bat_mid,186543270.4,0.004493329
2022,DP Conway,Chennai Super Kings,129,179.17,12,7,26.39,22.22,0.442612747,bat_mid,12437784.51,0.087243124
2015,AD Mathews,Delhi Capitals,40,90.91,3,1,9.09,43.18,0.021085793,bat_mid,130915003,0.000394867
2025,Abdul Samad,Lucknow Super Giants,87,174,4,8,24,30,0.295822773,bat_mid,44079000,0.016453193
2025,KL Rahul,Delhi Capitals,271,157.56,21,11,18.6,20.35,0.570475468,bat_mid,146930000,0.009518682
2025,RD Rickelton,Mumbai Indians,64,152.38,5,4,21.43,33.33,0.212068683,bat_mid,10495000,0.049538678
2022,N Rana,Kolkata Knight Riders,221,155.63,14,14,19.72,28.17,0.532799392,bat_mid,99502276.06,0.01312747
2022,N Pooran,Sunrisers Hyderabad,197,135.86,8,13,14.48,28.28,0.456835096,bat_mid,133706183.5,0.008376417
2019,CA Ingram,Delhi Capitals,122,114.02,13,3,14.95,42.06,0.219585939,bat_mid,92432163.39,0.005824139
2018,YK Pathan,Sunrisers Hyderabad,107,107,9,3,12,40,0.19514977,bat_mid,28354577.1,0.016873112
2016,KK Nair,Delhi Capitals,171,114.77,16,1,11.41,27.52,0.393749342,bat_mid,65455456,0.0147477
2021,MM Ali,Chennai Super Kings,224,140,16,12,17.5,35,0.560567419,bat_mid,92828160.9,0.014804659
2024,PJ Cummins,Sunrisers Hyderabad,47,146.88,3,3,18.75,31.25,0.186538751,bat_mid,227303333.8,0.002011933
2015,SN Khan,Royal Challengers Bengaluru,47,138.24,4,1,14.71,26.47,0.199751782,bat_mid,8727666.863,0.056110329
2018,DL Chahar,Chennai Super Kings,49,188.46,1,4,19.23,15.38,0.351136073,bat_mid,11938769.3,0.072105137
2025,Washington Sundar,Gujarat Titans,76,152,7,3,20,26,0.253533793,bat_mid,33584000,0.018507755
2013,AM Nayar,Lucknow Super Giants,44,97.78,3,0,6.67,28.89,0.153303215,bat_mid,83114359.62,0.004521948
2020,PJ Cummins,Kolkata Knight Riders,48,77.42,3,1,6.45,54.84,0.003816066,bat_mid,215352713.5,4.34E-05
2019,N Pooran,Punjab Kings,120,179.1,7,12,28.36,40.3,0.375852581,bat_mid,60658607.23,0.015190617
2014,KD Karthik,Delhi Capitals,224,130.23,16,9,14.53,29.65,0.484887522,bat_mid,242127298,0.004909616
2025,JP Inglis,Punjab Kings,107,169.84,10,5,23.81,22.22,0.3505635,bat_mid,27287000,0.031496422
2018,SR Watson,Chennai Super Kings,221,200.91,17,14,28.18,14.55,0.658304858,bat_mid,59693846.52,0.027036335
2013,DJG Sammy,Sunrisers Hyderabad,107,115.05,5,6,11.83,36.56,0.283225767,bat_mid,52331263.46,0.013268501
2023,SM Curran,Punjab Kings,140,112,10,4,11.2,37.6,0.243454944,bat_mid,218870934.5,0.002726973
2014,AR Patel,Punjab Kings,42,116.67,6,0,16.67,36.11,0.13979419,bat_mid,14527637.88,0.023590896
2020,RV Uthappa,Rajasthan Royals,63,106.78,4,2,10.17,33.9,0.167978076,bat_mid,41681170.36,0.009880138
2022,B Sai Sudharsan,Gujarat Titans,91,121.33,9,1,13.33,28,0.260804613,bat_mid,2487556.902,0.257035176
2020,SO Hetmyer,Delhi Capitals,90,150,4,6,16.67,28.33,0.329293087,bat_mid,107676356.8,0.007497433
2022,Abhishek Sharma,Sunrisers Hyderabad,144,156.52,7,9,17.39,25,0.408624663,bat_mid,6840781.479,0.146443188
2019,JM Bairstow,Sunrisers Hyderabad,217,173.6,15,13,22.4,24,0.622290665,bat_mid,31773556.17,0.048015093
2024,DJ Mitchell,Chennai Super Kings,149,143.27,11,6,16.35,25.96,0.366958836,bat_mid,155231545,0.005795457
2022,SA Yadav,Mumbai Indians,162,120.9,10,7,12.69,32.84,0.360248162,bat_mid,6218892.254,0.142016583
2022,AR Patel,Delhi Capitals,75,115.38,5,3,12.31,40,0.179313045,bat_mid,2487556.902,0.176721414
2022,Tilak Varma,Mumbai Indians,288,133.95,21,12,15.35,26.98,0.616369301,bat_mid,2487556.902,0.607460849
2018,Q de Kock,Royal Challengers Bengaluru,57,135.71,4,3,16.67,38.1,0.186477054,bat_mid,41785692.56,0.010940776
2024,RR Rossouw,Punjab Kings,118,218.52,7,10,31.48,18.52,0.498950226,bat_mid,88703740,0.013790043
2013,NLTC Perera,Sunrisers Hyderabad,112,131.76,6,6,14.12,29.41,0.360972749,bat_mid,83114359.62,0.010647525
2014,DA Warner,Sunrisers Hyderabad,271,132.2,14,13,13.17,28.78,0.564557588,bat_mid,106536011.1,0.012991585
2017,K Rabada,Delhi Capitals,48,92.31,5,1,11.54,48.08,0.058886757,bat_mid,77990010.48,0.001851096
2025,Q de Kock,Kolkata Knight Riders,43,159.26,3,2,18.52,11.11,0.266747172,bat_mid,37782000,0.01730873
2019,SO Hetmyer,Royal Challengers Bengaluru,47,123.68,1,4,13.16,39.47,0.070883391,bat_mid,60658607.23,0.002864853
2014,RV Uthappa,Kolkata Knight Riders,288,140.49,25,9,16.59,24.39,0.640372495,bat_mid,96850919.19,0.016209859
2025,JM Sharma,Royal Challengers Bengaluru,138,181.58,15,7,28.95,27.63,0.408279787,bat_mid,115445000,0.008670279
2014,M Vijay,Delhi Capitals,97,173.21,9,4,23.21,17.86,0.42989783,bat_mid,96850919.19,0.010882078
2018,E Lewis,Mumbai Indians,126,135.48,4,11,16.13,38.71,0.283358491,bat_mid,56709154.19,0.012249924
2015,RG Sharma,Mumbai Indians,292,135.81,22,11,15.35,26.51,0.696163463,bat_mid,5236600.118,0.325920841
2014,DJG Sammy,Sunrisers Hyderabad,49,100,1,4,10.2,48.98,0.03830397,bat_mid,67795643.43,0.001385136
2023,SA Yadav,Mumbai Indians,457,187.3,50,22,29.51,27.05,0.965152728,bat_mid,2366172.265,1
2022,R Powell,Delhi Capitals,137,115.13,5,9,11.76,40.34,0.281050152,bat_mid,34825796.62,0.019784865
2025,Priyansh Arya,Punjab Kings,138,212.31,8,13,32.31,26.15,0.4644653,bat_mid,39881000,0.028552067
2018,N Rana,Kolkata Knight Riders,150,125,10,7,14.17,32.5,0.322459625,bat_mid,50739769.54,0.015580349
2014,MK Tiwary,Delhi Capitals,76,115.15,6,2,12.12,30.3,0.202928741,bat_mid,54236514.74,0.009172804
2018,DJM Short,Rajasthan Royals,58,187.1,4,5,29.03,38.71,0.302534748,bat_mid,59693846.52,0.012424989
2024,R Ravindra,Chennai Super Kings,42,210,1,4,25,15,0.355716296,bat_mid,19958341.5,0.043694787
2019,Yuvraj Singh,Mumbai Indians,90,138.46,6,6,18.46,36.92,0.220415968,bat_mid,14442525.53,0.037415386
2014,YK Pathan,Kolkata Knight Riders,196,167.52,10,17,23.08,35.9,0.499606471,bat_mid,62953097.47,0.019456345
2025,AM Rahane,Kolkata Knight Riders,124,116.98,5,5,9.43,27.36,0.239560191,bat_mid,15742500,0.037307081
2022,R Parag,Rajasthan Royals,63,118.87,3,3,11.32,32.08,0.18962757,bat_mid,47263581.13,0.009836151
2014,V Sehwag,Punjab Kings,134,155.81,12,6,20.93,25.58,0.419236368,bat_mid,61984588.28,0.016581566
2018,JC Buttler,Rajasthan Royals,207,128.57,15,4,11.8,24.22,0.436803816,bat_mid,65663231.17,0.016308518
2014,WP Saha,Punjab Kings,168,138.84,12,9,17.36,32.23,0.403965596,bat_mid,42614404.44,0.023240115
2022,SW Billings,Kolkata Knight Riders,138,126.61,7,8,13.76,33.94,0.324266943,bat_mid,24875569.02,0.031958028
2023,HC Brook,Sunrisers Hyderabad,60,146.34,6,2,19.51,34.15,0.218041778,bat_mid,156758912.5,0.003410027
2014,GJ Bailey,Punjab Kings,68,77.27,4,0,4.55,44.32,0.034783685,bat_mid,62953097.47,0.001354593
2014,NV Ojha,Sunrisers Hyderabad,107,133.75,3,9,15,36.25,0.265852427,bat_mid,9685091.919,0.067295682
2016,NLTC Perera,Lucknow Super Giants,57,132.56,3,3,13.95,34.88,0.201323454,bat_mid,16363864,0.030161909
2025,SE Rutherford,Gujarat Titans,194,163.03,15,12,22.69,28.57,0.443595763,bat_mid,27287000,0.039854918
2015,EJG Morgan,Sunrisers Hyderabad,118,129.67,6,8,15.38,38.46,0.2828478,bat_mid,26183000.59,0.026484008
2025,R Ravindra,Chennai Super Kings,44,112.82,2,1,7.69,23.08,0.125175659,bat_mid,41980000,0.007310175
2022,WP Saha,Gujarat Titans,75,104.17,7,0,9.72,29.17,0.201713089,bat_mid,23631790.57,0.020926075
2017,SA Yadav,Kolkata Knight Riders,66,110,5,1,10,28.33,0.186032914,bat_mid,1559800.21,0.2923958
2015,MEK Hussey,Chennai Super Kings,42,144.83,2,2,13.79,24.14,0.205528986,bat_mid,26183000.59,0.019244382
2020,SM Curran,Chennai Super Kings,70,129.63,3,5,14.81,38.89,0.215672159,bat_mid,76415478.99,0.006919314
2025,V Nigam,Delhi Capitals,65,166.67,7,3,25.64,28.21,0.266276235,bat_mid,5247500,0.124402835
2016,SV Samson,Delhi Capitals,162,131.71,10,5,12.2,24.39,0.414011218,bat_mid,68728228.8,0.01476819
2024,TM Head,Sunrisers Hyderabad,110,142.86,8,6,18.18,32.47,0.277943355,bat_mid,75398179,0.009037447
2022,JM Bairstow,Punjab Kings,64,106.67,8,0,13.33,33.33,0.180369808,bat_mid,83955045.43,0.005267049
2022,D Brevis,Mumbai Indians,85,151.79,4,8,21.43,42.86,0.248182114,bat_mid,37313353.52,0.016306341
2022,R Tewatia,Gujarat Titans,59,100,6,1,11.86,38.98,0.139552714,bat_mid,111940060.6,0.00305635
2022,F du Plessis,Royal Challengers Bengaluru,189,153.66,12,10,17.89,26.83,0.476436664,bat_mid,87064491.56,0.013415734
2014,KP Pietersen,Delhi Capitals,93,114.81,9,2,13.58,35.8,0.210549914,bat_mid,174331654.5,0.002960937
2025,Aniket Verma,Sunrisers Hyderabad,149,167.42,5,15,22.47,37.08,0.347357567,bat_mid,3148500,0.270472667
2024,Naman Dhir,Mumbai Indians,46,200,4,3,30.43,26.09,0.317452532,bat_mid,2217593.5,0.350951556
2024,T Stubbs,Delhi Capitals,144,126.32,6,8,12.28,28.95,0.308816242,bat_mid,5543983.75,0.13656157
2016,DR Smith,Gujarat Titans,113,156.94,10,7,23.61,33.33,0.36693137,bat_mid,37636887.2,0.023901297
2022,RA Tripathi,Sunrisers Hyderabad,208,162.5,16,11,21.09,25,0.533659714,bat_mid,105721168.3,0.012375216
2016,JC Buttler,Mumbai Indians,167,146.49,14,7,18.42,27.19,0.45179122,bat_mid,62182683.2,0.017812244
2022,HR Shokeen,Mumbai Indians,42,105,5,0,12.5,45,0.0947794,bat_mid,2487556.902,0.093409543
2022,AK Markram,Sunrisers Hyderabad,249,138.33,16,12,15.56,27.22,0.554438572,bat_mid,32338239.72,0.042032709
2016,KH Pandya,Mumbai Indians,165,208.86,14,11,31.65,25.32,0.578701211,bat_mid,32727728,0.043349975
2022,DA Miller,Gujarat Titans,289,130.18,14,15,13.06,27.48,0.605718868,bat_mid,37313353.52,0.039797623
2020,EJG Morgan,Kolkata Knight Riders,200,112.36,13,10,12.92,38.2,0.422377327,bat_mid,72942048.13,0.014196228
2014,CJ Anderson,Mumbai Indians,203,169.17,17,11,23.33,30,0.542902962,bat_mid,87165827.27,0.015269551
2014,JP Duminy,Delhi Capitals,192,101.05,5,6,5.79,27.89,0.360180532,bat_mid,42614404.44,0.020721163
2022,Shahbaz Ahmed,Royal Challengers Bengaluru,171,119.58,11,6,11.89,33.57,0.369051569,bat_mid,29850682.82,0.030309802
2018,Shubman Gill,Kolkata Knight Riders,117,142.68,9,4,15.85,23.17,0.343038287,bat_mid,26862230.93,0.031307676
2018,SA Yadav,Mumbai Indians,187,132.62,21,3,17.02,30.5,0.406320493,bat_mid,47755077.22,0.020859289
2016,AJ Finch,Gujarat Titans,213,141.06,21,8,19.21,30.46,0.513887026,bat_mid,16363864,0.076989608
2014,Shakib Al Hasan,Kolkata Knight Riders,122,135.56,9,5,15.56,32.22,0.315071753,bat_mid,54236514.74,0.014241903
2022,PBB Rajapaksa,Punjab Kings,124,156.96,7,8,18.99,29.11,0.364316208,bat_mid,6218892.254,0.143620283
2015,M Vijay,Punjab Kings,40,114.29,3,1,11.43,37.14,0.091087015,bat_mid,52366001.18,0.004264395
2018,F du Plessis,Chennai Super Kings,43,116.22,2,2,10.81,35.14,0.129304105,bat_mid,23877538.61,0.013276178
2025,RR Pant,Lucknow Super Giants,108,117.39,9,5,15.22,41.3,0.181121154,bat_mid,283365000,0.001567015
2022,R Ashwin,Rajasthan Royals,69,113.11,1,4,8.2,29.51,0.19468219,bat_mid,62188922.54,0.007674737
2020,RA Tripathi,Kolkata Knight Riders,62,103.33,3,1,6.67,26.67,0.17294008,bat_mid,8336234.072,0.050859967
2022,A Manohar,Gujarat Titans,58,152.63,7,2,23.68,31.58,0.252735183,bat_mid,32338239.72,0.019160183
2024,RK Singh,Kolkata Knight Riders,79,129.51,5,3,13.11,29.51,0.205639039,bat_mid,2217593.5,0.227338998
2025,KH Pandya,Royal Challengers Bengaluru,68,138.78,3,4,14.29,34.69,0.170945322,bat_mid,60346250,0.00694476
2022,RV Uthappa,Chennai Super Kings,63,165.79,2,6,21.05,34.21,0.25655468,bat_mid,24875569.02,0.025284667
2022,MR Marsh,Delhi Capitals,71,102.9,3,3,8.7,33.33,0.174912978,bat_mid,80845599.3,0.005304152
2024,Abhishek Sharma,Sunrisers Hyderabad,99,198,8,8,32,32,0.380514537,bat_mid,2217593.5,0.420668148
2018,RV Uthappa,Kolkata Knight Riders,161,147.71,14,10,22.02,38.53,0.374384456,bat_mid,95510154.43,0.009609894
2017,CJ Anderson,Delhi Capitals,54,75,2,2,5.56,54.17,0,bat_mid,15598002.1,0
2020,PK Garg,Sunrisers Hyderabad,60,92.31,3,0,4.62,36.92,0.106292382,bat_mid,26398074.56,0.009871433
2021,SPD Smith,Delhi Capitals,78,114.71,7,0,10.29,25,0.258770847,bat_mid,29174564.85,0.021745093
2023,N Pooran,Lucknow Super Giants,219,169.77,15,18,25.58,36.43,0.512699257,bat_mid,189293781.2,0.006640131
2019,SN Khan,Punjab Kings,103,124.1,12,2,16.87,33.73,0.233504785,bat_mid,3610631.383,0.158548796
2025,WG Jacks,Mumbai Indians,98,130.67,8,5,17.33,36,0.211026794,bat_mid,55098750,0.00938958
2022,LS Livingstone,Punjab Kings,288,176.69,17,23,24.54,28.22,0.680948658,bat_mid,143034521.8,0.011671423
2023,Sikandar Raza,Punjab Kings,91,154.24,7,5,20.34,35.59,0.274393124,bat_mid,5915430.661,0.113720084
2018,MM Ali,Royal Challengers Bengaluru,72,205.71,4,6,28.57,20,0.424407357,bat_mid,25369884.77,0.041012357
2022,KH Pandya,Lucknow Super Giants,96,106.67,8,2,11.11,38.89,0.206902506,bat_mid,102611722.2,0.004943324
2014,MEK Hussey,Mumbai Indians,69,115,1,4,8.33,28.33,0.184699787,bat_mid,96850919.19,0.004675337
2023,H Klaasen,Sunrisers Hyderabad,293,178.66,17,18,21.34,17.68,0.707488373,bat_mid,62112021.95,0.02792505
2016,KD Karthik,Gujarat Titans,240,129.73,25,2,14.59,28.11,0.53891355,bat_mid,37636887.2,0.035103929
2025,TH David,Royal Challengers Bengaluru,56,164.71,6,3,26.47,44.12,0.190494109,bat_mid,31485000,0.014832972
2018,MA Agarwal,Punjab Kings,64,125.49,3,3,11.76,27.45,0.208311661,bat_mid,14923461.63,0.034221128
2018,MA Agarwal,Punjab Kings,64,125.49,3,3,11.76,27.45,0.208311661,bat_mid,2984692.326,0.171105642
2014,JH Kallis,Kolkata Knight Riders,87,142.62,6,3,14.75,26.23,0.29254846,bat_mid,106536011.1,0.006732118
2022,PJ Cummins,Kolkata Knight Riders,60,352.94,5,6,64.71,23.53,0.605408133,bat_mid,90173937.68,0.016459534
2021,RM Patidar,Royal Challengers Bengaluru,48,137.14,1,3,11.43,20,0.255454816,bat_mid,2652233.169,0.236130838
2018,Ishan Kishan,Mumbai Indians,215,190.27,18,14,28.32,28.32,0.578486539,bat_mid,92525462.11,0.015327888
2021,KS Bharat,Royal Challengers Bengaluru,87,124.29,5,3,11.43,25.71,0.290094245,bat_mid,2652233.169,0.268149955
2018,KD Karthik,Kolkata Knight Riders,284,131.48,26,6,14.81,27.31,0.552697342,bat_mid,110433616.1,0.012269769
2022,D Padikkal,Rajasthan Royals,239,131.32,21,12,18.13,38.46,0.49544614,bat_mid,96392829.94,0.012600914
2025,V Suryavanshi,Rajasthan Royals,101,252.5,6,10,40,20,0.510405544,bat_mid,11544500,0.108390338
2018,KK Nair,Punjab Kings,196,129.8,12,8,13.25,28.48,0.410109452,bat_mid,83571385.13,0.012030744
2022,TH David,Mumbai Indians,72,180,8,3,27.5,27.5,0.330222251,bat_mid,102611722.2,0.007889685
2024,SD Hope,Delhi Capitals,79,175.56,2,7,20,26.67,0.301118484,bat_mid,8315975.625,0.088771697
2018,Shakib Al Hasan,Sunrisers Hyderabad,150,113.64,15,2,12.88,34.09,0.295333818,bat_mid,29846923.26,0.024258499
2018,Shakib Al Hasan,Sunrisers Hyderabad,150,113.64,15,2,12.88,34.09,0.295333818,bat_mid,2984692.326,0.242584991
2017,RA Tripathi,Lucknow Super Giants,79,127.42,6,4,16.13,35.48,0.231072327,bat_mid,1559800.21,0.363186152
2023,MA Agarwal,Sunrisers Hyderabad,110,134.15,7,4,13.41,20.73,0.313703373,bat_mid,97604605.91,0.00787951
2016,SR Watson,Royal Challengers Bengaluru,123,126.8,9,8,17.53,44.33,0.283160699,bat_mid,155456708,0.004465538
2022,SN Thakur,Delhi Capitals,51,124.39,4,2,14.63,34.15,0.176638736,bat_mid,133706183.5,0.003238805
2025,VR Iyer,Kolkata Knight Riders,91,130,9,2,15.71,35.71,0.195241212,bat_mid,249256250,0.00192033
2022,MK Lomror,Royal Challengers Bengaluru,44,133.33,4,1,15.15,21.21,0.22428741,bat_mid,11815895.28,0.04653595
2025,F du Plessis,Delhi Capitals,43,116.22,3,1,10.81,29.73,0.11252345,bat_mid,20990000,0.013142589
2018,KA Pollard,Mumbai Indians,94,149.21,8,6,22.22,39.68,0.27373219,bat_mid,80586692.8,0.008327466
2022,DA Warner,Delhi Capitals,163,150.93,14,7,19.44,25,0.441230723,bat_mid,77736153.18,0.013915314
2022,MS Wade,Gujarat Titans,41,100,4,0,9.76,36.59,0.112020507,bat_mid,29850682.82,0.009200122
2020,AJ Finch,Royal Challengers Bengaluru,50,104.17,3,2,10.42,39.58,0.120376216,bat_mid,61132383.19,0.004827471
2017,P Negi,Royal Challengers Bengaluru,83,150.91,5,5,18.18,34.55,0.587997293,bat_death,15598002.1,0.069756184
2014,Yuvraj Singh,Royal Challengers Bengaluru,117,234,4,14,36,40,0.874482191,bat_death,271182573.7,0.003489772
2021,KA Jamieson,Royal Challengers Bengaluru,45,150,4,2,20,26.67,0.518704122,bat_death,198917487.6,0.002303582
2014,AJ Finch,Sunrisers Hyderabad,55,148.65,4,3,18.92,27.03,0.487397291,bat_death,77480735.35,0.009383313
2016,Yuvraj Singh,Sunrisers Hyderabad,46,176.92,5,3,30.77,34.62,0.509146691,bat_death,114547048,0.00583532
2018,Washington Sundar,Royal Challengers Bengaluru,52,236.36,4,4,36.36,22.73,0.67015601,bat_death,47755077.22,0.024267051
2014,M Manhas,Chennai Super Kings,25,192.31,2,1,23.08,23.08,0.556906404,bat_death,5811055.151,0.181516879
2013,MC Henriques,Royal Challengers Bengaluru,76,180.95,11,2,30.95,30.95,0.655605051,bat_death,36939715.39,0.031408021
2017,KV Sharma,Mumbai Indians,26,173.33,4,1,33.33,40,0.413327586,bat_death,49913606.71,0.013209286
2018,SW Billings,Chennai Super Kings,49,188.46,3,3,23.08,15.38,0.570519991,bat_death,14923461.63,0.070780341
2025,M Shahrukh Khan,Gujarat Titans,64,188.24,2,5,20.59,17.65,0.584318905,bat_death,3148500,0.354045762
2016,TG Southee,Mumbai Indians,27,192.86,1,2,21.43,21.43,0.526443294,bat_death,40909660,0.022028032
2016,MP Stoinis,Punjab Kings,43,186.96,5,1,26.09,17.39,0.64017396,bat_death,9000125.199,0.134023827
2019,SE Rutherford,Delhi Capitals,47,195.83,2,5,29.17,29.17,0.580254489,bat_death,28885051.06,0.035907053
2025,LS Livingstone,Royal Challengers Bengaluru,37,284.62,1,5,46.15,30.77,0.686193264,bat_death,91831250,0.011655037
2019,SM Curran,Punjab Kings,65,224.14,9,2,37.93,20.69,0.781523898,bat_death,103986183.8,0.011738317
2020,MP Stoinis,Delhi Capitals,99,180,10,4,25.45,16.36,0.763645131,bat_death,66689872.57,0.019302688
2022,Q de Kock,Lucknow Super Giants,54,317.65,5,4,52.94,5.88,1.053927395,bat_death,83955045.43,0.021422577
2022,Kuldeep Yadav,Delhi Capitals,43,122.86,3,2,14.29,34.29,0.310460532,bat_death,2487556.902,0.237205696
2022,Kuldeep Yadav,Delhi Capitals,43,122.86,3,2,14.29,34.29,0.310460532,bat_death,24875569.02,0.021282377
2017,BA Stokes,Lucknow Super Giants,36,144,2,2,16,20,0.462927929,bat_death,226171030.4,0.001225493
2015,Yuvraj Singh,Delhi Capitals,40,166.67,3,3,25,37.5,0.393595296,bat_death,279285339.6,0
2018,KL Rahul,Punjab Kings,91,267.65,11,4,44.12,5.88,0.985082545,bat_death,164158077.9,0.008826334
2016,CH Morris,Delhi Capitals,125,189.39,10,7,25.76,25.76,0.921836118,bat_death,114547048,0.01276101
2019,AR Patel,Delhi Capitals,81,158.82,8,3,21.57,23.53,0.59106431,bat_death,72212627.65,0.013025119
2025,Sameer Rizvi,Delhi Capitals,32,266.67,2,3,41.67,8.33,0.76109203,bat_death,9970250,0.144033018
2025,MP Stoinis,Punjab Kings,100,294.12,5,10,44.12,8.82,1.052463717,bat_death,115445000,0.014815802
2025,Naman Dhir,Mumbai Indians,173,205.95,19,10,34.52,26.19,1.003412814,bat_death,55098750,0.032298435
2020,AT Carey,Delhi Capitals,31,110.71,0,1,3.57,21.43,0.258028609,bat_death,33344936.29,0.012166057
2018,V Shankar,Delhi Capitals,109,184.75,4,8,20.34,15.25,0.746595219,bat_death,47755077.22,0.027344
2022,KD Karthik,Royal Challengers Bengaluru,242,220,19,19,34.55,25.45,1.259378127,bat_death,68407814.79,0.03268037
2016,TM Head,Royal Challengers Bengaluru,41,170.83,3,1,16.67,20.83,0.510815338,bat_death,8181932,0.117304847
2015,RS Bopara,Sunrisers Hyderabad,57,123.91,3,2,10.87,30.43,0.359947087,bat_death,17455333.73,0.036930945
2025,DL Chahar,Mumbai Indians,37,148,3,2,20,32,0.328138804,bat_death,97078750,0.003788559
2025,A Raghuvanshi,Kolkata Knight Riders,52,148.57,5,2,20,28.57,0.403251667,bat_death,31485000,0.021911356
2025,SB Dubey,Rajasthan Royals,77,208.11,3,7,27.03,21.62,0.66732019,bat_death,8396000,0.150077579
2020,NM Coulter-Nile,Mumbai Indians,25,166.67,4,0,26.67,33.33,0.405501495,bat_death,111149787.6,0.004303956
2017,MK Tiwary,Lucknow Super Giants,169,164.08,18,7,24.27,25.24,1.068285416,bat_death,7799001.048,0.260603705
2014,R Bhatia,Rajasthan Royals,39,169.57,4,2,26.09,34.78,0.484475351,bat_death,32929312.52,0.025573065
2025,JC Buttler,Gujarat Titans,97,210.87,9,6,32.61,17.39,0.794222338,bat_death,165296250,0.006527298
2022,PVD Chameera,Lucknow Super Giants,39,162.5,2,3,20.83,33.33,0.408569069,bat_death,24875569.02,0.028863918
2023,AM Rahane,Chennai Super Kings,33,366.67,3,3,66.67,11.11,1.051072561,bat_death,5915430.661,0.338853249
2022,JM Sharma,Punjab Kings,63,217.24,6,4,34.48,20.69,0.722819616,bat_death,2487556.902,0.555864709
2014,IK Pathan,Sunrisers Hyderabad,35,134.62,5,0,19.23,30.77,0.377133443,bat_death,46488441.21,0.012885479
2014,RG Sharma,Mumbai Indians,118,190.32,10,8,29.03,27.42,0.81805234,bat_death,36803349.29,0.040019374
2025,MJ Santner,Mumbai Indians,35,140,2,3,20,40,0.256654515,bat_death,20990000,0.020795891
2018,K Gowtham,Rajasthan Royals,91,227.5,6,7,32.5,27.5,0.734918039,bat_death,92525462.11,0.012559571
2022,Ishan Kishan,Mumbai Indians,34,226.67,5,1,40,6.67,0.756124828,bat_death,189676213.7,0.004953994
