season,player,team,wickets,balls,economy,dot_balls,dot_pct,boundaries_conceded,boundary_pct_conceded,wickets_z,economy_z,dot_pct_z,boundary_pct_conceded_z,impact_score,impact_score_pos,phase,name,year,adj_price,ROI,ROI_z
2014,JJ Bumrah,Mumbai Indians,2,54,7.56,21,38.89,9,16.67,0.1281635251043781,0.2807929658612276,0.4996000336461443,0.2432950527811411,0.0688319145052001,0.9968370031027174,middle,JJ Bumrah,2014,23244220.6044,4.288537009126569,0.042638954346387696
2014,JO Holder,Sunrisers Hyderabad,0,6,14.0,0,0.0,2,33.33,0.025661740602515,0.549025441729912,0.0616937625791033,0.4695021945659553,-0.4761200526196171,0.4518850359779002,middle,JO Holder,2014,14527637.87775,3.110519685171881,0.030926468995681165
2014,JP Duminy,Delhi Capitals,3,120,7.5,31,25.83,13,10.83,0.1794144173553096,0.2782939055270474,0.3525427978493956,0.1640003524195975,0.1194492704822257,1.0474543590797432,middle,JP Duminy,2014,42614404.4414,2.457981926088209,0.02443858567797848
2014,JW Hastings,Chennai Super Kings,1,6,3.0,4,66.67,0,0.0,0.0769126328534465,0.0908643804635258,0.8124063131586771,0.0169521323998173,0.2830089123769888,1.211014000974506,middle,JW Hastings,2014,9685091.9185,12.503897858328894,0.12432051508441244
2014,K Santokie,Mumbai Indians,1,12,7.0,6,50.0,2,16.67,0.0769126328534465,0.2574684027422116,0.6247000252006525,0.2432950527811411,0.048145224090368,0.9761503126878852,middle,K Santokie,2014,5811055.151099999,16.798159496096087,0.16701638678483907
2014,KK Cooper,Rajasthan Royals,1,30,10.2,8,26.67,6,20.0,0.0769126328534465,0.3907516205651603,0.3620013030614377,0.288509325418802,-0.1463338213372875,0.7816712672602297,middle,KK Cooper,2014,5811055.151099999,13.451451533931214,0.13374160619981543
2014,KV Sharma,Sunrisers Hyderabad,11,210,8.34,74,35.24,34,16.19,0.5894215553627621,0.3132807502055714,0.4585005764747712,0.2367776801486854,0.7237023697923801,1.6517074583898974,middle,KV Sharma,2014,72638189.38875,2.273883025291527,0.022608174838667897
2014,KW Richardson,Rajasthan Royals,1,30,7.0,11,36.67,3,10.0,0.0769126328534465,0.2574684027422116,0.4746025555857475,0.1527307289093096,0.0212288479802628,0.94923393657778,middle,KW Richardson,2014,19370183.837,4.900490075703871,0.04872332270146826
2014,L Balaji,Punjab Kings,4,84,7.79,30,35.71,10,11.9,0.2306653096062412,0.2903726971422521,0.4637928353434138,0.1785286622461132,0.2171319248493616,1.1451370134468788,middle,L Balaji,2014,34866330.9066,3.28436340638903,0.03265491729322631
2014,LR Shukla,Delhi Capitals,1,48,8.63,21,43.75,11,22.92,0.0769126328534465,0.3253595418207761,0.554324242372959,0.3281566755995738,-0.0442527465844781,0.8837523420130391,middle,LR Shukla,2014,29055275.7555,3.041624348878361,0.030241474301069278
2014,M de Lange,Mumbai Indians,1,12,6.0,4,33.33,1,8.33,0.0769126328534465,0.2158173971725402,0.436993737242628,0.1300557032922244,0.0478020120564811,0.9758071006539984,middle,M de Lange,2014,5811055.151099999,16.792253304794116,0.16695766423662511
2014,M Morkel,Kolkata Knight Riders,5,78,8.62,30,38.46,16,20.51,0.2819162018571728,0.3249430317650794,0.494758179787599,0.2954340338407861,0.2522605245418181,1.1802656131393354,middle,M Morkel,2014,54236514.7436,2.176145754790796,0.021636418035368213
2014,M Muralitharan,Royal Challengers Bengaluru,2,48,7.63,13,27.08,5,10.42,0.1281635251043781,0.2837085362511046,0.3666179544149344,0.1584334299627083,0.043577158987622,0.9715822475851392,middle,M Muralitharan,2014,19370183.837,5.015864876456513,0.04987044136957028
2014,M Vijay,Delhi Capitals,0,6,13.0,2,33.33,3,50.0,0.025661740602515,0.5073744361602405,0.436993737242628,0.695845114947279,-0.3754778398410873,0.55252724875643,middle,M Vijay,2014,96850919.185,0.5704925192305287,0.005672145169940004
2014,MC Henriques,Sunrisers Hyderabad,0,24,6.5,6,25.0,2,8.33,0.025661740602515,0.2366428999573759,0.3431968938898779,0.1300557032922244,-0.0738737815536097,0.8541313070439075,middle,MC Henriques,2014,19370183.837,4.409515749728646,0.04384179041529364
2014,MG Johnson,Punjab Kings,2,66,8.0,27,40.91,10,15.15,0.1281635251043781,0.2991194083118831,0.5223454866560548,0.2226567061116982,0.0651220657815374,0.9931271543790549,middle,MG Johnson,2014,125906194.9405,0.7887833913560655,0.007842511080502492
2014,MK Tiwary,Delhi Capitals,0,6,11.0,3,50.0,2,33.33,0.025661740602515,0.4240724250208975,0.6247000252006525,0.4695021945659553,-0.2072557604659408,0.7207493281315764,middle,MK Tiwary,2014,54236514.7436,1.3289005230864803,0.01321264771976761
2014,MM Sharma,Chennai Super Kings,4,78,5.77,29,37.18,4,5.13,0.2306653096062412,0.2062376658915157,0.4803452194644873,0.0866065524091868,0.307790087053658,1.2357951756511754,middle,MM Sharma,2014,38740367.674,3.18994178385292,0.03171612645521766
2014,Mohammed Shami,Delhi Capitals,3,66,6.18,26,39.39,5,7.58,0.1794144173553096,0.223314578175081,0.5052300962723598,0.1198723085540125,0.2180645306638051,1.1460696192613224,middle,Mohammed Shami,2014,82323281.30725,1.3921573594520835,0.01384158139858392
2014,P Negi,Chennai Super Kings,0,30,12.0,5,16.67,8,26.67,0.025661740602515,0.465723430590569,0.2494000505371278,0.3790736492906335,-0.335080848265671,0.5929242403318462,middle,P Negi,2014,1937018.3837,30.61015038996536,0.3043426702943661
2014,P Suyal,Mumbai Indians,1,6,1.0,5,83.33,0,0.0,0.0769126328534465,0.0075623693241828,0.9999999998641772,0.0169521323998173,0.4059286273001132,1.3339337158976303,middle,P Suyal,2014,1937018.3837,68.86531006224185,0.6846961575812069
2014,Parvez Rasool,Sunrisers Hyderabad,1,36,9.17,9,25.0,6,16.67,0.0769126328534465,0.3478510848283987,0.3431968938898779,0.2432950527811411,-0.108611860971814,0.8193932276257033,middle,Parvez Rasool,2014,18401674.64515,4.452818797346062,0.04427233273461817
2014,PJ Cummins,Kolkata Knight Riders,0,6,9.0,1,16.67,1,16.67,0.025661740602515,0.3407704138815545,0.2494000505371278,0.2432950527811411,-0.207962715596561,0.7200423730009563,middle,PJ Cummins,2014,19370183.837,3.71727175673762,0.0369591262454636
2014,PP Ojha,Mumbai Indians,1,162,8.85,48,29.63,24,14.81,0.0769126328534465,0.3345227630461038,0.3953312738086333,0.2180402338303755,-0.0772579257801983,0.8507471628173189,middle,PP Ojha,2014,62953097.47025,1.3513984172412803,0.013436333951159549
2014,PV Tambe,Rajasthan Royals,14,240,7.18,70,29.17,25,10.42,0.7431742321155568,0.2649655837447525,0.3901516161925151,0.1584334299627083,0.988147680042746,1.9161527686402635,middle,PV Tambe,2014,1937018.3837,98.92279726226036,0.9835439515401415
2014,R Bhatia,Rajasthan Royals,11,204,7.65,49,24.02,22,10.78,0.5894215553627621,0.2845415563624981,0.3321619711424955,0.16332145943705,0.7234833874094833,1.6514884760070003,middle,R Bhatia,2014,32929312.5229,5.015253430688866,0.04986436204505553
2014,R Dhawan,Punjab Kings,10,204,7.0,67,32.84,20,9.8,0.5381706631118305,0.2574684027422116,0.4314762758689369,0.1500151569791198,0.7007211238388336,1.6287262124363509,middle,R Dhawan,2014,58110551.511,2.8028063236124034,0.02786701633213046
2014,R Rampaul,Royal Challengers Bengaluru,0,6,6.0,3,50.0,1,16.67,0.025661740602515,0.2158173971725402,0.6247000252006525,0.2432950527811411,0.0045896901697078,0.9325947787672252,middle,R Rampaul,2014,17433165.4533,5.349543554011818,0.05318805524776819
2014,R Shukla,Delhi Capitals,0,18,10.0,3,16.67,3,16.67,0.025661740602515,0.382421419451226,0.2494000505371278,0.2432950527811411,-0.2412835200522982,0.686721568545219,middle,R Shukla,2014,7748073.5348,8.863126627036397,0.08812199843727747
2014,R Tewatia,Rajasthan Royals,2,42,7.71,14,33.33,6,14.29,0.1281635251043781,0.2870406166966783,0.436993737242628,0.2109797468118819,0.0515149661096365,0.9795200547071538,middle,R Tewatia,2014,1937018.3837,50.56844390067798,0.5027788185715152
2014,RG Sharma,Mumbai Indians,1,18,8.67,4,22.22,3,16.67,0.0769126328534465,0.3270255820435629,0.3118937456881198,0.2432950527811411,-0.1013424032044728,0.8266626853930445,middle,RG Sharma,2014,36803349.2903,2.246161562287273,0.022332553060672746
2014,RN ten Doeschate,Kolkata Knight Riders,1,30,7.0,13,43.33,4,13.33,0.0769126328534465,0.2574684027422116,0.549594989766938,0.1979450015469706,0.0346837237070877,0.962688812304605,middle,RN ten Doeschate,2014,19370183.837,4.969951862128036,0.04941394934963649
2014,S Badree,Chennai Super Kings,1,18,9.67,4,22.22,3,16.67,0.0769126328534465,0.3686765876132344,0.3118937456881198,0.2432950527811411,-0.13466320766021,0.7933418809373073,middle,S Badree,2014,5811055.151099999,13.652286208075864,0.13573841314908539
2014,S Gopal,Mumbai Indians,5,72,8.17,24,33.33,10,13.89,0.2819162018571728,0.3062000792587273,0.436993737242628,0.2055486029515022,0.2679026399612653,1.1959077285587827,middle,S Gopal,2014,1937018.3837,61.73961685765816,0.6138486618991098
2014,S Kaul,Delhi Capitals,1,30,12.6,5,16.67,9,30.0,0.0769126328534465,0.4907140339323718,0.2494000505371278,0.4242879219282944,-0.2872398470902481,0.6407652415072691,middle,S Kaul,2014,8716582.72665,7.351106065318458,0.0730886722552513
2014,S Nadeem,Delhi Capitals,5,150,8.12,43,28.67,18,12.0,0.2819162018571728,0.3041175289802437,0.3845215535662997,0.1798864482112081,0.2589594560292125,1.1869645446267298,middle,S Nadeem,2014,16464656.261449998,7.209166871013663,0.07167743601943347
2014,S Rana,Royal Challengers Bengaluru,0,12,8.0,3,25.0,2,16.67,0.025661740602515,0.2991194083118831,0.3431968938898779,0.2432950527811411,-0.1465028581349988,0.7815022304625185,middle,S Rana,2014,3874036.7674,20.172813976337444,0.20056902676710422
2014,Sandeep Sharma,Punjab Kings,0,12,10.0,2,16.67,2,16.67,0.025661740602515,0.382421419451226,0.2494000505371278,0.2432950527811411,-0.2412835200522982,0.686721568545219,middle,Sandeep Sharma,2014,16464656.261449998,4.1708831186053645,0.04146917573518941
2014,Sandeep Sharma,Punjab Kings,0,12,10.0,2,16.67,2,16.67,0.025661740602515,0.382421419451226,0.2494000505371278,0.2432950527811411,-0.2412835200522982,0.686721568545219,middle,Sandeep Sharma,2014,1937018.3837,35.45250650814559,0.3524879937491099
2014,SB Jakati,Royal Challengers Bengaluru,0,6,4.0,2,33.33,0,0.0,0.025661740602515,0.1325153860331972,0.436993737242628,0.0169521323998173,0.0601879967700396,0.9881930853675568,middle,SB Jakati,2014,3874036.7674,25.508097746598505,0.25361530353259654
2014,Shakib Al Hasan,Kolkata Knight Riders,6,180,6.77,57,31.67,16,8.89,0.3331670941081043,0.2478886714611871,0.4183019293235926,0.137659304696756,0.3993984218509332,1.3274035104484505,middle,Shakib Al Hasan,2014,54236514.7436,2.447435121382106,0.024333723641482875
2014,TG Southee,Rajasthan Royals,0,6,12.0,1,16.67,2,33.33,0.025661740602515,0.465723430590569,0.2494000505371278,0.4695021945659553,-0.3531665573207354,0.5748385312767819,middle,TG Southee,2014,23244220.6044,2.47303852884604,0.02458828656577229
2014,UT Yadav,Kolkata Knight Riders,3,72,8.67,22,30.56,13,18.06,0.1794144173553096,0.3270255820435629,0.4058031902933942,0.2621682776959604,0.0768084619469403,1.0048135505444575,middle,UT Yadav,2014,50362477.9762,1.995163047813704,0.019836990080366473
2014,V Shankar,Chennai Super Kings,0,6,19.0,1,16.67,3,50.0,0.025661740602515,0.7572804695782692,0.2494000505371278,0.695845114947279,-0.6316807725871603,0.296324316010357,middle,V Shankar,2014,1937018.3837,15.297960954006667,0.15210060151575122
2014,VR Aaron,Royal Challengers Bengaluru,5,66,8.18,27,40.91,14,21.21,0.2819162018571728,0.3066165893144239,0.5223454866560548,0.3049385355964505,0.2732969702117463,1.2013020588092638,middle,VR Aaron,2014,38740367.674,3.100905156394526,0.030830876150678956
2014,VS Malik,Rajasthan Royals,1,6,5.0,1,16.67,0,0.0,0.0769126328534465,0.1741663916028687,0.2494000505371278,0.0169521323998173,0.0474654246790497,0.9754705132765672,middle,VS Malik,2014,3874036.7674,25.17969167162136,0.2503501127208519
2014,WD Parnell,Delhi Capitals,1,54,7.44,18,33.33,8,14.81,0.0769126328534465,0.275794845192867,0.436993737242628,0.2180402338303755,-0.0177768524674105,0.9102282361301068,middle,WD Parnell,2014,19370183.837,4.699120275727236,0.04672119524176058
2014,Y Venugopal Rao,Sunrisers Hyderabad,0,6,7.0,2,33.33,1,16.67,0.025661740602515,0.2574684027422116,0.436993737242628,0.2432950527811411,-0.0850430006734366,0.8429620879240807,middle,Y Venugopal Rao,2014,10653601.11035,7.912461515995196,0.07866997174796017
2014,YK Pathan,Kolkata Knight Riders,0,6,10.0,1,16.67,1,16.67,0.025661740602515,0.382421419451226,0.2494000505371278,0.2432950527811411,-0.2412835200522982,0.686721568545219,middle,YK Pathan,2014,62953097.47025,1.0908463540967874,0.010845784423049535
2014,YS Chahal,Royal Challengers Bengaluru,11,294,7.1,109,37.07,33,11.22,0.5894215553627621,0.2616335032991788,0.4791066056867199,0.1692957176834677,0.7846983685741226,1.71270345717164,middle,YS Chahal,2014,1937018.3837,88.41957678791441,0.8791152530486499
2014,Yuvraj Singh,Royal Challengers Bengaluru,5,106,8.55,26,24.53,16,15.09,0.2819162018571728,0.3220274613752024,0.3379046350212354,0.2218420345326412,0.2222553172854396,1.1502604058829569,middle,Yuvraj Singh,2014,271182573.718,0.4241645730079622,0.004217273588954063
2014,Z Khan,Mumbai Indians,0,18,8.33,7,38.89,3,16.67,0.025661740602515,0.3128642401498747,0.4996000336461443,0.2432950527811411,-0.1105777816785122,0.8174273069190051,middle,Z Khan,2014,50362477.9762,1.6230879411956258,0.01613761813819762
2015,A Mishra,Delhi Capitals,9,198,7.48,64,32.32,22,11.11,0.4895390121401238,0.2780158315247314,0.4277772905718594,0.1745295619526471,0.6053231277714292,1.5333282163689463,middle,A Mishra,2015,61093668.0445,2.5097989127974536,0.024953778184411544
2015,AD Mathews,Delhi Capitals,1,90,7.53,27,30.0,12,13.33,0.0691066555836682,0.2800727112135696,0.4009569760554395,0.2037553857308174,-0.0408621699248849,0.8871429186726323,middle,AD Mathews,2015,130915002.9525,0.677648014868483,0.006737543061283335
2015,CH Morris,Rajasthan Royals,3,42,4.86,23,54.76,4,9.52,0.1742147447227821,0.1702353358296126,0.6871944706358515,0.1535975530304441,0.3005726790051497,1.228577767602667,middle,CH Morris,2015,24437467.2178,5.027434949182392,0.04998547729014022
2015,D Wiese,Royal Challengers Bengaluru,3,126,8.81,27,21.43,23,18.25,0.1742147447227821,0.3327288312478261,0.3018836590702162,0.2685261303202759,0.031998923742922,0.9600040123404392,middle,D Wiese,2015,48874934.4356,1.9642052177182716,0.019529190590402132
2015,DJ Muthuswami,Delhi Capitals,0,6,8.0,4,66.67,2,33.33,0.0165526110141113,0.2994073802886481,0.8248797921404034,0.4670510954440631,-0.0606432691564431,0.8673618194410742,middle,DJ Muthuswami,2015,13091500.29525,6.62538135339446,0.06587312467016121
2015,DJG Sammy,Royal Challengers Bengaluru,0,12,9.0,1,8.33,2,16.67,0.0165526110141113,0.340544974065411,0.150441365895604,0.2477257692529295,-0.2520198068130665,0.6759852817844507,middle,DJG Sammy,2015,48874934.4356,1.3830919459854456,0.013751448154983015
2015,GB Hogg,Kolkata Knight Riders,2,54,7.56,21,38.89,9,16.67,0.1216607001532252,0.2813068390268724,0.5037296467670657,0.2477257692529295,0.0590193191878736,0.9870244077853908,middle,GB Hogg,2015,8727666.863499999,11.309143935285023,0.11244162541378078
2015,GS Sandhu,Delhi Capitals,0,18,9.67,2,11.11,3,16.67,0.0165526110141113,0.3681071618958421,0.1825795013937278,0.2477257692529295,-0.2644281164279743,0.663576972169543,middle,GS Sandhu,2015,29674067.3359,2.236218461925308,0.022233693379272508
2015,HH Pandya,Mumbai Indians,1,84,9.64,25,29.76,19,22.62,0.0691066555836682,0.3668730340825392,0.3981824607606375,0.3260562428926201,-0.1355949542408618,0.7924101343566554,middle,HH Pandya,2015,1745533.3727,45.396447111804655,0.4513560292867032
2015,J Suchith,Mumbai Indians,8,162,8.41,49,30.25,26,16.05,0.4369849675705669,0.3162737937371209,0.4038470961541917,0.2395636022518188,0.4756998247620473,1.4037049133595647,middle,J Suchith,2015,1745533.3727,80.41696224852504,0.7995489311839687
2015,J Theron,Rajasthan Royals,0,6,4.0,2,33.33,0,0.0,0.0165526110141113,0.1348570051815965,0.439453375770818,0.0282687952069391,0.0431255660657472,0.9711306546632644,middle,J Theron,2015,5236600.1181,18.54506039723386,0.18438502033347376
2015,JD Unadkat,Delhi Capitals,0,6,15.0,1,16.67,2,33.33,0.0165526110141113,0.5873705367259884,0.2468557723899754,0.4670510954440631,-0.4644210002314438,0.4635840883660735,middle,JD Unadkat,2015,19200867.0997,2.414391422840048,0.024005185319306295
2015,KC Cariappa,Kolkata Knight Riders,1,6,16.0,1,16.67,3,50.0,0.0691066555836682,0.6285081305027512,0.2468557723899754,0.6865080694900534,-0.4623914032077166,0.4656136853898006,middle,KC Cariappa,2015,41892800.9448,1.1114408081792286,0.011050545623790306
2015,M Vijay,Punjab Kings,0,18,7.67,3,16.67,2,11.11,0.0165526110141113,0.2858319743423164,0.2468557723899754,0.1745295619526471,-0.164685843626223,0.7633192449712943,middle,M Vijay,2015,52366001.181,1.4576618946574251,0.014492862914904741
2015,MJ McClenaghan,Mumbai Indians,5,66,8.73,21,31.82,12,18.18,0.279322833861896,0.329437823745685,0.4219970503743551,0.2676045953362795,0.2285121878413466,1.156517276438864,middle,MJ McClenaghan,2015,5236600.1181,22.08527002933507,0.21958369917396464
2015,P Kumar,Sunrisers Hyderabad,1,72,8.33,18,25.0,9,12.5,0.0691066555836682,0.3129827862349799,0.3431545740803967,0.1928286137777177,-0.0823455961439061,0.8456594924536112,middle,P Kumar,2015,38401734.1994,2.20213880983225,0.021894855046609353
2015,PP Ojha,Mumbai Indians,0,6,12.0,0,0.0,1,16.67,0.0165526110141113,0.4639577553956996,0.0541425642051826,0.2477257692529295,-0.3796396723844238,0.5483654162130935,middle,PP Ojha,2015,8727666.863499999,6.283069974936993,0.06246967981070558
2015,RS Bopara,Sunrisers Hyderabad,6,90,8.07,29,32.22,17,18.89,0.3318768784314529,0.3022870118530215,0.4266212425323585,0.2769515930310997,0.3285817623182498,1.2565868509157672,middle,RS Bopara,2015,17455333.726999998,7.198870388665628,0.0715750628232055
2015,SA Abbott,Royal Challengers Bengaluru,0,12,9.5,4,33.33,3,25.0,0.0165526110141113,0.3611137709537924,0.439453375770818,0.3573884323484962,-0.2037037739803208,0.7243013146171964,middle,SA Abbott,2015,17455333.726999998,4.149455552928464,0.04125613128839853
2015,Yuvraj Singh,Delhi Capitals,1,42,8.14,7,16.67,4,9.52,0.0691066555836682,0.3051666434173949,0.2468557723899754,0.1535975530304441,-0.0971361102475098,0.8308689783500075,middle,Yuvraj Singh,2015,279285339.632,0.2974982429957838,0.0029578884300712357
2015,Z Khan,Delhi Capitals,0,6,8.0,1,16.67,1,16.67,0.0165526110141113,0.2994073802886481,0.2468557723899754,0.2477257692529295,-0.1901854098433448,0.7378196787541724,middle,Z Khan,2015,69821334.90799999,1.056725254145255,0.010506533993360873
2016,A Mishra,Delhi Capitals,10,216,7.83,72,33.33,31,14.35,0.5666808672906736,0.2923034712433083,0.4871021484911594,0.2223548978495232,0.7178381889188069,1.6458432775163243,middle,A Mishra,2016,1636386.3998999998,100.57791225940905,0.9999999999900574
2016,A Nehra,Sunrisers Hyderabad,2,30,7.2,12,40.0,5,16.67,0.125234870561244,0.2623286573048948,0.5812228723063042,0.2583035642614322,0.100695528837555,1.0287006174350724,middle,A Nehra,2016,90001251.9945,1.1429847859204632,0.011364172910659845
2016,A Zampa,Lucknow Super Giants,7,66,6.45,19,28.79,5,7.58,0.4011386185171375,0.2266443549972596,0.4230379676634597,0.1174529704320129,0.5238132399905339,1.4518183285880513,middle,A Zampa,2016,4909159.1997,29.573665663088956,0.29403737856994844
2016,BCJ Cutting,Sunrisers Hyderabad,4,43,5.44,17,39.53,2,4.65,0.2355963697436014,0.1785894945563109,0.5745906773748022,0.0720522839721451,0.3684897053883649,1.2964947939858822,middle,BCJ Cutting,2016,8181931.9995,15.845827049957288,0.1575477825482241
2016,CH Morris,Delhi Capitals,2,48,6.13,16,33.33,4,8.33,0.125234870561244,0.2114190526793353,0.4871021484911594,0.1290743065565525,0.1390328469344351,1.0670379355319524,middle,CH Morris,2016,114547047.993,0.9315280962955584,0.009261756138700844
2016,CR Brathwaite,Delhi Capitals,7,102,8.53,29,28.43,16,15.69,0.4011386185171375,0.3256088200637678,0.4179579885669901,0.2431183517253672,0.4179845979497156,1.345989686547233,middle,CR Brathwaite,2016,68728228.7958,1.95842335839373,0.019471704217951174
2016,DL Chahar,Lucknow Super Giants,0,6,7.0,2,33.33,1,16.67,0.0148733713788867,0.2528128433561921,0.4871021484911594,0.2583035642614322,-0.0854702859215622,0.842534802675955,middle,DL Chahar,2016,1636386.3998999998,51.48752169581968,0.5119167870825546
2016,DR Smith,Gujarat Titans,2,66,8.91,20,30.3,11,16.67,0.125234870561244,0.3436888665663029,0.4443456577625405,0.2583035642614322,-0.0054558029347005,0.9225492856628168,middle,DR Smith,2016,37636887.1977,2.451183810225395,0.02437099513339437
2016,DS Kulkarni,Gujarat Titans,1,60,8.9,20,33.33,11,18.33,0.0700541209700654,0.3432130758688678,0.4871021484911594,0.2840254548837463,-0.0801637256693975,0.8478413629281197,middle,DS Kulkarni,2016,32727727.998,2.5905903488929374,0.025757050337111474
2016,I Sharma,Lucknow Super Giants,1,12,12.0,1,8.33,4,33.33,0.0700541209700654,0.4907081920737597,0.1343258223474386,0.5164521773745371,-0.3504780609745855,0.5775270276229317,middle,I Sharma,2016,62182683.1962,0.9287586156433736,0.00923422046421782
2016,IK Pathan,Lucknow Super Giants,0,24,7.75,8,33.33,3,12.5,0.0148733713788867,0.2884971456638272,0.4871021484911594,0.1936889354089923,-0.1010948019971824,0.8269102866003348,middle,IK Pathan,2016,16363863.999,5.05327034403896,0.050242346758554685
2016,Iqbal Abdulla,Royal Challengers Bengaluru,3,102,8.41,20,19.61,13,12.75,0.1804156201524227,0.3198993316945461,0.2934985007034854,0.1975627141171722,0.0632409722606083,0.9912460608581256,middle,Iqbal Abdulla,2016,1636386.3998999998,60.57530549744859,0.6022724486526564
2016,JO Holder,Kolkata Knight Riders,0,42,9.57,12,28.57,9,21.43,0.0148733713788867,0.3750910525970219,0.419933535993395,0.3320603108651765,-0.2181947863843042,0.709810302213213,middle,JO Holder,2016,11454704.7993,6.196670404431458,0.06161064855261151
2016,JW Hastings,Kolkata Knight Riders,0,6,4.0,2,33.33,0,0.0,0.0148733713788867,0.1100756341256514,0.4871021484911594,0.0,0.0803801943151567,1.008385282912674,middle,JW Hastings,2016,21273023.1987,4.740206756199545,0.04712969925172582
2016,KC Cariappa,Punjab Kings,3,72,8.67,24,33.33,10,13.89,0.1804156201524227,0.3322698898278596,0.4871021484911594,0.2152271450264723,0.1078927339083997,1.035897822505917,middle,KC Cariappa,2016,13091091.1992,7.912998288249806,0.07867530862802206
2016,KH Pandya,Mumbai Indians,5,126,6.86,34,26.98,9,7.14,0.2907771193347801,0.2461517735921001,0.3974969616506543,0.1106351199056164,0.336366324642563,1.2643714132400805,middle,KH Pandya,2016,32727727.998,3.863303353405242,0.03841105135889734
2016,KJ Abbott,Punjab Kings,2,36,12.0,12,33.33,12,33.33,0.125234870561244,0.4907081920737597,0.4871021484911594,0.5164521773745371,-0.1618740387447013,0.766131049852816,middle,KJ Abbott,2016,34364114.3979,2.2294508771034547,0.02216640639080996
2016,KW Richardson,Royal Challengers Bengaluru,0,12,15.0,0,0.0,4,33.33,0.0148733713788867,0.6334454013043004,0.0167807504763508,0.5164521773745371,-0.5827024743071125,0.3453026142904047,middle,KW Richardson,2016,32727727.998,1.055076644218952,0.010490142621843493
2016,M Ashwin,Lucknow Super Giants,5,132,8.09,40,30.3,17,12.88,0.2907771193347801,0.3046740293766218,0.4443456577625405,0.1995770790454257,0.2858147370205497,1.213819825618067,middle,M Ashwin,2016,73637387.9955,1.6483743634310384,0.016389029423907575
2016,MM Sharma,Punjab Kings,0,72,8.5,20,27.78,13,18.06,0.0148733713788867,0.3241814479714624,0.4087858040872534,0.2798417738789121,-0.1703677148584462,0.757637373739071,middle,MM Sharma,2016,106365115.9935,0.7122987331536125,0.007082059242882077
2016,MM Sharma,Punjab Kings,0,72,8.5,20,27.78,13,18.06,0.0148733713788867,0.3241814479714624,0.4087858040872534,0.2798417738789121,-0.1703677148584462,0.757637373739071,middle,MM Sharma,2016,1636386.3998999998,46.299417654984815,0.460333850787335
2016,MM Sharma,Punjab Kings,0,72,8.5,20,27.78,13,18.06,0.0148733713788867,0.3241814479714624,0.4087858040872534,0.2798417738789121,-0.1703677148584462,0.757637373739071,middle,MM Sharma,2016,1636386.3998999998,46.299417654984815,0.460333850787335
2016,MP Stoinis,Punjab Kings,4,66,8.36,17,25.76,12,18.18,0.2355963697436014,0.3175203782073704,0.3802814769348408,0.2817011876588385,0.1571224575981903,1.0851275461957075,middle,MP Stoinis,2016,9000125.19945,12.056805012690493,0.1198752762084968
2016,MR Marsh,Lucknow Super Giants,1,18,7.0,4,22.22,2,11.11,0.0700541209700654,0.2528128433561921,0.3303283491528899,0.1721507257915124,-0.0325007336422911,0.8955043549552262,middle,MR Marsh,2016,78546547.1952,1.1400938512672785,0.011335429674812
2016,NLTC Perera,Lucknow Super Giants,1,54,10.78,10,18.52,15,27.78,0.0700541209700654,0.4326617269866732,0.2781174528836192,0.4304542900529446,-0.2437038222797437,0.6843012663177737,middle,NLTC Perera,2016,16363863.999,4.181782898950954,0.04157754724639525
2016,P Kumar,Gujarat Titans,0,12,14.0,3,25.0,4,33.33,0.0148733713788867,0.5858663315607869,0.3695570766200716,0.5164521773745371,-0.4388063206691854,0.4891987679283318,middle,P Kumar,2016,57273523.99649999,0.8541446968728987,0.008492368529796176
2016,P Negi,Delhi Capitals,1,30,8.2,7,23.33,4,13.33,0.0700541209700654,0.3099077270484083,0.3459916180336711,0.2065498807201494,-0.0803574909175571,0.8476475976799602,middle,P Negi,2016,139092843.9915,0.6094113639172984,0.006059097372586683
2016,P Sahu,Punjab Kings,3,87,8.55,19,21.84,13,14.94,0.1804156201524227,0.3265604014586381,0.3249661489955053,0.2314970156008276,0.0605655506402096,0.9885706392377268,middle,P Sahu,2016,1636386.3998999998,60.41180978393237,0.6006468858442645
2016,PJ Sangwan,Gujarat Titans,0,6,12.0,1,16.67,2,33.33,0.0148733713788867,0.4907081920737597,0.2520120047489839,0.5164521773745371,-0.39794333064089,0.5300617579566274,middle,PJ Sangwan,2016,3272772.7998,16.19610618827618,0.16103044718548534
2016,PV Tambe,Gujarat Titans,4,72,9.08,18,25.0,12,16.67,0.2355963697436014,0.3517773084227003,0.3695570766200716,0.2583035642614322,0.1311791180109769,1.0591842066084942,middle,PV Tambe,2016,3272772.7998,32.36351165816403,0.32177553630632905
2016,R Bhatia,Lucknow Super Giants,5,162,7.15,42,25.93,16,9.88,0.2907771193347801,0.2599497038177191,0.382680355952618,0.1530917345472676,0.3123916758243267,1.240396764421844,middle,R Bhatia,2016,9818318.3994,12.633495003560336,0.12560903999329998
2016,R Sathish,Kolkata Knight Riders,1,36,9.83,8,22.22,6,16.67,0.0700541209700654,0.3874616107303354,0.3303283491528899,0.2583035642614322,-0.1574503152355897,0.7705547733619276,middle,R Sathish,2016,3272772.7998,23.544401658710203,0.23409117498632048
